video_name,emotion,confidence,bark_speaker,emotional_tag,temperature,audio_path,caption
254829.mp4,Positive,0.8399751,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/254829.mp4_positive.wav,"Why don't they use a word like ""identified"" as in ""I've identified this child deaf""? Now it does not seem bad at all."
254931.mp4,Positive,0.78368926,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/254931.mp4_positive.wav,"""Intervention"" implies the need of intervening such as an intervention for drug addicts, stopping something from happening, or when a kid is not behaving well."
255033.mp4,Positive,0.8453066,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/255033.mp4_positive.wav,"The baby is just deaf. It's not their fault, they're doing perfectly fine."
255844.mp4,Positive,0.784511,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/255844.mp4_positive.wav,That makes it to seem like an opportunity to do more than one.
255946.mp4,Positive,0.8544107,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/255946.mp4_positive.wav,The parents might will perceive this as something they should to be upset about.
256351.mp4,Positive,0.79565424,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/256351.mp4_positive.wav,A Deaf role model who has been trained can show the parents that he/she is perfectly fine.
256352.mp4,Positive,0.81340307,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/256352.mp4_positive.wav,He/she can read and write. He/she can communicate. He/she can work. He/she has an education. There's a long list of that and he/she is perfectly fine.
257265.mp4,Positive,0.86833525,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/257265.mp4_positive.wav,"When a deaf child does not have a Deaf mentor, the family will continue to be disappointed and their grief will last longer."
2682847.mp4,Negative,0.5466036,v2/en_speaker_3,[sighs],0.6,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/2682847.mp4_negative.wav,The car is broken.
2682838.mp4,Negative,0.6731507,v2/en_speaker_3,[sighs],0.6,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/2682838.mp4_negative.wav,The car broke down.
26827616.mp4,Negative,0.54526925,v2/en_speaker_3,[sighs],0.6,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/26827616.mp4_negative.wav,"Cousin John's car broke down, do you remember?"
26827517.mp4,Negative,0.5325449,v2/en_speaker_3,[sighs],0.6,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/26827517.mp4_negative.wav,"It wasn't John whose car broke down, it was Mary."
26827419.mp4,Negative,0.7055685,v2/en_speaker_3,[sighs],0.6,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/26827419.mp4_negative.wav,"John didn't get into an accident with a truck, he got into an accident with another car."
26827321.mp4,Negative,0.593215,v2/en_speaker_3,[sighs],0.6,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/26827321.mp4_negative.wav,The car is broken.
36298782.mp4,Negative,0.5735674,v2/en_speaker_3,[sighs],0.6,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/36298782.mp4_negative.wav,The weather is lousy today.
36295789.mp4,Positive,0.51252455,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/36295789.mp4_positive.wav,Mom doesn't like surprises.
36294790.mp4,Negative,0.62074995,v2/en_speaker_3,[sighs],0.6,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/36294790.mp4_negative.wav,The weather isn't beautiful today.
36292794.mp4,Negative,0.53434724,v2/en_speaker_3,[sighs],0.6,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/36292794.mp4_negative.wav,"Yes, I like pineapple cream cheese."
36291796.mp4,Negative,0.71758085,v2/en_speaker_3,[sighs],0.6,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/36291796.mp4_negative.wav,No! I don't like pineapple cream cheese.
36288803.mp4,Negative,0.7682396,v2/en_speaker_3,[sighs],0.6,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/36288803.mp4_negative.wav,Dad is like me. He likes chocolate cereal.
5596228.mp4,Positive,0.81965816,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/5596228.mp4_positive.wav,Why is dad upset? I have no idea...
154108.mp4,Positive,0.73214483,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/154108.mp4_positive.wav,"""Today I went out and the weather was lousy."" ""No, it's beautiful and warm outside. It's perfect."""
1540612.mp4,Positive,0.76415265,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/1540612.mp4_positive.wav,"""The book you read was really good."" ""No, it was lousy I didn't like it."""
1540613.mp4,Positive,0.8115121,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/1540613.mp4_positive.wav,"""Texas has a good football team."" ""No they have a lousy team and they are losing. They haven't won a game yet."""
1540021.mp4,Positive,0.7763749,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/1540021.mp4_positive.wav,"""Mc Donalds is a snobby restaurant right?"" ""No, Mcdonalds is a cheap restaurant. They serve hamburgers."""
1539625.mp4,Positive,0.7683143,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/1539625.mp4_positive.wav,"""Your mom will love the surprise party."" ""No, my mom hates surprises."""
17602177.mp4,Positive,0.66224277,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/17602177.mp4_positive.wav,"Last night, there was an accident and traffic was horrible."
17598184.mp4,Positive,0.70273656,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/17598184.mp4_positive.wav,"I love action movies, not boring dramas."
17597185.mp4,Positive,0.69280547,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/17597185.mp4_positive.wav,I know that I should enter the haunted house at my own risk.
17582212.mp4,Positive,0.74543816,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/17582212.mp4_positive.wav,I watched a movie last night. I was really scared.
17596188.mp4,Positive,0.80441004,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/17596188.mp4_positive.wav,The movie is really scary.
17593193.mp4,Positive,0.7914035,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/17593193.mp4_positive.wav,I love riding in airplanes and flying different places.
17590198.mp4,Positive,0.8199838,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/17590198.mp4_positive.wav,My worst enemy is my alarm clock.
17592194.mp4,Positive,0.7851376,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/17592194.mp4_positive.wav,Alcohol is not always good.
17588201.mp4,Positive,0.8315759,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/17588201.mp4_positive.wav,I analyzed and looked over the math problem.
17586206.mp4,Positive,0.81886804,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/17586206.mp4_positive.wav,I love apples in the fall.
17584208.mp4,Positive,0.74361825,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/17584208.mp4_positive.wav,"I was picked to join the club. Wow, it was an honor."
28816.mp4,Positive,0.5529999,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/28816.mp4_positive.wav,"To tell the truth, I love you because you make people laugh so hard!"
29019.mp4,Positive,0.61368585,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/29019.mp4_positive.wav,"Last night, I played a close game of basketball with my friend. The score was 30-28 when it ended."
29423.mp4,Positive,0.76930463,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/29423.mp4_positive.wav,I always get sick in winter because I wear flip-flops.
29525.mp4,Positive,0.6275095,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/29525.mp4_positive.wav,The kids hate their principal because he bawls them out if they have not done their homework.
29626.mp4,Positive,0.5932539,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/29626.mp4_positive.wav,I missed my morning class because I didn`t wake up to my alarm.
29931.mp4,Positive,0.74582696,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/29931.mp4_positive.wav,"Honestly, if I fail this class, my mom will lose it."
30438.mp4,Negative,0.5076671,v2/en_speaker_3,[sighs],0.6,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/30438.mp4_negative.wav,"""Is the movie good?"" ""No, it was wonderful."""
84088.mp4,Positive,0.6643689,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/84088.mp4_positive.wav,My friend goes out to a party.
841111.mp4,Positive,0.69924724,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/841111.mp4_positive.wav,My friend is currently planning a surprise event.
841314.mp4,Positive,0.7232811,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/841314.mp4_positive.wav,My friend is playing video games.
841618.mp4,Positive,0.7727963,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/841618.mp4_positive.wav,Is your friend`s party good?
841720.mp4,Positive,0.8069689,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/841720.mp4_positive.wav,"Is it fun going fishing with your friends? (starts out signing ""fishing"" but repairs to ""friend"")"
841821.mp4,Positive,0.69925517,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/841821.mp4_positive.wav,Will Bob be surprised at his surprise party?
842226.mp4,Positive,0.86870354,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/842226.mp4_positive.wav,Does your friend really love surfing the internet?
842327.mp4,Positive,0.80659485,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/842327.mp4_positive.wav,Does your friend love surfing the Internet?
843443.mp4,Positive,0.68539935,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/843443.mp4_positive.wav,Why does your friend love travelling?
844052.mp4,Positive,0.6375776,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/844052.mp4_positive.wav,"If my friend goes out to a party, I will join them for sure."
844153.mp4,Positive,0.6360829,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/844153.mp4_positive.wav,"If my friend goes out to a party, my roommate and I will join."
844255.mp4,Positive,0.7188114,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/844255.mp4_positive.wav,"If my boss summons me, everyone will know I`m in trouble."
844356.mp4,Positive,0.62993616,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/844356.mp4_positive.wav,"If my friend goes out fishing, I have to monitor the weather to make sure it`s fine for fishing."
844457.mp4,Positive,0.7346859,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/844457.mp4_positive.wav,"When my friend goes out fishing, the fish has to go in the bucket immediately so it will be fresh."
844458.mp4,Positive,0.77189606,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/844458.mp4_positive.wav,"If Bob is surprised at his surprise party, it is commendable because it is difficult to surprise Bob."
844762.mp4,Positive,0.64178634,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/844762.mp4_positive.wav,"If my friend goes travelling, I just have to join."
844864.mp4,Positive,0.7231699,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/844864.mp4_positive.wav,"Once my friend starts playing video games, he is hooked to it all night until his eyes pop out."
845270.mp4,Positive,0.7210438,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/845270.mp4_positive.wav,My friend is going out to a party.
845472.mp4,Positive,0.73541516,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/845472.mp4_positive.wav,My friend loves to go fishing because he loves to eat fish.
845473.mp4,Positive,0.68203926,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/845473.mp4_positive.wav,My friend is planning to surprise Bob because he's turning 21.
845574.mp4,Positive,0.7014345,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/845574.mp4_positive.wav,I arrived school late because I was in a bike accident.
845675.mp4,Positive,0.7586792,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/845675.mp4_positive.wav,"My friend loves travelling, especially in Asian countries because there`s more of a variety of things to do, compared to other countries."
845676.mp4,Positive,0.67092377,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/845676.mp4_positive.wav,My friend plays video games all day because he does nothing else.
845878.mp4,Positive,0.6596651,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/845878.mp4_positive.wav,My friend loves the Internet because there are many different websites.
557229.mp4,Positive,0.8511219,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/557229.mp4_positive.wav,My friend went out to a party.
5572412.mp4,Positive,0.5704169,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/5572412.mp4_positive.wav,The park is crowded because the kids love playing there.
5572413.mp4,Positive,0.6450498,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/5572413.mp4_positive.wav,"I like the beach better than the lake because the beach has waves, while the lake has none."
5572615.mp4,Positive,0.60121584,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/5572615.mp4_positive.wav,Mother has to clean the kitchen soon because a group of friends are coming over for the weekend.
5572716.mp4,Positive,0.7582929,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/5572716.mp4_positive.wav,My friend loves to go outside because he loves camping.
5572717.mp4,Positive,0.62565356,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/5572717.mp4_positive.wav,My friend is an expert at making bonfires because he was a Boy Scout growing up.
7343510.mp4,Positive,0.53677696,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/7343510.mp4_positive.wav,"If my friends go out, I will join them."
7343915.mp4,Negative,0.62097794,v2/en_speaker_3,[sighs],0.6,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/7343915.mp4_negative.wav,My mother tends to be in a bad mood if Father arrives home late.
7700328.mp4,Positive,0.6495123,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/7700328.mp4_positive.wav,Friends went out camping; they enjoyed it.
7987410.mp4,Negative,0.5196867,v2/en_speaker_3,[sighs],0.6,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/7987410.mp4_negative.wav,"If I fail a test, my mom will blow her top."
7986817.mp4,Positive,0.66828835,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/7986817.mp4_positive.wav,Was the movie good? Yes it was wonderful.
7986818.mp4,Positive,0.5153157,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/7986818.mp4_positive.wav,"Is it raining outside? No, it's beautiful and warm outside."
7986324.mp4,Positive,0.57959795,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/7986324.mp4_positive.wav,Bob frequently gives his sweetheart roses.
7986027.mp4,Positive,0.53803915,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/7986027.mp4_positive.wav,Mom is sick.
7985731.mp4,Negative,0.5649162,v2/en_speaker_3,[sighs],0.6,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/7985731.mp4_negative.wav,Bad weather will come to Boston soon.
7984743.mp4,Positive,0.6558929,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/7984743.mp4_positive.wav,Friends play frisbee.
7984644.mp4,Positive,0.6357151,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/7984644.mp4_positive.wav,I invited my friends to a barbeque party.
7983954.mp4,Positive,0.68284684,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/7983954.mp4_positive.wav,My friends crashed the party.
7983658.mp4,Positive,0.67327917,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/7983658.mp4_positive.wav,Did Bob give the rose to his sweetheart?
7983461.mp4,Negative,0.5287381,v2/en_speaker_3,[sighs],0.6,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/7983461.mp4_negative.wav,Is mom sick?
7983363.mp4,Negative,0.52545536,v2/en_speaker_3,[sighs],0.6,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/7983363.mp4_negative.wav,My aunt makes the best blueberry pie.
7983165.mp4,Positive,0.5802342,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/7983165.mp4_positive.wav,Is bad weather coming to Boston?
7982377.mp4,Positive,0.5886773,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/7982377.mp4_positive.wav,Is playing frisbee fun?
7981687.mp4,Positive,0.6122579,v2/en_speaker_6,[laughs],0.7,/Users/ignazioemanuelepicciche/Documents/TESI Magistrale UCBM/Improved_EmoSign_Thesis/results/tts_audio/bark_generated/7981687.mp4_positive.wav,Was I passed out drunk last night?
