video_name,true_label,predicted_label,confidence,caption,correct_prediction
154108.mp4,Positive,Positive,0.9,"""Today I went out and the weather was lousy."" ""No, it's beautiful and warm outside. It's perfect.""",True
1540612.mp4,Negative,Positive,0.9,"""The book you read was really good."" ""No, it was lousy I didn't like it.""",False
1540613.mp4,Negative,Positive,0.9,"""Texas has a good football team."" ""No they have a lousy team and they are losing. They haven't won a game yet.""",False
1540021.mp4,Negative,Positive,0.9,"""Mc Donalds is a snobby restaurant right?"" ""No, Mcdonalds is a cheap restaurant. They serve hamburgers.""",False
1539625.mp4,Positive,Positive,0.9,"""Your mom will love the surprise party."" ""No, my mom hates surprises.""",True
17602177.mp4,Negative,Positive,0.9,"Last night, there was an accident and traffic was horrible.",False
17598184.mp4,Positive,Positive,0.9,"I love action movies, not boring dramas.",True
17597185.mp4,Negative,Positive,0.9,I know that I should enter the haunted house at my own risk.,False
17582212.mp4,Negative,Positive,0.9,I watched a movie last night. I was really scared.,False
17596188.mp4,Negative,Positive,0.9,The movie is really scary.,False
17593193.mp4,Positive,Positive,0.9,I love riding in airplanes and flying different places.,True
17590198.mp4,Negative,Positive,0.9,My worst enemy is my alarm clock.,False
17592194.mp4,Negative,Positive,0.9,Alcohol is not always good.,False
17588201.mp4,Negative,Positive,0.9,I analyzed and looked over the math problem.,False
17586206.mp4,Positive,Positive,0.9,I love apples in the fall.,True
17584208.mp4,Positive,Positive,0.9,"I was picked to join the club. Wow, it was an honor.",True
28816.mp4,Positive,Positive,0.9,"To tell the truth, I love you because you make people laugh so hard!",True
29019.mp4,Positive,Positive,0.9,"Last night, I played a close game of basketball with my friend. The score was 30-28 when it ended.",True
29423.mp4,Negative,Positive,0.9,I always get sick in winter because I wear flip-flops.,False
29525.mp4,Negative,Positive,0.9,The kids hate their principal because he bawls them out if they have not done their homework.,False
29626.mp4,Negative,Positive,0.9,I missed my morning class because I didn`t wake up to my alarm.,False
29931.mp4,Negative,Positive,0.9,"Honestly, if I fail this class, my mom will lose it.",False
30438.mp4,Positive,Positive,0.9,"""Is the movie good?"" ""No, it was wonderful.""",True
84088.mp4,Positive,Positive,0.9,My friend goes out to a party.,True
841111.mp4,Positive,Positive,0.9,My friend is currently planning a surprise event.,True
841314.mp4,Positive,Positive,0.9,My friend is playing video games.,True
841618.mp4,Positive,Positive,0.9,Is your friend`s party good?,True
841720.mp4,Positive,Positive,0.9,"Is it fun going fishing with your friends? (starts out signing ""fishing"" but repairs to ""friend"")",True
841821.mp4,Positive,Positive,0.9,Will Bob be surprised at his surprise party?,True
842226.mp4,Positive,Positive,0.9,Does your friend really love surfing the internet?,True
842327.mp4,Positive,Positive,0.9,Does your friend love surfing the Internet?,True
843443.mp4,Positive,Positive,0.9,Why does your friend love travelling?,True
844052.mp4,Positive,Positive,0.9,"If my friend goes out to a party, I will join them for sure.",True
844153.mp4,Positive,Positive,0.9,"If my friend goes out to a party, my roommate and I will join.",True
844255.mp4,Negative,Positive,0.9,"If my boss summons me, everyone will know I`m in trouble.",False
844356.mp4,Positive,Positive,0.9,"If my friend goes out fishing, I have to monitor the weather to make sure it`s fine for fishing.",True
844457.mp4,Positive,Positive,0.9,"When my friend goes out fishing, the fish has to go in the bucket immediately so it will be fresh.",True
844458.mp4,Positive,Positive,0.9,"If Bob is surprised at his surprise party, it is commendable because it is difficult to surprise Bob.",True
844762.mp4,Positive,Positive,0.9,"If my friend goes travelling, I just have to join.",True
844864.mp4,Positive,Positive,0.9,"Once my friend starts playing video games, he is hooked to it all night until his eyes pop out.",True
845270.mp4,Positive,Positive,0.9,My friend is going out to a party.,True
845472.mp4,Positive,Positive,0.9,My friend loves to go fishing because he loves to eat fish.,True
845473.mp4,Positive,Positive,0.9,My friend is planning to surprise Bob because he's turning 21.,True
845574.mp4,Negative,Positive,0.9,I arrived school late because I was in a bike accident.,False
845675.mp4,Positive,Positive,0.9,"My friend loves travelling, especially in Asian countries because there`s more of a variety of things to do, compared to other countries.",True
845676.mp4,Positive,Positive,0.9,My friend plays video games all day because he does nothing else.,True
845878.mp4,Positive,Positive,0.9,My friend loves the Internet because there are many different websites.,True
557229.mp4,Positive,Positive,0.9,My friend went out to a party.,True
5572412.mp4,Positive,Positive,0.9,The park is crowded because the kids love playing there.,True
5572413.mp4,Positive,Positive,0.9,"I like the beach better than the lake because the beach has waves, while the lake has none.",True
5572615.mp4,Positive,Positive,0.9,Mother has to clean the kitchen soon because a group of friends are coming over for the weekend.,True
5572716.mp4,Positive,Positive,0.9,My friend loves to go outside because he loves camping.,True
5572717.mp4,Positive,Positive,0.9,My friend is an expert at making bonfires because he was a Boy Scout growing up.,True
7343510.mp4,Positive,Positive,0.9,"If my friends go out, I will join them.",True
7343915.mp4,Negative,Positive,0.9,My mother tends to be in a bad mood if Father arrives home late.,False
7700328.mp4,Positive,Positive,0.9,Friends went out camping; they enjoyed it.,True
7987410.mp4,Negative,Positive,0.9,"If I fail a test, my mom will blow her top.",False
7986817.mp4,Positive,Positive,0.9,Was the movie good? Yes it was wonderful.,True
7986818.mp4,Positive,Positive,0.9,"Is it raining outside? No, it's beautiful and warm outside.",True
7986324.mp4,Positive,Positive,0.9,Bob frequently gives his sweetheart roses.,True
7986027.mp4,Negative,Positive,0.9,Mom is sick.,False
7985731.mp4,Negative,Positive,0.9,Bad weather will come to Boston soon.,False
7984743.mp4,Positive,Positive,0.9,Friends play frisbee.,True
7984644.mp4,Positive,Positive,0.9,I invited my friends to a barbeque party.,True
7983954.mp4,Positive,Positive,0.9,My friends crashed the party.,True
7983658.mp4,Positive,Positive,0.9,Did Bob give the rose to his sweetheart?,True
7983461.mp4,Negative,Positive,0.9,Is mom sick?,False
7983363.mp4,Positive,Positive,0.9,My aunt makes the best blueberry pie.,True
7983165.mp4,Negative,Positive,0.9,Is bad weather coming to Boston?,False
7982377.mp4,Positive,Positive,0.9,Is playing frisbee fun?,True
7981687.mp4,Negative,Positive,0.9,Was I passed out drunk last night?,False
7981589.mp4,Positive,Positive,0.9,Did my friend go ahead with crashing the party?,True
7981490.mp4,Positive,Positive,0.9,Bob wrote and sent a love letter to his wife because their anniversary is coming up soon.,True
7981194.mp4,Positive,Positive,0.9,The teacher must clean the classroom everyday so that when the students come to class it will be clean.,True
7980898.mp4,Negative,Positive,0.9,I missed last months rent so now I have to pay double.,False
7980799.mp4,Negative,Positive,0.9,Bad weather is coming to Boston because the city is close to the ocean.,False
79797114.mp4,Positive,Positive,0.9,My friend wants to buy a plaid shrit because his friend invited him to a costume party.,True
79792122.mp4,Positive,Positive,0.9,My friend just crashed a party because he recently finished his last exam.,True
79791123.mp4,Positive,Positive,0.9,My friend went ahead and hosted a pizza dinner because he loves pizza.,True
5873528.mp4,Negative,Positive,0.9,There's always a pop quiz when I neglect my studying.,False
58734811.mp4,Negative,Positive,0.9,"When I don't study, I am guaranteed to fail.",False
58734712.mp4,Negative,Positive,0.9,"If I don't study, I am guaranteed to fail.",False
58734613.mp4,Negative,Positive,0.9,"If I don't study, I am guaranteed to fail.",False
58734317.mp4,Negative,Positive,0.9,"If there's an emergency, where will you go?",False
58734020.mp4,Negative,Positive,0.9,"If you spell even one word wrong, he will take away points for it!",False
58733526.mp4,Negative,Positive,0.9,"If John did that to me, I won't be friends with him anymore.",False
17077.mp4,Negative,Positive,0.9,The weather is lousy today.,False
171111.mp4,Positive,Positive,0.9,The weather is beautiful today.,True
171820.mp4,Positive,Positive,0.9,"My dad likes pineapple cream cheese, like me.",True
172022.mp4,Positive,Positive,0.9,I love lox cream cheese.,True
172529.mp4,Positive,Positive,0.9,"Dad likes chocolate cereal, like me.",True
172630.mp4,Negative,Positive,0.9,"No no no, I hate chocolate cereal.",False
172732.mp4,Negative,Positive,0.9,I can't believe the car broke!,False
173036.mp4,Negative,Positive,0.9,The car really broke down.,False
173340.mp4,Negative,Positive,0.9,"Our cousin, John, broke the truck.",False
173441.mp4,Negative,Positive,0.9,"No, John didn't break the truck, Mary broke the truck.",False
173442.mp4,Negative,Positive,0.9,The car is really broken!,False
173543.mp4,Negative,Positive,0.9,"John didn't break the truck, he actually destroyed the car.",False
173745.mp4,Negative,Positive,0.9,The car broke down.,False
173949.mp4,Negative,Positive,0.9,"If Mary's car broke down, John would have to take her to work.",False
174050.mp4,Negative,Positive,0.9,"Since Mary's car broke, John has been taking her to work.",False
840018.mp4,Positive,Positive,0.9,"No, it`s beautiful outside! The sun`s shining and it`s warm and beautiful!",True
8399614.mp4,Negative,Positive,0.9,I thought it was terribly boring.,False
8398627.mp4,Negative,Positive,0.9,"No, no one has found the umbrella, it's still missing.",False
8398331.mp4,Negative,Positive,0.9,"What? No, right now we're in an economic crisis.",False
8397936.mp4,Positive,Positive,0.9,Pete loves computers; he has three set up one next to the other at home!,True
8397838.mp4,Negative,Positive,0.9,"American Airlines isn't that expensive, but if it was, then I'd be stuck because it's the only airline that flies between Boston and Florida.",False
8397050.mp4,Positive,Positive,0.9,Who fell in love with Bill?,True
8396754.mp4,Negative,Positive,0.9,Why is father upset?,False
8396064.mp4,Positive,Positive,0.9,Your mom will love the gift you just bought for her.,True
8395966.mp4,Negative,Positive,0.9,"The man who broke into a house in Newton is probably the same person who broke into a house in Brookline,",False
8395867.mp4,Positive,Positive,0.9,"Wow, that coat you just bought looks warm!",True
8395670.mp4,Negative,Positive,0.9,That student who was on the quiz show didn't win.,False
8395473.mp4,Negative,Positive,0.9,Jim threatened to sue the man who punched him.,False
338228.mp4,Negative,Positive,0.9,If John stays home it probably means he's sick.,False
3382011.mp4,Negative,Positive,0.9,"If Mary gets home late, John will probably be upset.",False
3381912.mp4,Negative,Positive,0.9,"If the people I invited show up late, they will regret it.",False
3381715.mp4,Positive,Positive,0.9,"If you want to know, if John wins he will get a teddy bear.",True
3380826.mp4,Negative,Positive,0.9,"If my sister neglects her homework, she won't succeed in school.",False
3380727.mp4,Negative,Positive,0.9,"If my sister neglects her homework, she won't succeed in school.",False
3380433.mp4,Negative,Positive,0.9,"If John eats spinach, he will get sick.",False
3380334.mp4,Negative,Positive,0.9,"If John eats spinach, he will get nauseous and sick.",False
3379644.mp4,Positive,Positive,0.9,"If you order pizza here, I guarantee it will be delicious.",True
3379053.mp4,Positive,Positive,0.9,"If the student wins an award, he will get a $100 gift card.",True
3378954.mp4,Positive,Positive,0.9,The student who won the award will get a $100 voucher.,True
3378363.mp4,Negative,Positive,0.9,"I would read this book, but it's boring.",False
3378264.mp4,Negative,Positive,0.9,I would've read the book but the beginning was boring.,False
8841.mp4,Positive,Positive,0.9,That picture you gave me was beautiful.,True
6814.mp4,Positive,Positive,0.9,The sandwich I just ate was delicious!,True
7119.mp4,Positive,Positive,0.9,"If you like chocolate, you will love this cake.",True
7321.mp4,Negative,Positive,0.9,"If the president is elected again, my father will be upset.",False
7422.mp4,Negative,Positive,0.9,"If I forget to go to the store, my mother will be upset.",False
8436.mp4,Negative,Positive,0.9,"When he struggled a lot in school, he became depressed.",False
8638.mp4,Negative,Positive,0.9,"If I'm working and my computer crashes, I will panic.",False
9956.mp4,Positive,Positive,0.9,Which vegetable do the kids love?,True
362.mp4,Negative,Positive,0.9,Why is the teacher upset?,False
1372.mp4,Positive,Positive,0.9,Boston is a great city.,True
1575.mp4,Positive,Positive,0.9,I love my new car.,True
1677.mp4,Negative,Positive,0.9,That dress is not my favorite.,False
2590.mp4,Positive,Positive,0.9,My friend is thrilled because he won the lottery.,True
3098.mp4,Positive,Positive,0.9,My best friend visited Boston yesterday.,True
32100.mp4,Positive,Positive,0.9,Wow! That watch costs three thousand dollars!,True
24363254.mp4,Positive,Positive,0.9,The growth of signing went in one direction; the growth of speaking went in another.,True
24480520.mp4,Positive,Positive,0.9,"Deaf people made progress with the growth of signing.  The progress could have been greater, but it wasn't permitted.",True
29052074.mp4,Negative,Positive,0.9,"Often because judgments come from the audio-oral perspective, the sensory politics results in judgments of broken sounds and harsh noises, This needs to be improved.",False
64778101.mp4,Positive,Positive,0.9,"When on the phone the person may perceive who they're talking to as being tall, smart, good looking and nice. They agree to meet the person the next day near the train and hang up",True
65086412.mp4,Positive,Positive,0.9,John's voice was a good match to the character he played. His character in the movie was that of a swashbuckler.,True
65174582.mp4,Positive,Positive,0.9,"People who watch silent films can't hear it but can imagine a strong, heavy baritone voice from that swashbuckler character.",True
66058307.mp4,Negative,Positive,0.9,"and even worse, whose is the voice that you're associating with a persona.",False
31660612.mp4,Negative,Positive,0.9,Mother is now ill.,False
31660216.mp4,Negative,Positive,0.9,Bad weather is coming to Boston now.,False
31659327.mp4,Positive,Positive,0.9,I love fireworks.,True
31658341.mp4,Positive,Positive,0.9,My friend crashed the party last night.,True
31657848.mp4,Negative,Positive,0.9,Is Mother sick?,False
31657650.mp4,Positive,Positive,0.9,"Your aunt makes the best blueberry pie, right?",True
31657453.mp4,Negative,Positive,0.9,Is there bad weather in Boston now?,False
31656468.mp4,Positive,Positive,0.9,Striped shirts are cool because they look good on me.,True
31655777.mp4,Positive,Positive,0.9,Is it fine if my friend crashes the party?,True
31655778.mp4,Positive,Positive,0.9,Bob sent his wife a love letter because it is their wedding anniversary soon.,True
31655481.mp4,Positive,Positive,0.9,Bob loves reading books because he likes using his imagination.,True
31655186.mp4,Negative,Positive,0.9,I have to pay double the rent because I missed the last one.,False
31655087.mp4,Negative,Positive,0.9,Bad weather is in Boston because the ocean is near.,False
31655088.mp4,Positive,Positive,0.9,My family vacations every year in Florida because they love the sun.,True
36918922.mp4,Positive,Positive,0.9,I bought a gift for my mom. She will love it!,True
1470684.mp4,Positive,Positive,0.9,The cat the neighbors found is really hungry. Wow.,True
35420258.mp4,Positive,Positive,0.9,"A student went on a quiz TV show, but he didn`t win.",True
79664536.mp4,Negative,Positive,0.9,Jim assaulted a man and now the man is threatening to sue Jim.,False
69413690.mp4,Negative,Positive,0.9,Last night I rented an awful movie.,False
5989857.mp4,Positive,Positive,0.9,I read the article written for the Boston Globe. I think it was great!,True
