video_name,caption,emotion
83875522.mp4,"I graduated recently, so that`s means I`ll be looking for a job, probably I`ll move away, so I won't have lived there for seven years.   Now, I`m wondering from now on with the new job does that mean I might be moving around again for the next seven years or less?   So I`m wondering, let`s see, oh well.",Neutral
25317.mp4,I will talk about the early invention field and how hospitals deal with informing the parents when the child is Deaf.,Neutral
25339.mp4,"I will list some. For example, the power of language in hospitals.",Neutral
253410.mp4,"Not just in the hospitals, but in general.",Neutral
253411.mp4,There is one interesting study. What the study did they grouped people together and have them watch a video clip of car accident.,Neutral
253512.mp4,Then they regathered the groups a week later and asked them some questions.,Neutral
253613.mp4,"For example, they used different words for each group while asking them the questions.",Neutral
253714.mp4,One group would use the word HIT; other group uses SMASHED; and another group uses COLLIDED. I think there are four or five different words/groups.,Neutral
254018.mp4,"Similarly, the study asks them how fast were the cars going before they crashed into each other.",Neutral
255439.mp4,"So, for the HIT group, they asked them how fast were the cars going before they HIT?",Neutral
255540.mp4,Ask the next group how fast were the cars going before they COLLIDED.,Neutral
254019.mp4,The study notices how the HIT group thinks that the glass wasn't broken at all.,Positive
255641.mp4,"The car was going around 20 mph when it smashed. The SMASHED group said they think the car's glass was broken and it was going around 60 mph. But, actually, the glass wasn't broken at all.",Neutral
254120.mp4,Car was going only twenty to thirty MPH. It shows how the language influences individuals' answers even though they all were watching the same video clip.,Neutral
254221.mp4,That's how powerful the language is.,Positive
254222.mp4,"We will be talking about early intervention now. When parents gives a birth to a baby, the baby would go to a hearing screening.",Neutral
254323.mp4,The screening shows that the baby is deaf.,Neutral
254626.mp4,Then they would refer the parents to the early intervention professionals.,Neutral
254627.mp4,"The meeting will include a specialist, audiologist, doctor, nurse, counselor, and social worker. There are seven specialists for only two parents. Wow.",Positive
255742.mp4,"While for the deaf babies, they are not any of them.",Neutral
254830.mp4,Now parents often would start considering discussing with the hospital for the early intervention. But the word makes it seems like they are intervening.,Positive
255032.mp4,It seems like the hospital needed to intervene because the parents were doing lousy job with their child.,Neutral
255134.mp4,"Why don't we use ""early involvement"", which means involving the parents by sharing the resources and working together; and not intervening them.",Positive
255235.mp4,"Thirdly, the hospital often will discuss about the communication options.",Neutral
255236.mp4,"It seems that parents must choose one between oralism, cochlear implant, sign language or cued-speech. They can't pick all of the options.",Neutral
255337.mp4,"They really can do all of the options. One family can choose to use sign language, and if another family wants to use speech, that's fine.",Neutral
255743.mp4,It's important that the child signs. Hospitals don't use 'communication opportunities' as their word choices.,Neutral
255945.mp4,"The doctors often would say ""We should discuss the grief progress. Here's the social worker and counselor, they will help you to nagivate the grief progress.""",Neutral
256047.mp4,Why don't we discuss it as the journey through experience?,Neutral
256148.mp4,It would turn into a positive thing.,Positive
256149.mp4,Often in the meeting; all people in the room are hearing except for the baby.,Neutral
256250.mp4,We should bring in the Deaf mentor to meet the parents.,Neutral
256453.mp4,"The parents will realize and embraces the situation more calmly. Without a Deaf role model, we are missing the link of connection between the parents and the Deaf person.",Neutral
256554.mp4,The researches have proven that a child with a Deaf mentor often perform better. There is a research that studies two groups from Utah and Tennessee.,Positive
256555.mp4,The early intervention services for both groups had the same checklist.,Neutral
256656.mp4,Both locations had the same number of meetings; same occurences of home visits; same kind of school; and the same resources.,Neutral
256657.mp4,"Except for Utah group, the child had a Deaf mentor, while the group from Tennessee did not.",Neutral
256758.mp4,"The study noticed that the Deaf child from Utah resulted in better social, emotion and cognitive developments.",Positive
256859.mp4,It makes sense because the parents will learn from the Deaf mentor after including him/her in the family. The parents will start to realize how important it is to involve in the Deaf community.,Neutral
256860.mp4,Parents cannot simply rely on a Deaf mentor. They must do more such as being involved in the Deaf community.,Neutral
256961.mp4,Be friends with their child's friend's parents. It's important to be connected and they must collaborate with others.,Positive
257062.mp4,There is another research in Australia with the similar idea.,Neutral
257063.mp4,"There are two groups with same guidelines. One group has Deaf professionals being involved, while another group did not.",Neutral
257164.mp4,The parents of the group with Deaf professionals would get through the grief progress quicker and usually be able to move on quickly.,Neutral
257266.mp4,"So, the family must have a Deaf role model supporting them.",Positive
257367.mp4,"Therefore, overall, there's a missing link. If we change that, it will influence the deaf children to develop better.",Neutral
745937.mp4,Last week John arrived late.,Neutral
745928.mp4,I just arrived now.,Neutral
745929.mp4,I hope John arrives on time next week.,Positive
7459110.mp4,I got a B on last week's test.,Neutral
7459011.mp4,I'm studying this week for the test.,Neutral
7458912.mp4,I hope I pass the test next week.,Positive
7458813.mp4,I went shopping and spent two hundred dollars.,Neutral
7458714.mp4,This week I didn't save money.,Negative
7458615.mp4,I'm going out again next week to spend all my money.,Neutral
7458616.mp4,I already went out and saw the movie.,Neutral
7458517.mp4,"Tonight, I'm going to a movie.",Neutral
7458418.mp4,I'm going to the movies again next week.,Neutral
756517.mp4,Mary had a baby girl.,Neutral
756528.mp4,Mary and John will leave tomorrow.,Neutral
756529.mp4,I told him/her tomorrow it would rain.,Neutral
7565310.mp4,"Last year, we read a lot of books.",Neutral
7565411.mp4,I've been here all day; I want to leave.,Neutral
7565512.mp4,"Wow, his/her friend is a tall man.",Positive
7565513.mp4,I know he/she reads a lot of books.,Neutral
7565614.mp4,Maybe Mary will give birth to a big baby.,Neutral
7565915.mp4,Maybe tomorrow it will stop raining.,Neutral
7566016.mp4,"If it stops raining tomorrow, I will leave.",Neutral
7566017.mp4,I know that he/she finished reading the book.,Neutral
7566118.mp4,I don't want to read; I want to leave.,Neutral
7566219.mp4,I already announced that it will rain tomorrow.,Neutral
7566320.mp4,"Wow, he/she left fast.",Positive
7566321.mp4,Mary has many different friends.,Positive
7566422.mp4,He/She knows many different men.,Neutral
7566523.mp4,All the men left together.,Neutral
7566624.mp4,I know he/she leaves tomorrow.,Neutral
7566625.mp4,What did he/she decide?,Neutral
7566726.mp4,Maybe his/her car is here.,Neutral
7566827.mp4,He/She used to own a big boat.,Neutral
7566928.mp4,What did Mary's name used to be?,Neutral
7567029.mp4,What did the man tell him/her?,Neutral
7567030.mp4,Mary knows many different languages.,Neutral
7567131.mp4,We should leave together.,Neutral
7567232.mp4,Maybe the two of us can leave tomorrow.,Neutral
7567233.mp4,What did he/she decide to tell John?,Neutral
7567334.mp4,Mary used to live in Boston.,Neutral
7567435.mp4,Where was the man born? He was born in Chicago.,Neutral
7567436.mp4,Mary and that man leave tomorrow.,Neutral
7567537.mp4,My car is fancy and blue.,Neutral
7567638.mp4,His/Her father left.,Neutral
7567639.mp4,I already told them that I'm going out tomorrow.,Neutral
7567740.mp4,My father used to be tall but now he's short.,Neutral
7567841.mp4,My car is different now. It's small not big.,Neutral
7567842.mp4,The man decided he didn't want a big car; he prefers a small car.,Neutral
7567943.mp4,"I wasn't born here, I was born in a different country.",Neutral
7568044.mp4,The man decided to read a book tomorrow.,Neutral
7568045.mp4,Maybe John and Mary will decide to work together now.,Neutral
7568146.mp4,"Yesterday, it rained all day.",Neutral
7568247.mp4,It's raining. Would you prefer driving?,Neutral
7568248.mp4,Many children are born everyday.,Neutral
7568349.mp4,"I know, he/she already told me.",Neutral
7568450.mp4,What did John buy today? He bought a big poster.,Neutral
7568451.mp4,Did you know? the president arrived yesterday,Neutral
7568552.mp4,The president and his wife arrived together.,Neutral
7568653.mp4,"I used to see the president on TV, but in person, he looks different.",Neutral
7568754.mp4,"After the president leaves, I will talk with the reporters.",Neutral
7568755.mp4,"When the president leaves, I will talk with the reporter.",Neutral
7568856.mp4,"Wow, someone told me that the president might get fired.",Neutral
7568957.mp4,I want to go out now.,Neutral
7568958.mp4,I used to lie but now I tell the truth.,Positive
7569059.mp4,"Wow, it's raining now, whatever, I'm going out still.",Positive
7569160.mp4,Wow. There are so many big cakes of different kinds; do I have to pick one?,Positive
7569161.mp4,"I know I'm late, but I will be finished soon.",Neutral
7569262.mp4,Everyone knows that John left to drive to Maine.,Neutral
7569363.mp4,"Wow, that man knows George Clooney.",Positive
7569364.mp4,Now there is a big expensive house. It's really beautiful.,Positive
7569465.mp4,"Wow, that man recently bought something big, but I can't tell you what it is.",Positive
7569466.mp4,Pete loves driving; he has many different cars.,Positive
7569567.mp4,"I used to read the New York Times, but now I read the Boston Globe and wow it's different.",Positive
7569668.mp4,"I was born and raised in Boston. Now, I have lived here for many years.",Neutral
7569669.mp4,My friend told me she/he was born in Chicago.,Positive
7569770.mp4,Sue and Ben decided to move here to Boston. They arrived last year.,Neutral
7569871.mp4,I don't want to go out; it's raining now.,Neutral
7569872.mp4,Who was born in September? My brother and my father.,Neutral
5080307.mp4,John arrived yesterday.,Neutral
5080298.mp4,Mary owns many different cars.,Neutral
5080289.mp4,Mary knows it rained here yesterday.,Neutral
50802710.mp4,Mary bought a car yesterday.,Neutral
50802711.mp4,"Wow, Mary gave birth to a big baby.",Positive
50802612.mp4,Her car is here.,Neutral
50802513.mp4,My car is here.,Neutral
50802414.mp4,The man and the woman arrived here together.,Neutral
50802415.mp4,John tells Mary many lies.,Negative
50802316.mp4,What does Mary own a lot of?,Neutral
50802217.mp4,John reads many books.,Neutral
50802118.mp4,John has a different car.,Neutral
50802119.mp4,Mary has a different bike.,Neutral
50802020.mp4,John decided he would buy the car.,Neutral
50801921.mp4,Now Mary knows John.,Neutral
50801922.mp4,Maybe Mary will buy a car.,Neutral
50801823.mp4,What did John decide yesterday?,Neutral
50801724.mp4,What did John decide yesterday?,Neutral
50801625.mp4,"Yesterday, it rained four times.",Neutral
50801526.mp4,Mary decided to buy a new car.,Neutral
50801527.mp4,Now the two of us know who arrived yesterday.,Neutral
50801428.mp4,John came yesterday and left.,Neutral
50801329.mp4,Mary decided to tell John.,Neutral
50801330.mp4,Maybe John will move here.,Neutral
50801231.mp4,Maybe John will live here.,Neutral
50801132.mp4,"Mary's not here, she just left.",Neutral
50801133.mp4,Mary loves many men.,Positive
50801034.mp4,What did Mary find yesterday? She found a mouse.,Neutral
50800935.mp4,Mary has a good car now.,Positive
50800936.mp4,Mary used to teach but now she works online.,Neutral
50800837.mp4,"Mary enjoys acting, not reading.",Positive
50800738.mp4,Mary arrived late.,Neutral
50800639.mp4,John and Mary arrived together.,Neutral
50800640.mp4,Mary arrived in Chicago last week.,Neutral
3373547.mp4,"You are wrong. No, I prefer lox, I don`t like pineapple cream cheese.",Neutral
33733337.mp4,"You're wrong, that is not pineapple cream cheese. I prefer lox.",Negative
33733238.mp4,"No, I don't like pineapple cream cheese. I prefer lox.",Neutral
3373548.mp4,"No, I would not stop vomitting if I ate pineapple cream cheese. I prefer lox.",Neutral
3373539.mp4,"No, I wouldn't stop vomiting if I had pineapple cream cheese. Lox only is fine with me.",Positive
33735210.mp4,"No, not pineapple cream cheese. Lox is better for me, that's it.",Positive
33732942.mp4,I already know that there's pineapple cream cheese.,Neutral
33733139.mp4,I hope there's pineapple cream cheese.,Positive
33735111.mp4,I wish there was pineapple cream cheese.,Positive
33735112.mp4,I really do have pineapple cream cheese.,Neutral
33735013.mp4,I won't be thrilled if there's pineapple cream cheese.,Negative
33734914.mp4,"If all the students arrive on time, there won't be a test.",Neutral
33734815.mp4,"If you're arriving late, it's fine. I just have to call the restauarnt and postpone the reservation.",Neutral
33734816.mp4,"If all the students pass the test, then there will be no school tomorrow.",Neutral
33734717.mp4,"If my mom says I can go to the concert, I'll be thrilled.",Positive
33734618.mp4,I'm excited for when my friend and I go to the concert.,Positive
33734519.mp4,I will be thrilled if I see my friend tomorrow.,Positive
33734520.mp4,"I'm letting you know that the car is broken down, I used the the right key.",Negative
33734421.mp4,"No, I did use the right key. The car is broken.",Negative
33733140.mp4,"I'm serious, the car is broken. I tried the key but it isn't working.",Neutral
33734322.mp4,"No, I don't have a car.",Neutral
33734323.mp4,I don't have a car at all.,Neutral
33734224.mp4,"No, I don't have a car.",Neutral
33734125.mp4,"Nope, I don't have a car.",Neutral
33734026.mp4,"If it's snowing out, then school is cancelled.",Neutral
33733927.mp4,"If it's snowing outside a lot, will school be cancelled?",Neutral
33733928.mp4,When it snows out a lot school closes right?,Neutral
33733829.mp4,"If there's no snow outside, normally school will be open.",Neutral
33733730.mp4,If there's no snow outside then normally school isn't cancelled.,Neutral
33733731.mp4,If it stops snowing outside then school will reopen tomorrow.,Neutral
33733632.mp4,"If it snows tomorrow, then it's a guarantee that school will be closed.",Neutral
33733533.mp4,Who went out when it was raining?,Neutral
33733534.mp4,The teacher made the reading required for John so he had to read the book.,Neutral
33733435.mp4,The teacher didn't make the reading required. It's uncertain whether or not John will read the book now.,Neutral
33733336.mp4,The teacher didn't make the reading required so John didn't read.,Neutral
33733041.mp4,"If the teacher requires John to do it,  John will read the book.",Neutral
2388447.mp4,John broke the window?,Negative
2388438.mp4,"Did John break the window?  no, he broke the door.",Negative
2388429.mp4,"John didn't break the window, he cracked it.",Neutral
23884210.mp4,John didn't break the window Sally did.,Neutral
23884111.mp4,"No, Mary didn't stop rowing.",Neutral
23884012.mp4,"No, Mary didn't quit rowing.",Neutral
23883913.mp4,Mary never started rowing.,Neutral
23880659.mp4,France's king is bald.,Neutral
23883914.mp4,"France`s king is bald. No, that's not true.",Neutral
23883815.mp4,France has a king now?,Neutral
23883716.mp4,Is France's current king bald? No...,Neutral
23880660.mp4,"Is the king of France bald? No, France doesn't have a king now.",Neutral
23880561.mp4,Now France's king is bald.,Neutral
23883617.mp4,"Yes, he/she talks a lot.",Positive
23883618.mp4,Obama is from Philadelphia.,Neutral
23883519.mp4,"Obama isn't from Philadelphia, he's from Chicago.",Neutral
23883420.mp4,"No, he's not from Philadelphia.",Neutral
23883421.mp4,Bob doesn't know president Silber because he isn't the president anymore.,Neutral
23883322.mp4,You're going to the mall today? Can I join? My car has a flat.,Positive
23883223.mp4,"Does your car have a flat? No, it doesn't.",Neutral
23883124.mp4,"No, it didn't rain.",Neutral
23883025.mp4,"No, he/she did not come home.",Neutral
23882926.mp4,"In the event of no snow, my trip has to be cancelled.",Negative
23882927.mp4,"When there is no snow, my (starts signing ""trip"") ski trip will be cancelled.",Negative
23882828.mp4,"When there's no snow, my ski trip is cancelled.",Negative
23882729.mp4,"If there is no snow, my trip is cancelled.",Negative
23882730.mp4,If there is no snow I will cancel my ski trip.,Negative
23882631.mp4,"When it snows, school is cancelled.",Neutral
23882532.mp4,"When it snows, school is cancelled.",Neutral
23882533.mp4,"In event of snow, school is cancelled.",Neutral
23882434.mp4,"If it snows, school is cancelled.",Neutral
23882335.mp4,"If it snows, school is cancelled.",Neutral
23882236.mp4,"If it snows, school is cancelled.",Neutral
23882237.mp4,"When it snows, school isn't cancelled.",Neutral
23882138.mp4,"When it snows, school is not cancelled.",Neutral
23882039.mp4,"If it snows, school won't be cancelled.",Neutral
23882040.mp4,"In the event of snow, school is not cancelled.",Neutral
23881941.mp4,"If it snows, school still won't be cancelled.",Neutral
23881842.mp4,"If it snows, school is not cancelled.",Neutral
23881843.mp4,School will continue if it snows. It won't be cancelled.,Neutral
23881744.mp4,"No, when it does not snow, school will still be in session.",Neutral
23881645.mp4,"In the event of no snow, there is still school.",Neutral
23881646.mp4,"If there is no snow, school will continue.",Neutral
23881547.mp4,"If there is no snow, then school will continue.",Neutral
23881448.mp4,I stay home when it rains.,Neutral
23881349.mp4,I stay home when it rains.,Neutral
23881350.mp4,"When it happens to rain, I stay home.",Neutral
23881251.mp4,"If it's raining, I""m staying home.",Neutral
23881152.mp4,"If it's raining, I stay home.",Neutral
23881053.mp4,"If it's raining, I stay home.",Neutral
23881054.mp4,"When it's raining, I go out, I don't stay home.",Neutral
23880955.mp4,"When it rains, I'm not staying home, I'm going out.",Neutral
23880857.mp4,"When it rains, I still go out.",Neutral
23880758.mp4,If it's raining I'm still going outside.,Neutral
23880856.mp4,"If it's raining, I'm not going out.",Neutral
7028847.mp4,"Two plus one equals six. No, two plus one equals three.",Neutral
7028838.mp4,"Your family, specifically your parents, are important.",Neutral
7028829.mp4,"Just so you know, your fingerspelling is lousy.",Negative
70288210.mp4,What's the name of the city where BU is? Oh it's Boston?,Neutral
70288111.mp4,"What's the name of the city where BU is? Bustun? No, it's Boston.",Neutral
70288012.mp4,"No, I told her that it was fine.",Neutral
70287913.mp4,You said you wanted to punish him/her so go ahead don't dismiss it.,Negative
70287814.mp4,It's illegal to not have a tax.,Negative
70287815.mp4,You are breaking the rules if there is no tax.,Neutral
70287716.mp4,I am warm too.,Neutral
70287617.mp4,I'm tired.,Negative
70287518.mp4,I'm happy.,Positive
70287419.mp4,You don't want anything?,Neutral
70287420.mp4,You don't want anything?,Neutral
70287321.mp4,You don't want anything.,Neutral
70287222.mp4,Do you want anything?,Neutral
70287223.mp4,"I'll follow whatever, I don't care.",Negative
70287124.mp4,"I'll read anything, I don't care.",Negative
70287025.mp4,"No, I like anything, I don't care.",Neutral
70286926.mp4,"No, I can't believe he/she is guilty.",Negative
70286827.mp4,I can't believe he/she is not guilty. I thought he/she was guilty.,Neutral
70286728.mp4,I can't believe John didn't buy the turkey.,Neutral
70286729.mp4,I can't believe it's not raining. I'm surprised.,Neutral
70286630.mp4,I can't believe there has not been a decision yet.,Neutral
70286531.mp4,"I doubt that the two of them have decided what to do yet, and I'm confused by that.",Negative
70286532.mp4,I think Obama will win again.,Positive
9799997.mp4,It's not raining outside right now.,Neutral
9799988.mp4,It hasn't rained recently.,Neutral
9799979.mp4,It's raining so much. Wow.,Positive
97999710.mp4,"Is it raining outside? No, because the temperature dropped, it's snowing.",Neutral
97999611.mp4,"It's not raining outside. Oh,wait a minute.",Neutral
97999512.mp4,"No, I didn't go.",Neutral
97999413.mp4,It wasn't me who started to open the can.,Neutral
97999314.mp4,The boy arrived home.,Neutral
97999315.mp4,John didn't buy the turkey.,Neutral
97999216.mp4,John broke the window.,Negative
97999117.mp4,He/She isn't guilty.,Neutral
97999018.mp4,I'm not tired.,Positive
97998919.mp4,I am very unhappy.,Negative
97998920.mp4,I'm not happy.,Negative
97998821.mp4,I don't want anything.,Neutral
97998722.mp4,He/She doesn't want anything?,Neutral
97998723.mp4,I doubt that he/she wants anything.,Negative
97998624.mp4,He/she doesn't want anything? I doubt that. I think he/she wants something.,Negative
97998525.mp4,He/She really feels nothing?,Neutral
97998426.mp4,The boy never goes home.,Neutral
97998327.mp4,Go home!,Neutral
97998228.mp4,The box is small.,Neutral
97998229.mp4,The box is not small.,Neutral
97998130.mp4,The box isn't small it's large.,Neutral
97998031.mp4,"The box isn't small, it's tiny.",Neutral
97998032.mp4,The box is really big.,Neutral
97997933.mp4,"The box is really big, it's not small.",Neutral
97997834.mp4,My pay increased a little bit.,Neutral
97997735.mp4,I start off warm and then later I get really hot.,Neutral
97997736.mp4,"I'm not warm, I'm hot.",Neutral
97997637.mp4,"I am not warm, I am cold!",Neutral
97997538.mp4,"No, I'm not happy.",Negative
97997539.mp4,"I'm not happy, I'm sad.",Neutral
97997440.mp4,"Wow, I'm really tired.",Neutral
97997341.mp4,I'm not skilled.,Neutral
97997342.mp4,"Did I say John? Oh, I made that up. I meant James.",Neutral
97997243.mp4,"His name is not John...Wow, it's awful.",Positive
97997144.mp4,John didn't buy the turkey.,Neutral
97997045.mp4,"John didn't buy the turkey, James did.",Neutral
97997046.mp4,"John didn't break the window, James did.",Neutral
97996947.mp4,"John didn't break the window, Sally did.",Neutral
97996848.mp4,I automatically keep information in the back of my mind.,Neutral
97996849.mp4,It doesn't matter to me. I like anything.,Positive
97996750.mp4,That dog isn't mine.,Neutral
97996651.mp4,Mary stopped rowing. She's not going to do it any more.,Neutral
97996552.mp4,"No, he/she didn't stop.",Neutral
97996453.mp4,"Did Mary stop rowing? No, she's never rowed until now.",Neutral
97996454.mp4,"Did John read that book? No, he never started it.",Neutral
97996355.mp4,I'm not.,Neutral
97996256.mp4,"I didn't see the accident, I was asleep.",Positive
97996257.mp4,John didn't see me.,Neutral
97996158.mp4,I didn't wash my clothes.,Neutral
97996059.mp4,He/She didn't finish because he/she was laying around.,Neutral
97967.mp4,I can never find an umbrella when it rains.,Neutral
97958.mp4,There is always a pop quiz on the days I choose not to study.,Neutral
97959.mp4,If it happens to rain I won't have an umbrella.,Neutral
979410.mp4,"When I don't study, there is always a pop quiz.",Neutral
979311.mp4,"If I don't study, I will fail.",Negative
979212.mp4,"If I don't study, I will fail.",Negative
979213.mp4,"If I don't study, I will fail.",Negative
979114.mp4,Why didn't you buy car insurance?,Neutral
979015.mp4,"He/She will buy flowers for you, for sure.",Neutral
978916.mp4,He/She will for sure give him/her flowers.,Neutral
978817.mp4,Where do we go if there's an emergency?,Negative
978818.mp4,Who bought the flowers?,Neutral
978719.mp4,Who bought the flowers?,Neutral
978620.mp4,"Even if you make only one tiny mistake, it will be tossed out.",Negative
978521.mp4,I don't even have one dollar.,Neutral
978522.mp4,I don't have any money.,Neutral
978423.mp4,"If I don't have any money, I go to my aunt's house and eat there.",Neutral
978324.mp4,"If I don't read, I will be bored.",Neutral
978225.mp4,"Near the end of the semester, I cannot socialize as much.",Neutral
978126.mp4,What is that for?,Neutral
978027.mp4,"If John did that to me, we would have broken it off a long time ago.",Negative
977928.mp4,John has been treating Mary awfully and I just want her to break up with him.,Neutral
977929.mp4,"If you win the lottery, will you go to Jamaica?",Positive
4038707.mp4,"If you study consistently, you will ace the class.",Neutral
4038698.mp4,The train may be late if it's raining.,Neutral
4038689.mp4,If there is warm weather then there won't be snow.,Neutral
40386710.mp4,"If you work hard, the boss will like you.",Neutral
40386611.mp4,"If mom comes, I have to clean the house.",Positive
40386512.mp4,If you plan ahead of time you can save money.,Positive
40386513.mp4,Do you like work?,Positive
40386414.mp4,Do you like class?,Positive
40386315.mp4,Are you going to school tomorrow?,Neutral
40386216.mp4,Do you have class tomorrow?,Neutral
40386117.mp4,Are you watching the football game?,Neutral
40386018.mp4,Are you hot or cold?,Neutral
40386019.mp4,Who does he/she like?,Positive
7578507.mp4,Farms like the hot summers because it's easy to grow big vegetables.,Positive
7578498.mp4,"Sorry, the black shoes are gone.",Neutral
7578489.mp4,I like Land O' Lakes butter.,Positive
75784810.mp4,"I'm sorry, you have to wait. Sit over there.",Neutral
75784711.mp4,John and Mary have a strange bike. Two people can ride on it.,Neutral
75784612.mp4,I used to lie but I don't anymore. I regret lying.,Negative
75784513.mp4,My nephew has strange shoes that have red blinking lights.,Neutral
75784414.mp4,The name of the farm is Roberts Ranch.,Neutral
75784415.mp4,"On hot summer days, Mary loves drinking lemonade.",Positive
75784316.mp4,John doesn't have special biking shoes.,Neutral
75784217.mp4,The doctor told me that Mom was acting strange and that she better go to the hospital and stay overnight.,Neutral
75784118.mp4,Does the library lend out magazines?,Neutral
75784019.mp4,Yesterday I was on the bus and a strange man sat next to me and started talking. I just stared at him.,Neutral
75784020.mp4,"Next week, Paul will be very busy. He works as an interpreter all day and takes night classes.",Neutral
75783921.mp4,Mary likes margarine but she doesn't like butter.,Neutral
75783822.mp4,"Sorry, the store doesn't sell funny books.",Negative
75783723.mp4,I told Dan that when he inteprets he has to stand; he can't sit.,Neutral
75783724.mp4,John is a really good liar. I fell for everything he said. I'm sick of him.,Negative
75783625.mp4,It's weird because Mary told me she would be home around midnight but I think she won't get home until three in the morning.,Neutral
75783526.mp4,Is today a good day?,Positive
75783427.mp4,My son told me that he prefers black pants.,Neutral
75783328.mp4,Mary goes to the farm to buy fresh butter.,Neutral
75783329.mp4,"I didn't know that I was not allowed to sit on the table, I'm sorry.",Neutral
75783230.mp4,"If an interpreter comes, it will be a strange situation.",Neutral
75783131.mp4,Are you going to interpret tomorrow at the library?,Neutral
75783032.mp4,Paul told me he can't interpret because his car broke down.,Negative
75783033.mp4,My brother works nights.,Neutral
1194707.mp4,"Stop lying, it's not funny. Where's mom?",Negative
1194698.mp4,I want butter.,Neutral
1194689.mp4,I want that black book.,Neutral
11946810.mp4,Father watched the boy smirk and it didn't seem like the boy was sorry.,Negative
11946711.mp4,Mother is deaf and sometimes her daughter interprets for her.,Neutral
11946612.mp4,"Sorry, the library doesn't let you borrow magazines. You have to stay here and read them.",Neutral
11946513.mp4,The black bike is better but the red bike is cheaper.,Neutral
11946414.mp4,"If it's cold, my mom won't go out.",Neutral
11946415.mp4,Mother suspected that the boy was lying.,Negative
11946316.mp4,The teacher didn't tell me class was cancelled so I went and sat there waiting for about twenty minutes.,Neutral
11946217.mp4,Mary likes red shoes.,Positive
11946118.mp4,"Now that it's cold, I need better shoes.",Positive
11946119.mp4,Do you want to go out and buy shoes?,Neutral
11946020.mp4,Was the movie Election any good? Is it funny?,Positive
11945921.mp4,"That movie, Election, is weird but it's funny.",Positive
11945922.mp4,John works nights.,Neutral
11945823.mp4,My son wants to be an interpreter.,Neutral
11945724.mp4,"If I have a baby, I want an Irish name but the father wants a French name.",Neutral
11945625.mp4,"If I have a baby, I want to give it an Irish name but the father wants to give it an Italian name.",Neutral
11945626.mp4,I sat and worked all day.,Neutral
11945527.mp4,The mother and the boy are both going to the library.,Neutral
11945428.mp4,Mary is funny. She really wants an ugly dog.,Neutral
5886737.mp4,John works at the library.,Neutral
5886728.mp4,"Joe is a good interpreter, but he isn't proficient.",Neutral
5886719.mp4,Do you want butter?,Neutral
58867010.mp4,The boy's bike crashed and he fell off.,Neutral
58866911.mp4,Wearing black clothes in the summer will make you hot.,Neutral
58866812.mp4,"When it's cold outside, I love drinking hot chocolate.",Positive
58866813.mp4,"If it's hot out, John will go to the library and read a magazine because there is air conditioning in the library.",Neutral
58866714.mp4,The library has a lot of magazines.,Neutral
58866615.mp4,Bob works at the bike store.,Neutral
58866516.mp4,John is going to the library to read a good book.,Positive
58866417.mp4,"If you are going to interpret, you must wear black clothes.",Neutral
58866318.mp4,Good night,Positive
58866319.mp4,I like that boy. He's funny.,Positive
