video_name,caption,compound_score,emotion
7980898.mp4,I missed last months rent so now I have to pay double.,-0.3818,Somewhat Negative
7980799.mp4,Bad weather is coming to Boston because the city is close to the ocean.,-0.5423,Negative
79797114.mp4,My friend wants to buy a plaid shrit because his friend invited him to a costume party.,0.8442,Extremely Positive
79792122.mp4,My friend just crashed a party because he recently finished his last exam.,0.7096,Positive
79791123.mp4,My friend went ahead and hosted a pizza dinner because he loves pizza.,0.7845,Extremely Positive
5873528.mp4,There's always a pop quiz when I neglect my studying.,-0.4588,Negative
58734811.mp4,"When I don't study, I am guaranteed to fail.",-0.5423,Negative
58734712.mp4,"If I don't study, I am guaranteed to fail.",-0.5423,Negative
58734613.mp4,"If I don't study, I am guaranteed to fail.",-0.5423,Negative
58734317.mp4,"If there's an emergency, where will you go?",-0.3818,Somewhat Negative
58734020.mp4,"If you spell even one word wrong, he will take away points for it!",-0.5255,Negative
58733526.mp4,"If John did that to me, I won't be friends with him anymore.",-0.3724,Somewhat Negative
17077.mp4,The weather is lousy today.,-0.5423,Negative
171111.mp4,The weather is beautiful today.,0.5994,Positive
171820.mp4,"My dad likes pineapple cream cheese, like me.",0.6486,Positive
172022.mp4,I love lox cream cheese.,0.6369,Positive
172529.mp4,"Dad likes chocolate cereal, like me.",0.6486,Positive
172630.mp4,"No no no, I hate chocolate cereal.",-0.4238,Negative
172732.mp4,I can't believe the car broke!,-0.4753,Negative
173036.mp4,The car really broke down.,-0.4754,Negative
173340.mp4,"Our cousin, John, broke the truck.",-0.4215,Negative
173441.mp4,"No, John didn't break the truck, Mary broke the truck.",-0.4215,Negative
173442.mp4,The car is really broken!,-0.5697,Negative
173543.mp4,"John didn't break the truck, he actually destroyed the car.",-0.4939,Negative
173745.mp4,The car broke down.,-0.4215,Negative
173949.mp4,"If Mary's car broke down, John would have to take her to work.",-0.4215,Negative
174050.mp4,"Since Mary's car broke, John has been taking her to work.",-0.4215,Negative
840018.mp4,"No, it`s beautiful outside! The sun`s shining and it`s warm and beautiful!",0.8829,Extremely Positive
8399614.mp4,I thought it was terribly boring.,-0.7096,Negative
8398627.mp4,"No, no one has found the umbrella, it's still missing.",-0.5267,Negative
8398331.mp4,"What? No, right now we're in an economic crisis.",-0.6249,Negative
8397936.mp4,Pete loves computers; he has three set up one next to the other at home!,0.6114,Positive
8397838.mp4,"American Airlines isn't that expensive, but if it was, then I'd be stuck because it's the only airline that flies between Boston and Florida.",-0.3612,Somewhat Negative
8397050.mp4,Who fell in love with Bill?,0.6369,Positive
8396754.mp4,Why is father upset?,-0.3818,Somewhat Negative
8396064.mp4,Your mom will love the gift you just bought for her.,0.7964,Extremely Positive
8395966.mp4,"The man who broke into a house in Newton is probably the same person who broke into a house in Brookline,",-0.6808,Negative
8395867.mp4,"Wow, that coat you just bought looks warm!",0.7177,Positive
8395670.mp4,That student who was on the quiz show didn't win.,-0.4717,Negative
8395473.mp4,Jim threatened to sue the man who punched him.,-0.4588,Negative
338228.mp4,If John stays home it probably means he's sick.,-0.5106,Negative
3382011.mp4,"If Mary gets home late, John will probably be upset.",-0.3818,Somewhat Negative
3381912.mp4,"If the people I invited show up late, they will regret it.",-0.4215,Negative
3381715.mp4,"If you want to know, if John wins he will get a teddy bear.",0.6124,Positive
3380826.mp4,"If my sister neglects her homework, she won't succeed in school.",-0.703,Negative
3380727.mp4,"If my sister neglects her homework, she won't succeed in school.",-0.703,Negative
3380433.mp4,"If John eats spinach, he will get sick.",-0.5106,Negative
3380334.mp4,"If John eats spinach, he will get nauseous and sick.",-0.5106,Negative
3379644.mp4,"If you order pizza here, I guarantee it will be delicious.",0.6908,Positive
3379053.mp4,"If the student wins an award, he will get a $100 gift card.",0.8779,Extremely Positive
3378954.mp4,The student who won the award will get a $100 voucher.,0.802,Extremely Positive
3378363.mp4,"I would read this book, but it's boring.",-0.4497,Negative
3378264.mp4,I would've read the book but the beginning was boring.,-0.4497,Negative
8841.mp4,That picture you gave me was beautiful.,0.5994,Positive
6814.mp4,The sandwich I just ate was delicious!,0.6114,Positive
7119.mp4,"If you like chocolate, you will love this cake.",0.7717,Extremely Positive
7321.mp4,"If the president is elected again, my father will be upset.",-0.3818,Somewhat Negative
7422.mp4,"If I forget to go to the store, my mother will be upset.",-0.5423,Negative
8436.mp4,"When he struggled a lot in school, he became depressed.",-0.6908,Negative
8638.mp4,"If I'm working and my computer crashes, I will panic.",-0.5106,Negative
9956.mp4,Which vegetable do the kids love?,0.6369,Positive
362.mp4,Why is the teacher upset?,-0.3818,Somewhat Negative
1372.mp4,Boston is a great city.,0.6249,Positive
1575.mp4,I love my new car.,0.6369,Positive
1677.mp4,That dress is not my favorite.,-0.357,Somewhat Negative
2590.mp4,My friend is thrilled because he won the lottery.,0.8689,Extremely Positive
3098.mp4,My best friend visited Boston yesterday.,0.8126,Extremely Positive
32100.mp4,Wow! That watch costs three thousand dollars!,0.658,Positive
24363254.mp4,The growth of signing went in one direction; the growth of speaking went in another.,0.6369,Positive
24480520.mp4,"Deaf people made progress with the growth of signing.  The progress could have been greater, but it wasn't permitted.",0.6542,Positive
29052074.mp4,"Often because judgments come from the audio-oral perspective, the sensory politics results in judgments of broken sounds and harsh noises, This needs to be improved.",-0.4404,Negative
64778101.mp4,"When on the phone the person may perceive who they're talking to as being tall, smart, good looking and nice. They agree to meet the person the next day near the train and hang up",0.872,Extremely Positive
65086412.mp4,John's voice was a good match to the character he played. His character in the movie was that of a swashbuckler.,0.6486,Positive
65174582.mp4,"People who watch silent films can't hear it but can imagine a strong, heavy baritone voice from that swashbuckler character.",0.6652,Positive
66058307.mp4,"and even worse, whose is the voice that you're associating with a persona.",-0.4767,Negative
31660612.mp4,Mother is now ill.,-0.4215,Negative
31660216.mp4,Bad weather is coming to Boston now.,-0.5423,Negative
31659327.mp4,I love fireworks.,0.6369,Positive
31658341.mp4,My friend crashed the party last night.,0.7096,Positive
31657848.mp4,Is Mother sick?,-0.5106,Negative
31657650.mp4,"Your aunt makes the best blueberry pie, right?",0.6369,Positive
31657453.mp4,Is there bad weather in Boston now?,-0.5423,Negative
31656468.mp4,Striped shirts are cool because they look good on me.,0.6369,Positive
31655777.mp4,Is it fine if my friend crashes the party?,0.7717,Extremely Positive
31655778.mp4,Bob sent his wife a love letter because it is their wedding anniversary soon.,0.6369,Positive
31655481.mp4,Bob loves reading books because he likes using his imagination.,0.7579,Extremely Positive
31655186.mp4,I have to pay double the rent because I missed the last one.,-0.3818,Somewhat Negative
31655087.mp4,Bad weather is in Boston because the ocean is near.,-0.5423,Negative
31655088.mp4,My family vacations every year in Florida because they love the sun.,0.6369,Positive
36918922.mp4,I bought a gift for my mom. She will love it!,0.8122,Extremely Positive
1470684.mp4,The cat the neighbors found is really hungry. Wow.,0.6222,Positive
35420258.mp4,"A student went on a quiz TV show, but he didn`t win.",0.7351,Positive
79664536.mp4,Jim assaulted a man and now the man is threatening to sue Jim.,-0.7783,Extremely Negative
69413690.mp4,Last night I rented an awful movie.,-0.4588,Negative
5989857.mp4,I read the article written for the Boston Globe. I think it was great!,0.6588,Positive
