video_name,caption,sentiment
83664512.mp4,"I was like, “Oh, wow, that`s fine.” He wanted to transfer to Rochester because he wanted to work at RIT too.",POSITIVE
83719008.mp4,"So, the family in fact move here, and I took the opportunity to move in and live with my family at the new house in Rochester.",POSITIVE
83757971.mp4,"Since then, I have lived there for around almost three years.",NEUTRAL
83875522.mp4,"I graduated recently, so that`s means I`ll be looking for a job, probably I`ll move away, so I won't have lived there for seven years.   Now, I`m wondering from now on with the new job does that mean I might be moving around again for the next seven years or less?   So I`m wondering, let`s see, oh well.",NEUTRAL
45035462.mp4,Traduzione non trovata,NEUTRAL
45107545.mp4,Traduzione non trovata,NEUTRAL
45239274.mp4,Traduzione non trovata,NEUTRAL
45404906.mp4,Traduzione non trovata,NEUTRAL
25317.mp4,I will talk about the early invention field and how hospitals deal with informing the parents when the child is Deaf.,NEUTRAL
25328.mp4,There are so many things that are wrong with the system.,NEGATIVE
25339.mp4,"I will list some. For example, the power of language in hospitals.",NEUTRAL
253410.mp4,"Not just in the hospitals, but in general.",NEUTRAL
253411.mp4,There is one interesting study. What the study did they grouped people together and have them watch a video clip of car accident.,NEUTRAL
253512.mp4,Then they regathered the groups a week later and asked them some questions.,NEUTRAL
253613.mp4,"For example, they used different words for each group while asking them the questions.",NEUTRAL
253714.mp4,One group would use the word HIT; other group uses SMASHED; and another group uses COLLIDED. I think there are four or five different words/groups.,NEUTRAL
253715.mp4,Then they would ask the HIT group about the car and whether if the glass was broken.,NEGATIVE
255438.mp4,Or they will ask another group SMASHED about the car and whether if the glass was broken.,NEGATIVE
253816.mp4,Or ask the COLLIDED group about the car and if the glass was broken?,NEGATIVE
253917.mp4,"Ask another group, the CRASHED group about the car and whether if the glass is broken.",NEGATIVE
254018.mp4,"Similarly, the study asks them how fast were the cars going before they crashed into each other.",NEUTRAL
255439.mp4,"So, for the HIT group, they asked them how fast were the cars going before they HIT?",NEUTRAL
255540.mp4,Ask the next group how fast were the cars going before they COLLIDED.,NEUTRAL
254019.mp4,The study notices how the HIT group thinks that the glass wasn't broken at all.,POSITIVE
255641.mp4,"The car was going around 20 mph when it smashed. The SMASHED group said they think the car's glass was broken and it was going around 60 mph. But, actually, the glass wasn't broken at all.",NEUTRAL
254120.mp4,Car was going only twenty to thirty MPH. It shows how the language influences individuals' answers even though they all were watching the same video clip.,NEUTRAL
254221.mp4,That's how powerful the language is.,POSITIVE
254222.mp4,"We will be talking about early intervention now. When parents gives a birth to a baby, the baby would go to a hearing screening.",NEUTRAL
254323.mp4,The screening shows that the baby is deaf.,NEUTRAL
254424.mp4,"The first thing the doctor and nurse would say to the parents would be ""I am sorry."" It's an automatic negative. ""I am sorry that your child is Deaf"".",NEGATIVE
254525.mp4,"Of course the parents would be scared. ""I am sorry"" is never a good thing.",NEGATIVE
254626.mp4,Then they would refer the parents to the early intervention professionals.,NEUTRAL
254627.mp4,"The meeting will include a specialist, audiologist, doctor, nurse, counselor, and social worker. There are seven specialists for only two parents. Wow.",POSITIVE
254728.mp4,"It is very intimidating. There will be seven professionals informing the two parents that their child seem to be sick or have the ""cancer"".",NEGATIVE
257368.mp4,"They often use the word ""diagnosis"" It's very negative and it's used for more negative references, such as sickness or cancer. Or maybe terminal illness.",NEGATIVE
255742.mp4,"While for the deaf babies, they are not any of them.",NEUTRAL
254829.mp4,"Why don't they use a word like ""identified"" as in ""I've identified this child deaf""? Now it does not seem bad at all.",POSITIVE
254830.mp4,Now parents often would start considering discussing with the hospital for the early intervention. But the word makes it seems like they are intervening.,POSITIVE
254931.mp4,"""Intervention"" implies the need of intervening such as an intervention for drug addicts, stopping something from happening, or when a kid is not behaving well.",NEGATIVE
255032.mp4,It seems like the hospital needed to intervene because the parents were doing lousy job with their child.,NEUTRAL
255033.mp4,"The baby is just deaf. It's not their fault, they're doing perfectly fine.",POSITIVE
255134.mp4,"Why don't we use ""early involvement"", which means involving the parents by sharing the resources and working together; and not intervening them.",POSITIVE
255235.mp4,"Thirdly, the hospital often will discuss about the communication options.",NEUTRAL
255236.mp4,"It seems that parents must choose one between oralism, cochlear implant, sign language or cued-speech. They can't pick all of the options.",NEUTRAL
255337.mp4,"They really can do all of the options. One family can choose to use sign language, and if another family wants to use speech, that's fine.",NEUTRAL
255743.mp4,It's important that the child signs. Hospitals don't use 'communication opportunities' as their word choices.,NEUTRAL
255844.mp4,That makes it to seem like an opportunity to do more than one.,POSITIVE
255945.mp4,"The doctors often would say ""We should discuss the grief progress. Here's the social worker and counselor, they will help you to nagivate the grief progress.""",NEUTRAL
255946.mp4,The parents might will perceive this as something they should to be upset about.,NEGATIVE
256047.mp4,Why don't we discuss it as the journey through experience?,NEUTRAL
256148.mp4,It would turn into a positive thing.,POSITIVE
256149.mp4,Often in the meeting; all people in the room are hearing except for the baby.,NEUTRAL
256250.mp4,We should bring in the Deaf mentor to meet the parents.,NEUTRAL
256351.mp4,A Deaf role model who has been trained can show the parents that he/she is perfectly fine.,POSITIVE
256352.mp4,He/she can read and write. He/she can communicate. He/she can work. He/she has an education. There's a long list of that and he/she is perfectly fine.,POSITIVE
256453.mp4,"The parents will realize and embraces the situation more calmly. Without a Deaf role model, we are missing the link of connection between the parents and the Deaf person.",NEUTRAL
256554.mp4,The researches have proven that a child with a Deaf mentor often perform better. There is a research that studies two groups from Utah and Tennessee.,POSITIVE
256555.mp4,The early intervention services for both groups had the same checklist.,NEUTRAL
256656.mp4,Both locations had the same number of meetings; same occurences of home visits; same kind of school; and the same resources.,NEUTRAL
256657.mp4,"Except for Utah group, the child had a Deaf mentor, while the group from Tennessee did not.",NEUTRAL
256758.mp4,"The study noticed that the Deaf child from Utah resulted in better social, emotion and cognitive developments.",POSITIVE
256859.mp4,It makes sense because the parents will learn from the Deaf mentor after including him/her in the family. The parents will start to realize how important it is to involve in the Deaf community.,NEUTRAL
256860.mp4,Parents cannot simply rely on a Deaf mentor. They must do more such as being involved in the Deaf community.,NEUTRAL
256961.mp4,Be friends with their child's friend's parents. It's important to be connected and they must collaborate with others.,POSITIVE
257062.mp4,There is another research in Australia with the similar idea.,NEUTRAL
257063.mp4,"There are two groups with same guidelines. One group has Deaf professionals being involved, while another group did not.",NEUTRAL
257164.mp4,The parents of the group with Deaf professionals would get through the grief progress quicker and usually be able to move on quickly.,NEUTRAL
257265.mp4,"When a deaf child does not have a Deaf mentor, the family will continue to be disappointed and their grief will last longer.",NEGATIVE
257266.mp4,"So, the family must have a Deaf role model supporting them.",POSITIVE
257367.mp4,"Therefore, overall, there's a missing link. If we change that, it will influence the deaf children to develop better.",NEUTRAL
745937.mp4,Last week John arrived late.,NEUTRAL
745928.mp4,I just arrived now.,NEUTRAL
745929.mp4,I hope John arrives on time next week.,POSITIVE
7459110.mp4,I got a B on last week's test.,NEUTRAL
7459011.mp4,I'm studying this week for the test.,NEUTRAL
7458912.mp4,I hope I pass the test next week.,POSITIVE
7458813.mp4,I went shopping and spent two hundred dollars.,NEUTRAL
7458714.mp4,This week I didn't save money.,NEGATIVE
7458615.mp4,I'm going out again next week to spend all my money.,NEUTRAL
7458616.mp4,I already went out and saw the movie.,NEUTRAL
7458517.mp4,"Tonight, I'm going to a movie.",NEUTRAL
7458418.mp4,I'm going to the movies again next week.,NEUTRAL
756517.mp4,Mary had a baby girl.,NEUTRAL
756528.mp4,Mary and John will leave tomorrow.,NEUTRAL
756529.mp4,I told him/her tomorrow it would rain.,NEUTRAL
7565310.mp4,"Last year, we read a lot of books.",NEUTRAL
7565411.mp4,I've been here all day; I want to leave.,NEUTRAL
7565512.mp4,"Wow, his/her friend is a tall man.",POSITIVE
7565513.mp4,I know he/she reads a lot of books.,NEUTRAL
7565614.mp4,Maybe Mary will give birth to a big baby.,NEUTRAL
7565915.mp4,Maybe tomorrow it will stop raining.,NEUTRAL
7566016.mp4,"If it stops raining tomorrow, I will leave.",NEUTRAL
7566017.mp4,I know that he/she finished reading the book.,NEUTRAL
7566118.mp4,I don't want to read; I want to leave.,NEUTRAL
7566219.mp4,I already announced that it will rain tomorrow.,NEUTRAL
7566320.mp4,"Wow, he/she left fast.",POSITIVE
7566321.mp4,Mary has many different friends.,POSITIVE
7566422.mp4,He/She knows many different men.,NEUTRAL
7566523.mp4,All the men left together.,NEUTRAL
7566624.mp4,I know he/she leaves tomorrow.,NEUTRAL
7566625.mp4,What did he/she decide?,NEUTRAL
7566726.mp4,Maybe his/her car is here.,NEUTRAL
7566827.mp4,He/She used to own a big boat.,NEUTRAL
7566928.mp4,What did Mary's name used to be?,NEUTRAL
7567029.mp4,What did the man tell him/her?,NEUTRAL
7567030.mp4,Mary knows many different languages.,NEUTRAL
7567131.mp4,We should leave together.,NEUTRAL
7567232.mp4,Maybe the two of us can leave tomorrow.,NEUTRAL
7567233.mp4,What did he/she decide to tell John?,NEUTRAL
7567334.mp4,Mary used to live in Boston.,NEUTRAL
7567435.mp4,Where was the man born? He was born in Chicago.,NEUTRAL
7567436.mp4,Mary and that man leave tomorrow.,NEUTRAL
7567537.mp4,My car is fancy and blue.,NEUTRAL
7567638.mp4,His/Her father left.,NEUTRAL
7567639.mp4,I already told them that I'm going out tomorrow.,NEUTRAL
7567740.mp4,My father used to be tall but now he's short.,NEUTRAL
7567841.mp4,My car is different now. It's small not big.,NEUTRAL
7567842.mp4,The man decided he didn't want a big car; he prefers a small car.,NEUTRAL
7567943.mp4,"I wasn't born here, I was born in a different country.",NEUTRAL
7568044.mp4,The man decided to read a book tomorrow.,NEUTRAL
7568045.mp4,Maybe John and Mary will decide to work together now.,NEUTRAL
7568146.mp4,"Yesterday, it rained all day.",NEUTRAL
7568247.mp4,It's raining. Would you prefer driving?,NEUTRAL
7568248.mp4,Many children are born everyday.,NEUTRAL
7568349.mp4,"I know, he/she already told me.",NEUTRAL
7568450.mp4,What did John buy today? He bought a big poster.,NEUTRAL
7568451.mp4,Did you know? the president arrived yesterday,NEUTRAL
7568552.mp4,The president and his wife arrived together.,NEUTRAL
7568653.mp4,"I used to see the president on TV, but in person, he looks different.",NEUTRAL
7568754.mp4,"After the president leaves, I will talk with the reporters.",NEUTRAL
7568755.mp4,"When the president leaves, I will talk with the reporter.",NEUTRAL
7568856.mp4,"Wow, someone told me that the president might get fired.",NEUTRAL
7568957.mp4,I want to go out now.,NEUTRAL
7568958.mp4,I used to lie but now I tell the truth.,POSITIVE
7569059.mp4,"Wow, it's raining now, whatever, I'm going out still.",POSITIVE
7569160.mp4,Wow. There are so many big cakes of different kinds; do I have to pick one?,POSITIVE
7569161.mp4,"I know I'm late, but I will be finished soon.",NEUTRAL
7569262.mp4,Everyone knows that John left to drive to Maine.,NEUTRAL
7569363.mp4,"Wow, that man knows George Clooney.",POSITIVE
7569364.mp4,Now there is a big expensive house. It's really beautiful.,POSITIVE
7569465.mp4,"Wow, that man recently bought something big, but I can't tell you what it is.",POSITIVE
7569466.mp4,Pete loves driving; he has many different cars.,POSITIVE
7569567.mp4,"I used to read the New York Times, but now I read the Boston Globe and wow it's different.",POSITIVE
7569668.mp4,"I was born and raised in Boston. Now, I have lived here for many years.",NEUTRAL
7569669.mp4,My friend told me she/he was born in Chicago.,POSITIVE
7569770.mp4,Sue and Ben decided to move here to Boston. They arrived last year.,NEUTRAL
7569871.mp4,I don't want to go out; it's raining now.,NEUTRAL
7569872.mp4,Who was born in September? My brother and my father.,NEUTRAL
5080307.mp4,John arrived yesterday.,NEUTRAL
5080298.mp4,Mary owns many different cars.,NEUTRAL
5080289.mp4,Mary knows it rained here yesterday.,NEUTRAL
50802710.mp4,Mary bought a car yesterday.,NEUTRAL
50802711.mp4,"Wow, Mary gave birth to a big baby.",POSITIVE
50802612.mp4,Her car is here.,NEUTRAL
50802513.mp4,My car is here.,NEUTRAL
50802414.mp4,The man and the woman arrived here together.,NEUTRAL
50802415.mp4,John tells Mary many lies.,NEGATIVE
50802316.mp4,What does Mary own a lot of?,NEUTRAL
50802217.mp4,John reads many books.,NEUTRAL
50802118.mp4,John has a different car.,NEUTRAL
50802119.mp4,Mary has a different bike.,NEUTRAL
50802020.mp4,John decided he would buy the car.,NEUTRAL
50801921.mp4,Now Mary knows John.,NEUTRAL
50801922.mp4,Maybe Mary will buy a car.,NEUTRAL
50801823.mp4,What did John decide yesterday?,NEUTRAL
50801724.mp4,What did John decide yesterday?,NEUTRAL
50801625.mp4,"Yesterday, it rained four times.",NEUTRAL
50801526.mp4,Mary decided to buy a new car.,NEUTRAL
50801527.mp4,Now the two of us know who arrived yesterday.,NEUTRAL
50801428.mp4,John came yesterday and left.,NEUTRAL
50801329.mp4,Mary decided to tell John.,NEUTRAL
50801330.mp4,Maybe John will move here.,NEUTRAL
50801231.mp4,Maybe John will live here.,NEUTRAL
50801132.mp4,"Mary's not here, she just left.",NEUTRAL
50801133.mp4,Mary loves many men.,POSITIVE
50801034.mp4,What did Mary find yesterday? She found a mouse.,NEUTRAL
50800935.mp4,Mary has a good car now.,POSITIVE
50800936.mp4,Mary used to teach but now she works online.,NEUTRAL
50800837.mp4,"Mary enjoys acting, not reading.",POSITIVE
50800738.mp4,Mary arrived late.,NEUTRAL
50800639.mp4,John and Mary arrived together.,NEUTRAL
50800640.mp4,Mary arrived in Chicago last week.,NEUTRAL
3373547.mp4,"You are wrong. No, I prefer lox, I don`t like pineapple cream cheese.",NEUTRAL
33733337.mp4,"You're wrong, that is not pineapple cream cheese. I prefer lox.",NEGATIVE
33733238.mp4,"No, I don't like pineapple cream cheese. I prefer lox.",NEUTRAL
3373548.mp4,"No, I would not stop vomitting if I ate pineapple cream cheese. I prefer lox.",NEUTRAL
3373539.mp4,"No, I wouldn't stop vomiting if I had pineapple cream cheese. Lox only is fine with me.",POSITIVE
33735210.mp4,"No, not pineapple cream cheese. Lox is better for me, that's it.",POSITIVE
33732942.mp4,I already know that there's pineapple cream cheese.,NEUTRAL
33733139.mp4,I hope there's pineapple cream cheese.,POSITIVE
33735111.mp4,I wish there was pineapple cream cheese.,POSITIVE
33735112.mp4,I really do have pineapple cream cheese.,NEUTRAL
33735013.mp4,I won't be thrilled if there's pineapple cream cheese.,NEGATIVE
33734914.mp4,"If all the students arrive on time, there won't be a test.",NEUTRAL
33734815.mp4,"If you're arriving late, it's fine. I just have to call the restauarnt and postpone the reservation.",NEUTRAL
33734816.mp4,"If all the students pass the test, then there will be no school tomorrow.",NEUTRAL
33734717.mp4,"If my mom says I can go to the concert, I'll be thrilled.",POSITIVE
33734618.mp4,I'm excited for when my friend and I go to the concert.,POSITIVE
33734519.mp4,I will be thrilled if I see my friend tomorrow.,POSITIVE
33734520.mp4,"I'm letting you know that the car is broken down, I used the the right key.",NEGATIVE
33734421.mp4,"No, I did use the right key. The car is broken.",NEGATIVE
33733140.mp4,"I'm serious, the car is broken. I tried the key but it isn't working.",NEUTRAL
33734322.mp4,"No, I don't have a car.",NEUTRAL
33734323.mp4,I don't have a car at all.,NEUTRAL
33734224.mp4,"No, I don't have a car.",NEUTRAL
33734125.mp4,"Nope, I don't have a car.",NEUTRAL
33734026.mp4,"If it's snowing out, then school is cancelled.",NEUTRAL
33733927.mp4,"If it's snowing outside a lot, will school be cancelled?",NEUTRAL
33733928.mp4,When it snows out a lot school closes right?,NEUTRAL
33733829.mp4,"If there's no snow outside, normally school will be open.",NEUTRAL
33733730.mp4,If there's no snow outside then normally school isn't cancelled.,NEUTRAL
33733731.mp4,If it stops snowing outside then school will reopen tomorrow.,NEUTRAL
33733632.mp4,"If it snows tomorrow, then it's a guarantee that school will be closed.",NEUTRAL
33733533.mp4,Who went out when it was raining?,NEUTRAL
33733534.mp4,The teacher made the reading required for John so he had to read the book.,NEUTRAL
33733435.mp4,The teacher didn't make the reading required. It's uncertain whether or not John will read the book now.,NEUTRAL
33733336.mp4,The teacher didn't make the reading required so John didn't read.,NEUTRAL
33733041.mp4,"If the teacher requires John to do it,  John will read the book.",NEUTRAL
2388447.mp4,John broke the window?,NEGATIVE
2388438.mp4,"Did John break the window?  no, he broke the door.",NEGATIVE
2388429.mp4,"John didn't break the window, he cracked it.",NEUTRAL
23884210.mp4,John didn't break the window Sally did.,NEUTRAL
23884111.mp4,"No, Mary didn't stop rowing.",NEUTRAL
23884012.mp4,"No, Mary didn't quit rowing.",NEUTRAL
23883913.mp4,Mary never started rowing.,NEUTRAL
23880659.mp4,France's king is bald.,NEUTRAL
23883914.mp4,"France`s king is bald. No, that's not true.",NEUTRAL
23883815.mp4,France has a king now?,NEUTRAL
23883716.mp4,Is France's current king bald? No...,NEUTRAL
23880660.mp4,"Is the king of France bald? No, France doesn't have a king now.",NEUTRAL
23880561.mp4,Now France's king is bald.,NEUTRAL
23883617.mp4,"Yes, he/she talks a lot.",POSITIVE
23883618.mp4,Obama is from Philadelphia.,NEUTRAL
23883519.mp4,"Obama isn't from Philadelphia, he's from Chicago.",NEUTRAL
23883420.mp4,"No, he's not from Philadelphia.",NEUTRAL
23883421.mp4,Bob doesn't know president Silber because he isn't the president anymore.,NEUTRAL
23883322.mp4,You're going to the mall today? Can I join? My car has a flat.,POSITIVE
23883223.mp4,"Does your car have a flat? No, it doesn't.",NEUTRAL
23883124.mp4,"No, it didn't rain.",NEUTRAL
23883025.mp4,"No, he/she did not come home.",NEUTRAL
23882926.mp4,"In the event of no snow, my trip has to be cancelled.",NEGATIVE
23882927.mp4,"When there is no snow, my (starts signing ""trip"") ski trip will be cancelled.",NEGATIVE
23882828.mp4,"When there's no snow, my ski trip is cancelled.",NEGATIVE
23882729.mp4,"If there is no snow, my trip is cancelled.",NEGATIVE
23882730.mp4,If there is no snow I will cancel my ski trip.,NEGATIVE
23882631.mp4,"When it snows, school is cancelled.",NEUTRAL
23882532.mp4,"When it snows, school is cancelled.",NEUTRAL
23882533.mp4,"In event of snow, school is cancelled.",NEUTRAL
23882434.mp4,"If it snows, school is cancelled.",NEUTRAL
23882335.mp4,"If it snows, school is cancelled.",NEUTRAL
23882236.mp4,"If it snows, school is cancelled.",NEUTRAL
23882237.mp4,"When it snows, school isn't cancelled.",NEUTRAL
23882138.mp4,"When it snows, school is not cancelled.",NEUTRAL
23882039.mp4,"If it snows, school won't be cancelled.",NEUTRAL
23882040.mp4,"In the event of snow, school is not cancelled.",NEUTRAL
23881941.mp4,"If it snows, school still won't be cancelled.",NEUTRAL
23881842.mp4,"If it snows, school is not cancelled.",NEUTRAL
23881843.mp4,School will continue if it snows. It won't be cancelled.,NEUTRAL
23881744.mp4,"No, when it does not snow, school will still be in session.",NEUTRAL
23881645.mp4,"In the event of no snow, there is still school.",NEUTRAL
23881646.mp4,"If there is no snow, school will continue.",NEUTRAL
23881547.mp4,"If there is no snow, then school will continue.",NEUTRAL
23881448.mp4,I stay home when it rains.,NEUTRAL
23881349.mp4,I stay home when it rains.,NEUTRAL
23881350.mp4,"When it happens to rain, I stay home.",NEUTRAL
23881251.mp4,"If it's raining, I""m staying home.",NEUTRAL
23881152.mp4,"If it's raining, I stay home.",NEUTRAL
23881053.mp4,"If it's raining, I stay home.",NEUTRAL
23881054.mp4,"When it's raining, I go out, I don't stay home.",NEUTRAL
23880955.mp4,"When it rains, I'm not staying home, I'm going out.",NEUTRAL
23880857.mp4,"When it rains, I still go out.",NEUTRAL
23880758.mp4,If it's raining I'm still going outside.,NEUTRAL
23880856.mp4,"If it's raining, I'm not going out.",NEUTRAL
7028847.mp4,"Two plus one equals six. No, two plus one equals three.",NEUTRAL
7028838.mp4,"Your family, specifically your parents, are important.",NEUTRAL
7028829.mp4,"Just so you know, your fingerspelling is lousy.",NEGATIVE
70288210.mp4,What's the name of the city where BU is? Oh it's Boston?,NEUTRAL
70288111.mp4,"What's the name of the city where BU is? Bustun? No, it's Boston.",NEUTRAL
70288012.mp4,"No, I told her that it was fine.",NEUTRAL
70287913.mp4,You said you wanted to punish him/her so go ahead don't dismiss it.,NEGATIVE
70287814.mp4,It's illegal to not have a tax.,NEGATIVE
70287815.mp4,You are breaking the rules if there is no tax.,NEUTRAL
70287716.mp4,I am warm too.,NEUTRAL
70287617.mp4,I'm tired.,NEGATIVE
70287518.mp4,I'm happy.,POSITIVE
70287419.mp4,You don't want anything?,NEUTRAL
70287420.mp4,You don't want anything?,NEUTRAL
70287321.mp4,You don't want anything.,NEUTRAL
70287222.mp4,Do you want anything?,NEUTRAL
70287223.mp4,"I'll follow whatever, I don't care.",NEGATIVE
70287124.mp4,"I'll read anything, I don't care.",NEGATIVE
70287025.mp4,"No, I like anything, I don't care.",NEUTRAL
70286926.mp4,"No, I can't believe he/she is guilty.",NEGATIVE
70286827.mp4,I can't believe he/she is not guilty. I thought he/she was guilty.,NEUTRAL
70286728.mp4,I can't believe John didn't buy the turkey.,NEUTRAL
70286729.mp4,I can't believe it's not raining. I'm surprised.,NEUTRAL
70286630.mp4,I can't believe there has not been a decision yet.,NEUTRAL
70286531.mp4,"I doubt that the two of them have decided what to do yet, and I'm confused by that.",NEGATIVE
70286532.mp4,I think Obama will win again.,POSITIVE
9799997.mp4,It's not raining outside right now.,NEUTRAL
9799988.mp4,It hasn't rained recently.,NEUTRAL
9799979.mp4,It's raining so much. Wow.,POSITIVE
97999710.mp4,"Is it raining outside? No, because the temperature dropped, it's snowing.",NEUTRAL
97999611.mp4,"It's not raining outside. Oh,wait a minute.",NEUTRAL
97999512.mp4,"No, I didn't go.",NEUTRAL
97999413.mp4,It wasn't me who started to open the can.,NEUTRAL
97999314.mp4,The boy arrived home.,NEUTRAL
97999315.mp4,John didn't buy the turkey.,NEUTRAL
97999216.mp4,John broke the window.,NEGATIVE
97999117.mp4,He/She isn't guilty.,NEUTRAL
97999018.mp4,I'm not tired.,POSITIVE
97998919.mp4,I am very unhappy.,NEGATIVE
97998920.mp4,I'm not happy.,NEGATIVE
97998821.mp4,I don't want anything.,NEUTRAL
97998722.mp4,He/She doesn't want anything?,NEUTRAL
97998723.mp4,I doubt that he/she wants anything.,NEGATIVE
97998624.mp4,He/she doesn't want anything? I doubt that. I think he/she wants something.,NEGATIVE
97998525.mp4,He/She really feels nothing?,NEUTRAL
97998426.mp4,The boy never goes home.,NEUTRAL
97998327.mp4,Go home!,NEUTRAL
97998228.mp4,The box is small.,NEUTRAL
97998229.mp4,The box is not small.,NEUTRAL
97998130.mp4,The box isn't small it's large.,NEUTRAL
97998031.mp4,"The box isn't small, it's tiny.",NEUTRAL
97998032.mp4,The box is really big.,NEUTRAL
97997933.mp4,"The box is really big, it's not small.",NEUTRAL
97997834.mp4,My pay increased a little bit.,NEUTRAL
97997735.mp4,I start off warm and then later I get really hot.,NEUTRAL
97997736.mp4,"I'm not warm, I'm hot.",NEUTRAL
97997637.mp4,"I am not warm, I am cold!",NEUTRAL
97997538.mp4,"No, I'm not happy.",NEGATIVE
97997539.mp4,"I'm not happy, I'm sad.",NEUTRAL
97997440.mp4,"Wow, I'm really tired.",NEUTRAL
97997341.mp4,I'm not skilled.,NEUTRAL
97997342.mp4,"Did I say John? Oh, I made that up. I meant James.",NEUTRAL
97997243.mp4,"His name is not John...Wow, it's awful.",POSITIVE
97997144.mp4,John didn't buy the turkey.,NEUTRAL
97997045.mp4,"John didn't buy the turkey, James did.",NEUTRAL
97997046.mp4,"John didn't break the window, James did.",NEUTRAL
97996947.mp4,"John didn't break the window, Sally did.",NEUTRAL
97996848.mp4,I automatically keep information in the back of my mind.,NEUTRAL
97996849.mp4,It doesn't matter to me. I like anything.,POSITIVE
97996750.mp4,That dog isn't mine.,NEUTRAL
97996651.mp4,Mary stopped rowing. She's not going to do it any more.,NEUTRAL
97996552.mp4,"No, he/she didn't stop.",NEUTRAL
97996453.mp4,"Did Mary stop rowing? No, she's never rowed until now.",NEUTRAL
97996454.mp4,"Did John read that book? No, he never started it.",NEUTRAL
97996355.mp4,I'm not.,NEUTRAL
97996256.mp4,"I didn't see the accident, I was asleep.",POSITIVE
97996257.mp4,John didn't see me.,NEUTRAL
97996158.mp4,I didn't wash my clothes.,NEUTRAL
97996059.mp4,He/She didn't finish because he/she was laying around.,NEUTRAL
97967.mp4,I can never find an umbrella when it rains.,NEUTRAL
97958.mp4,There is always a pop quiz on the days I choose not to study.,NEUTRAL
97959.mp4,If it happens to rain I won't have an umbrella.,NEUTRAL
979410.mp4,"When I don't study, there is always a pop quiz.",NEUTRAL
979311.mp4,"If I don't study, I will fail.",NEGATIVE
979212.mp4,"If I don't study, I will fail.",NEGATIVE
979213.mp4,"If I don't study, I will fail.",NEGATIVE
979114.mp4,Why didn't you buy car insurance?,NEUTRAL
979015.mp4,"He/She will buy flowers for you, for sure.",NEUTRAL
978916.mp4,He/She will for sure give him/her flowers.,NEUTRAL
978817.mp4,Where do we go if there's an emergency?,NEGATIVE
978818.mp4,Who bought the flowers?,NEUTRAL
978719.mp4,Who bought the flowers?,NEUTRAL
978620.mp4,"Even if you make only one tiny mistake, it will be tossed out.",NEGATIVE
978521.mp4,I don't even have one dollar.,NEUTRAL
978522.mp4,I don't have any money.,NEUTRAL
978423.mp4,"If I don't have any money, I go to my aunt's house and eat there.",NEUTRAL
978324.mp4,"If I don't read, I will be bored.",NEUTRAL
978225.mp4,"Near the end of the semester, I cannot socialize as much.",NEUTRAL
978126.mp4,What is that for?,NEUTRAL
978027.mp4,"If John did that to me, we would have broken it off a long time ago.",NEGATIVE
977928.mp4,John has been treating Mary awfully and I just want her to break up with him.,NEUTRAL
977929.mp4,"If you win the lottery, will you go to Jamaica?",POSITIVE
4038707.mp4,"If you study consistently, you will ace the class.",NEUTRAL
4038698.mp4,The train may be late if it's raining.,NEUTRAL
4038689.mp4,If there is warm weather then there won't be snow.,NEUTRAL
