video_name,true_label,lstm_prob_negative,lstm_prob_neutral,lstm_prob_positive
253411.mp4,Neutral,0.3554477,0.2838617,0.36069053
253512.mp4,Neutral,0.46147868,0.24636832,0.29215297
253613.mp4,Neutral,0.34196168,0.3264408,0.33159748
253714.mp4,Neutral,0.3866862,0.2506631,0.36265066
254018.mp4,Neutral,0.3375687,0.22999057,0.43244073
255439.mp4,Neutral,0.35691977,0.30826733,0.3348129
255540.mp4,Neutral,0.40387297,0.23654777,0.35957927
254019.mp4,Positive,0.49546787,0.19219191,0.31234017
255641.mp4,Neutral,0.337724,0.25637904,0.40589693
254120.mp4,Neutral,0.4112475,0.31822342,0.2705291
254221.mp4,Positive,0.33048937,0.33716702,0.33234352
254222.mp4,Neutral,0.46866974,0.2563119,0.27501842
254323.mp4,Neutral,0.3305476,0.3371413,0.33231118
254626.mp4,Neutral,0.40031552,0.28260136,0.3170831
254627.mp4,Positive,0.39481232,0.19839752,0.40679017
255742.mp4,Neutral,0.3305476,0.3371413,0.33231115
254830.mp4,Positive,0.43975943,0.22657079,0.3336699
255032.mp4,Neutral,0.43402112,0.24573374,0.32024515
255134.mp4,Positive,0.51346725,0.2031249,0.28340787
255235.mp4,Neutral,0.4107483,0.26812318,0.3211285
255236.mp4,Neutral,0.4399915,0.21999142,0.34001708
255337.mp4,Neutral,0.4497006,0.23256482,0.31773457
255743.mp4,Neutral,0.32719666,0.2576844,0.41511893
255945.mp4,Neutral,0.48176888,0.22633564,0.29189536
256047.mp4,Neutral,0.44367117,0.2580791,0.29824975
256148.mp4,Positive,0.33054763,0.33714128,0.33231106
256149.mp4,Neutral,0.3977156,0.30511993,0.29716447
256250.mp4,Neutral,0.3302276,0.3375469,0.3322255
256453.mp4,Neutral,0.4340022,0.23718353,0.32881427
256554.mp4,Positive,0.45320314,0.26091817,0.28587872
256555.mp4,Neutral,0.33017305,0.3372847,0.33254227
256656.mp4,Neutral,0.38895822,0.26292142,0.3481204
256657.mp4,Neutral,0.3899712,0.30592445,0.3041044
256758.mp4,Positive,0.40753382,0.3300854,0.26238075
256859.mp4,Neutral,0.4858071,0.20097335,0.3132196
256860.mp4,Neutral,0.40869242,0.26195055,0.3293571
256961.mp4,Positive,0.3235668,0.29023868,0.3861946
257062.mp4,Neutral,0.39533457,0.3190455,0.28561994
257063.mp4,Neutral,0.4899101,0.22749181,0.28259808
257164.mp4,Neutral,0.41366073,0.20062265,0.3857166
257266.mp4,Positive,0.43125853,0.23194912,0.33679235
257367.mp4,Neutral,0.3954448,0.21530122,0.38925397
745937.mp4,Neutral,0.33028176,0.3382843,0.33143395
745928.mp4,Neutral,0.33054766,0.3371413,0.33231112
745929.mp4,Positive,0.3362704,0.3335455,0.33018404
7459110.mp4,Neutral,0.3305055,0.3371617,0.33233282
7459011.mp4,Neutral,0.33054763,0.33714128,0.33231106
7458912.mp4,Positive,0.33000496,0.33737126,0.33262384
7458813.mp4,Neutral,0.32686284,0.19116093,0.48197627
7458714.mp4,Negative,0.33054748,0.3371413,0.3323112
7458615.mp4,Neutral,0.3353666,0.33470678,0.32992658
7458616.mp4,Neutral,0.35284242,0.3239303,0.32322726
7458517.mp4,Neutral,0.33049837,0.33716622,0.33233547
7458418.mp4,Neutral,0.33033755,0.33725017,0.33241233
756517.mp4,Neutral,0.32983074,0.33747923,0.33269
756528.mp4,Neutral,0.33036685,0.33724967,0.33238354
756529.mp4,Neutral,0.3305232,0.33715084,0.33232597
7565310.mp4,Neutral,0.32977396,0.33740687,0.33281922
7565411.mp4,Neutral,0.33052084,0.3371531,0.33232608
7565512.mp4,Positive,0.3300262,0.3375473,0.3324265
7565513.mp4,Neutral,0.33052507,0.33715293,0.33232203
7565614.mp4,Neutral,0.3602554,0.3018679,0.33787665
7565915.mp4,Neutral,0.33054665,0.33714166,0.3323117
7566016.mp4,Neutral,0.33050424,0.33716345,0.33233225
7566017.mp4,Neutral,0.3305467,0.33714172,0.33231163
7566118.mp4,Neutral,0.33152536,0.33607724,0.33239743
7566219.mp4,Neutral,0.34558308,0.27681518,0.3776017
7566320.mp4,Positive,0.33054635,0.33714175,0.33231196
7566321.mp4,Positive,0.33022195,0.3373177,0.3324605
7566422.mp4,Neutral,0.33054757,0.3371413,0.3323111
7566523.mp4,Neutral,0.33054736,0.33714136,0.33231124
7566624.mp4,Neutral,0.33054745,0.3371413,0.33231118
7566625.mp4,Neutral,0.33054766,0.3371413,0.3323111
7566726.mp4,Neutral,0.33054763,0.33714128,0.33231106
7566827.mp4,Neutral,0.33048528,0.3371707,0.33234397
7566928.mp4,Neutral,0.3305362,0.33714694,0.3323169
7567029.mp4,Neutral,0.3305457,0.33714193,0.33231232
7567030.mp4,Neutral,0.33054748,0.33714134,0.33231124
7567131.mp4,Neutral,0.3305475,0.3371413,0.33231118
7567232.mp4,Neutral,0.33054712,0.3371414,0.33231142
7567233.mp4,Neutral,0.33054742,0.33714134,0.33231124
7567334.mp4,Neutral,0.33054766,0.3371413,0.33231112
7567435.mp4,Neutral,0.33054438,0.3371428,0.33231282
7567436.mp4,Neutral,0.32990012,0.33804843,0.33205152
7567537.mp4,Neutral,0.3362807,0.33257538,0.33114398
7567638.mp4,Neutral,0.3305476,0.3371413,0.33231115
7567639.mp4,Neutral,0.33054647,0.3371416,0.33231193
7567740.mp4,Neutral,0.33150944,0.33668122,0.33180925
7567841.mp4,Neutral,0.3298459,0.33750817,0.33264595
7567842.mp4,Neutral,0.3362458,0.29254526,0.37120894
7567943.mp4,Neutral,0.500823,0.232776,0.26640105
7568044.mp4,Neutral,0.33497635,0.33507162,0.329952
7568045.mp4,Neutral,0.30253544,0.25670528,0.44075936
7568146.mp4,Neutral,0.3926178,0.26704746,0.34033474
7568247.mp4,Neutral,0.33054456,0.33714253,0.33231294
7568248.mp4,Neutral,0.3304206,0.33719972,0.33237958
7568349.mp4,Neutral,0.33054632,0.33714172,0.3323119
7568450.mp4,Neutral,0.33044088,0.33719793,0.33236116
7568451.mp4,Neutral,0.33054188,0.33714372,0.33231434
7568552.mp4,Neutral,0.33294326,0.3355659,0.3314909
7568653.mp4,Neutral,0.30076525,0.24083327,0.4584015
7568754.mp4,Neutral,0.387748,0.22740172,0.38485023
7568755.mp4,Neutral,0.4045,0.28978467,0.30571532
7568856.mp4,Neutral,0.35451132,0.23257837,0.41291034
7568957.mp4,Neutral,0.33054766,0.3371413,0.3323111
7568958.mp4,Positive,0.33777663,0.33310628,0.32911715
7569059.mp4,Positive,0.33044538,0.33719322,0.33236146
7569160.mp4,Positive,0.36593747,0.23487723,0.39918533
7569161.mp4,Neutral,0.33027494,0.3373041,0.33242103
7569262.mp4,Neutral,0.35438573,0.27294716,0.37266704
7569363.mp4,Positive,0.33931595,0.2065981,0.45408598
7569364.mp4,Positive,0.3773909,0.2977304,0.32487872
7569465.mp4,Positive,0.40297094,0.21728654,0.37974256
7569466.mp4,Positive,0.40578696,0.25591862,0.33829445
7569567.mp4,Positive,0.43561015,0.22577196,0.3386179
7569668.mp4,Neutral,0.3830589,0.26737025,0.34957078
7569669.mp4,Positive,0.33052638,0.33715272,0.33232087
7569770.mp4,Neutral,0.41226107,0.19049904,0.39723992
7569871.mp4,Neutral,0.3305467,0.33714166,0.3323117
7569872.mp4,Neutral,0.33092815,0.33797526,0.33109668
5080307.mp4,Neutral,0.41525275,0.28975302,0.29499426
5080298.mp4,Neutral,0.40880865,0.22505468,0.36613667
5080289.mp4,Neutral,0.4476846,0.29355508,0.25876027
50802710.mp4,Neutral,0.4183715,0.2758411,0.30578732
50802711.mp4,Positive,0.34581745,0.32058325,0.33359933
50802612.mp4,Neutral,0.33054632,0.33714172,0.332312
50802513.mp4,Neutral,0.33054763,0.33714128,0.33231106
50802414.mp4,Neutral,0.44004834,0.2585721,0.3013796
50802415.mp4,Negative,0.42438588,0.27537334,0.30024078
50802316.mp4,Neutral,0.33054346,0.33714265,0.33231393
50802217.mp4,Neutral,0.38661954,0.27700657,0.33637387
50802118.mp4,Neutral,0.40293363,0.2700179,0.32704848
50802119.mp4,Neutral,0.49419603,0.20374,0.302064
50802020.mp4,Neutral,0.41812265,0.2192595,0.36261782
50801921.mp4,Neutral,0.38439903,0.2990034,0.31659758
50801922.mp4,Neutral,0.3787095,0.29428792,0.3270026
50801823.mp4,Neutral,0.35121462,0.3168046,0.33198076
50801724.mp4,Neutral,0.33043215,0.33720142,0.33236647
50801625.mp4,Neutral,0.33024132,0.33729947,0.3324592
50801526.mp4,Neutral,0.40870708,0.27812478,0.31316817
50801527.mp4,Neutral,0.33003843,0.33748856,0.33247304
50801428.mp4,Neutral,0.33039892,0.3372213,0.33237973
50801329.mp4,Neutral,0.33015814,0.33736542,0.33247644
50801330.mp4,Neutral,0.4111204,0.20322956,0.38565
50801231.mp4,Neutral,0.3308761,0.33692414,0.3321997
50801132.mp4,Neutral,0.33040133,0.33722743,0.3323713
50801133.mp4,Positive,0.330447,0.3371964,0.33235648
50801034.mp4,Neutral,0.32956305,0.33799067,0.33244628
50800935.mp4,Positive,0.34053177,0.3296312,0.32983693
50800936.mp4,Neutral,0.43897423,0.24473044,0.3162954
50800837.mp4,Positive,0.45622346,0.22397625,0.31980038
50800738.mp4,Neutral,0.33054742,0.33714134,0.33231124
50800639.mp4,Neutral,0.3317169,0.3351227,0.3331603
50800640.mp4,Neutral,0.39219028,0.26986593,0.33794385
3373547.mp4,Neutral,0.4686409,0.26719716,0.264162
33733337.mp4,Negative,0.45424673,0.22858243,0.3171709
33733238.mp4,Neutral,0.47183537,0.22780436,0.30036035
3373548.mp4,Neutral,0.50732505,0.24159515,0.25107983
3373539.mp4,Positive,0.44614407,0.23249929,0.32135662
33735210.mp4,Positive,0.44438794,0.27127475,0.28433737
33732942.mp4,Neutral,0.40443835,0.2955494,0.30001226
33733139.mp4,Positive,0.3305417,0.33715895,0.33229932
33735111.mp4,Positive,0.32948264,0.3378962,0.33262125
33735112.mp4,Neutral,0.35171422,0.32768625,0.32059953
33735013.mp4,Negative,0.49601984,0.23814844,0.26583177
33734914.mp4,Neutral,0.4437615,0.2544605,0.30177793
33734815.mp4,Neutral,0.520418,0.26287067,0.21671142
33734816.mp4,Neutral,0.41863742,0.25217757,0.3291851
33734717.mp4,Positive,0.43440574,0.22049141,0.3451028
33734618.mp4,Positive,0.35040787,0.32192495,0.32766718
33734519.mp4,Positive,0.34135753,0.33137336,0.3272691
33734520.mp4,Negative,0.46456018,0.25837415,0.27706566
33734421.mp4,Negative,0.4185004,0.28686208,0.29463753
33733140.mp4,Neutral,0.5122501,0.23741148,0.25033835
33734322.mp4,Neutral,0.33054405,0.3371429,0.33231294
33734323.mp4,Neutral,0.33033162,0.3369553,0.3327131
33734224.mp4,Neutral,0.3305477,0.3371413,0.33231106
33734125.mp4,Neutral,0.329846,0.3376591,0.33249494
33734026.mp4,Neutral,0.3293157,0.33785856,0.33282572
33733927.mp4,Neutral,0.4346394,0.22512497,0.3402357
33733928.mp4,Neutral,0.43877232,0.24842702,0.31280062
33733829.mp4,Neutral,0.4668764,0.23194759,0.301176
33733730.mp4,Neutral,0.47106576,0.28291968,0.24601457
33733731.mp4,Neutral,0.47406688,0.20239647,0.32353655
33733632.mp4,Neutral,0.35164216,0.31674322,0.3316146
33733533.mp4,Neutral,0.33050472,0.33716422,0.33233103
33733534.mp4,Neutral,0.4824778,0.22864576,0.28887638
33733435.mp4,Neutral,0.39619103,0.27214968,0.33165926
33733336.mp4,Neutral,0.480396,0.28270146,0.23690245
33733041.mp4,Neutral,0.407561,0.28514183,0.30729714
2388447.mp4,Negative,0.3305399,0.33714432,0.33231583
2388438.mp4,Negative,0.32990342,0.33781862,0.3322779
2388429.mp4,Neutral,0.33054364,0.3371427,0.33231363
23884210.mp4,Neutral,0.34657165,0.3263176,0.32711077
23884111.mp4,Neutral,0.33054766,0.3371413,0.33231112
23884012.mp4,Neutral,0.3304861,0.3371688,0.33234513
23883913.mp4,Neutral,0.33053815,0.33714557,0.33231622
23880659.mp4,Neutral,0.38936597,0.23414326,0.3764907
23883914.mp4,Neutral,0.40089425,0.2945088,0.30459696
23883815.mp4,Neutral,0.33052605,0.33715218,0.33232173
23883716.mp4,Neutral,0.33176395,0.33622158,0.33201447
23880660.mp4,Neutral,0.38474512,0.30275,0.3125049
23880561.mp4,Neutral,0.35283235,0.32447127,0.32269636
23883617.mp4,Positive,0.3305476,0.3371413,0.33231112
23883618.mp4,Neutral,0.33054763,0.33714128,0.33231106
23883519.mp4,Neutral,0.34535205,0.3303426,0.32430536
23883420.mp4,Neutral,0.3304302,0.33720982,0.33236
23883421.mp4,Neutral,0.3686166,0.29937986,0.33200353
23883322.mp4,Positive,0.35956565,0.28114006,0.35929435
23883223.mp4,Neutral,0.33108905,0.3364992,0.3324117
23883124.mp4,Neutral,0.33054057,0.33714372,0.33231565
23883025.mp4,Neutral,0.33009714,0.33736983,0.33253303
23882926.mp4,Negative,0.33049726,0.3371649,0.33233786
23882927.mp4,Negative,0.4162336,0.21124485,0.3725215
23882828.mp4,Negative,0.36107028,0.17831345,0.46061626
23882729.mp4,Negative,0.40079865,0.26221657,0.33698484
23882730.mp4,Negative,0.42804265,0.18581863,0.38613868
23882631.mp4,Neutral,0.33008456,0.33733812,0.33257738
23882532.mp4,Neutral,0.33047694,0.33717635,0.3323467
23882533.mp4,Neutral,0.3307046,0.33713317,0.33216223
23882434.mp4,Neutral,0.3305405,0.33714455,0.332315
23882335.mp4,Neutral,0.33311808,0.33592376,0.33095825
23882236.mp4,Neutral,0.33054408,0.3371428,0.33231306
23882237.mp4,Neutral,0.32997274,0.33751792,0.33250928
23882138.mp4,Neutral,0.3304667,0.33735606,0.3321773
23882039.mp4,Neutral,0.32997322,0.3374776,0.33254918
23882040.mp4,Neutral,0.3897662,0.24535933,0.36487445
23881941.mp4,Neutral,0.4191469,0.2855272,0.2953259
23881842.mp4,Neutral,0.33047968,0.33717647,0.33234382
23881843.mp4,Neutral,0.3297566,0.33763734,0.3326061
23881744.mp4,Neutral,0.33022916,0.33729193,0.33247894
23881645.mp4,Neutral,0.33082342,0.3366966,0.33247998
23881646.mp4,Neutral,0.32988128,0.33736387,0.33275482
23881547.mp4,Neutral,0.33637044,0.33193767,0.33169186
23881448.mp4,Neutral,0.33043432,0.3372044,0.33236122
23881349.mp4,Neutral,0.33111364,0.33719137,0.33169502
23881350.mp4,Neutral,0.32998005,0.3375926,0.3324273
23881251.mp4,Neutral,0.33054742,0.3371413,0.33231133
23881152.mp4,Neutral,0.3304955,0.3371697,0.3323348
23881053.mp4,Neutral,0.3304141,0.33721974,0.33236626
23881054.mp4,Neutral,0.3370495,0.33303836,0.32991213
23880955.mp4,Neutral,0.37165993,0.29637793,0.33196208
23880857.mp4,Neutral,0.33053434,0.33714703,0.33231863
23880758.mp4,Neutral,0.32999054,0.33738938,0.3326201
23880856.mp4,Neutral,0.33054695,0.3371415,0.33231163
7028847.mp4,Neutral,0.388758,0.22528996,0.385952
7028838.mp4,Neutral,0.43958148,0.1945503,0.3658682
7028829.mp4,Negative,0.3305447,0.33714226,0.3323131
70288210.mp4,Neutral,0.32983202,0.33782852,0.3323395
70288111.mp4,Neutral,0.40867132,0.24293871,0.34839
70288012.mp4,Neutral,0.33054766,0.3371413,0.33231112
70287913.mp4,Negative,0.44638124,0.27556297,0.2780558
70287814.mp4,Negative,0.38884512,0.28763792,0.32351696
70287815.mp4,Neutral,0.3300102,0.3372097,0.33278006
70287716.mp4,Neutral,0.33054763,0.33714128,0.33231106
70287617.mp4,Negative,0.33054763,0.33714128,0.33231106
70287518.mp4,Positive,0.33054763,0.33714128,0.33231106
70287419.mp4,Neutral,0.33054766,0.3371413,0.3323111
70287420.mp4,Neutral,0.33054763,0.33714128,0.33231106
70287321.mp4,Neutral,0.33054763,0.33714128,0.33231106
70287222.mp4,Neutral,0.33054763,0.33714128,0.33231106
70287223.mp4,Negative,0.33045167,0.33719334,0.33235508
70287124.mp4,Negative,0.33049396,0.33716887,0.3323371
70287025.mp4,Neutral,0.33054397,0.33714285,0.33231318
70286926.mp4,Negative,0.33054662,0.3371415,0.33231187
70286827.mp4,Neutral,0.35153088,0.3247094,0.32375968
70286728.mp4,Neutral,0.32988715,0.3377885,0.33232445
70286729.mp4,Neutral,0.33052525,0.33715,0.33232474
70286630.mp4,Neutral,0.33023685,0.33719143,0.33257172
70286531.mp4,Negative,0.39657983,0.2585362,0.34488398
70286532.mp4,Positive,0.40587494,0.27831528,0.31580976
9799997.mp4,Neutral,0.3317971,0.33638382,0.33181906
9799988.mp4,Neutral,0.33054763,0.33714128,0.33231106
9799979.mp4,Positive,0.33054763,0.33714128,0.33231106
97999710.mp4,Neutral,0.46316093,0.18852255,0.34831655
97999611.mp4,Neutral,0.3305476,0.3371413,0.33231118
97999512.mp4,Neutral,0.33054763,0.33714128,0.33231106
97999413.mp4,Neutral,0.3305262,0.33714998,0.3323238
97999314.mp4,Neutral,0.33054766,0.3371413,0.33231115
97999315.mp4,Neutral,0.3305375,0.3371449,0.3323176
97999216.mp4,Negative,0.3305377,0.33714533,0.332317
97999117.mp4,Neutral,0.3305291,0.33714858,0.33232233
97999018.mp4,Positive,0.33054763,0.33714128,0.33231106
97998919.mp4,Negative,0.33054766,0.3371413,0.3323111
97998920.mp4,Negative,0.33054763,0.33714128,0.33231106
97998821.mp4,Neutral,0.33054763,0.33714128,0.33231106
97998722.mp4,Neutral,0.33054766,0.3371413,0.3323111
97998723.mp4,Negative,0.33054715,0.3371414,0.33231142
97998624.mp4,Negative,0.33018816,0.3373634,0.3324485
97998525.mp4,Neutral,0.33051738,0.33715588,0.33232683
97998426.mp4,Neutral,0.3305461,0.33714172,0.3323121
97998327.mp4,Neutral,0.3305303,0.33714834,0.3323214
97998228.mp4,Neutral,0.33054763,0.33714128,0.33231106
97998229.mp4,Neutral,0.33054763,0.33714128,0.33231106
97998130.mp4,Neutral,0.33054674,0.33714157,0.33231172
97998031.mp4,Neutral,0.3304893,0.3371685,0.33234227
97998032.mp4,Neutral,0.33054188,0.33714363,0.33231455
97997933.mp4,Neutral,0.33054715,0.3371414,0.33231145
97997834.mp4,Neutral,0.33961087,0.22337322,0.43701592
97997735.mp4,Neutral,0.3302953,0.33728206,0.33242267
97997736.mp4,Neutral,0.33025998,0.33728948,0.33245057
97997637.mp4,Neutral,0.3305226,0.33715174,0.33232567
97997538.mp4,Negative,0.33054703,0.33714134,0.3323115
97997539.mp4,Neutral,0.39749545,0.26950765,0.33299685
97997440.mp4,Neutral,0.33054277,0.3371429,0.33231425
97997341.mp4,Neutral,0.33054745,0.3371413,0.33231118
97997342.mp4,Neutral,0.3382895,0.331949,0.3297615
97997243.mp4,Positive,0.33691466,0.33396703,0.32911828
97997144.mp4,Neutral,0.33024004,0.33732554,0.33243445
97997045.mp4,Neutral,0.4521788,0.21900667,0.32881454
97997046.mp4,Neutral,0.3303586,0.3371383,0.33250314
97996947.mp4,Neutral,0.37692273,0.29007626,0.33300102
97996848.mp4,Neutral,0.33054763,0.33714128,0.33231106
97996849.mp4,Positive,0.37050077,0.19410458,0.43539467
97996750.mp4,Neutral,0.33054766,0.3371413,0.3323111
97996651.mp4,Neutral,0.33823168,0.24813113,0.41363716
97996552.mp4,Neutral,0.33054766,0.3371413,0.3323111
97996453.mp4,Neutral,0.3631843,0.23987709,0.39693862
97996454.mp4,Neutral,0.3564474,0.24132349,0.4022291
97996355.mp4,Neutral,0.33054763,0.33714128,0.33231106
97996256.mp4,Positive,0.34926257,0.32486653,0.3258709
97996257.mp4,Neutral,0.3305442,0.33714253,0.3323132
97996158.mp4,Neutral,0.33054763,0.33714128,0.33231106
97996059.mp4,Neutral,0.334341,0.33548012,0.3301789
97967.mp4,Neutral,0.33792642,0.21119995,0.4508736
97958.mp4,Neutral,0.38781324,0.27651575,0.33567104
97959.mp4,Neutral,0.411693,0.24393703,0.34436998
979410.mp4,Neutral,0.38782668,0.26856148,0.34361187
979311.mp4,Negative,0.34234428,0.32750848,0.3301472
979212.mp4,Negative,0.37254813,0.3018847,0.32556716
979213.mp4,Negative,0.35574964,0.21011803,0.43413237
979114.mp4,Neutral,0.33606976,0.33249024,0.33143997
979015.mp4,Neutral,0.49237508,0.21458045,0.2930444
978916.mp4,Neutral,0.45746875,0.2370131,0.3055182
978817.mp4,Negative,0.33053008,0.3371488,0.33232108
978818.mp4,Neutral,0.33049557,0.33716497,0.3323394
978719.mp4,Neutral,0.3305476,0.3371413,0.33231115
978620.mp4,Negative,0.37350735,0.21323992,0.41325274
978521.mp4,Neutral,0.3305466,0.3371416,0.33231172
978522.mp4,Neutral,0.33321425,0.33636817,0.33041754
978423.mp4,Neutral,0.43464416,0.17229243,0.3930634
978324.mp4,Neutral,0.38501307,0.3039738,0.31101313
978225.mp4,Neutral,0.39422125,0.22211824,0.38366047
978126.mp4,Neutral,0.3305476,0.3371413,0.3323111
978027.mp4,Negative,0.3912161,0.19965017,0.4091337
977928.mp4,Neutral,0.33282718,0.2800524,0.3871204
977929.mp4,Positive,0.39245096,0.2663609,0.34118816
4038707.mp4,Neutral,0.43547332,0.2703647,0.29416198
4038698.mp4,Neutral,0.3626437,0.2919896,0.3453667
4038689.mp4,Neutral,0.4187574,0.24041754,0.34082505
40386710.mp4,Neutral,0.42658004,0.22410078,0.34931913
40386611.mp4,Positive,0.4356799,0.23933458,0.3249855
40386512.mp4,Positive,0.4544374,0.2554503,0.29011232
40386513.mp4,Positive,0.33054763,0.33714128,0.33231106
40386414.mp4,Positive,0.33054763,0.33714128,0.33231106
40386315.mp4,Neutral,0.3305476,0.3371413,0.33231115
40386216.mp4,Neutral,0.33054766,0.33714128,0.33231106
40386117.mp4,Neutral,0.33050913,0.33716166,0.33232927
40386018.mp4,Neutral,0.33054763,0.33714128,0.3323111
40386019.mp4,Positive,0.33054763,0.33714128,0.33231106
7578507.mp4,Positive,0.41573927,0.32276705,0.26149368
7578498.mp4,Neutral,0.32975474,0.33762437,0.33262086
7578489.mp4,Positive,0.38966456,0.29656088,0.31377456
75784810.mp4,Neutral,0.3305381,0.33714542,0.33231652
75784711.mp4,Neutral,0.40492126,0.29727772,0.297801
75784612.mp4,Negative,0.32977527,0.33763033,0.33259436
75784513.mp4,Neutral,0.36237764,0.33943203,0.29819041
75784414.mp4,Neutral,0.39738393,0.2826623,0.31995377
75784415.mp4,Positive,0.44256178,0.25273368,0.3047046
75784316.mp4,Neutral,0.32948264,0.33769116,0.33282623
75784217.mp4,Neutral,0.40564096,0.29898292,0.29537618
75784118.mp4,Neutral,0.33054757,0.3371413,0.33231112
75784019.mp4,Neutral,0.41209,0.28400254,0.30390745
75784020.mp4,Neutral,0.37013432,0.28417408,0.3456916
75783921.mp4,Neutral,0.4093136,0.2755771,0.31510928
75783822.mp4,Negative,0.34783417,0.2817015,0.37046432
75783723.mp4,Neutral,0.37926325,0.27504554,0.34569123
75783724.mp4,Negative,0.44417343,0.2621366,0.2936899
75783625.mp4,Neutral,0.39125112,0.273675,0.33507392
75783526.mp4,Positive,0.33054763,0.33714128,0.33231106
75783427.mp4,Neutral,0.4109865,0.25926295,0.32975057
75783328.mp4,Neutral,0.36573455,0.26637146,0.36789402
75783329.mp4,Neutral,0.34151557,0.31226638,0.34621805
75783230.mp4,Neutral,0.32891256,0.33806232,0.3330251
75783131.mp4,Neutral,0.33017528,0.3373521,0.33247268
75783032.mp4,Negative,0.4021258,0.27772403,0.32015014
75783033.mp4,Neutral,0.3305475,0.33714145,0.33231112
1194707.mp4,Negative,0.3305416,0.337144,0.33231434
1194698.mp4,Neutral,0.33054763,0.33714128,0.33231106
1194689.mp4,Neutral,0.33054763,0.33714128,0.33231106
11946810.mp4,Negative,0.4485739,0.2391882,0.31223792
11946711.mp4,Neutral,0.4452175,0.25900042,0.29578215
11946612.mp4,Neutral,0.46146384,0.24088977,0.29764637
11946513.mp4,Neutral,0.4576864,0.24902743,0.29328623
11946414.mp4,Neutral,0.33053824,0.3371455,0.33231622
11946415.mp4,Negative,0.3305364,0.3371463,0.3323173
11946316.mp4,Neutral,0.46046385,0.27768257,0.26185355
11946217.mp4,Positive,0.33054537,0.3371422,0.33231243
11946118.mp4,Positive,0.3305468,0.3371418,0.33231142
11946119.mp4,Neutral,0.33054763,0.33714125,0.33231106
11946020.mp4,Positive,0.416919,0.26307932,0.3200017
11945921.mp4,Positive,0.3684009,0.2984745,0.33312467
11945922.mp4,Neutral,0.33054575,0.3371419,0.3323124
11945823.mp4,Neutral,0.33018,0.33735952,0.33246052
11945724.mp4,Neutral,0.41983256,0.3154518,0.2647156
11945625.mp4,Neutral,0.45219797,0.2630862,0.28471577
11945626.mp4,Neutral,0.5093587,0.19289736,0.29774386
11945527.mp4,Neutral,0.33049378,0.338348,0.3311582
11945428.mp4,Neutral,0.44800043,0.24832799,0.30367166
5886737.mp4,Neutral,0.33054653,0.33714163,0.33231184
5886728.mp4,Neutral,0.32987887,0.33753636,0.33258477
5886719.mp4,Neutral,0.33054763,0.33714128,0.33231106
58867010.mp4,Neutral,0.52365994,0.21748647,0.25885358
58866911.mp4,Neutral,0.53056467,0.19362178,0.27581358
58866812.mp4,Positive,0.4683255,0.2765139,0.25516063
58866813.mp4,Neutral,0.42259398,0.30374226,0.27366376
58866714.mp4,Neutral,0.330349,0.33789778,0.33175313
58866615.mp4,Neutral,0.3299091,0.3373833,0.33270755
58866516.mp4,Positive,0.33051914,0.33750063,0.33198023
58866417.mp4,Neutral,0.44217697,0.27761853,0.28020453
58866318.mp4,Positive,0.33054763,0.33714128,0.33231106
58866319.mp4,Positive,0.33054763,0.33714128,0.33231112
58866220.mp4,Neutral,0.4226245,0.26704106,0.3103344
58866121.mp4,Neutral,0.3305475,0.33714134,0.33231118
