video_name,caption,emotion
-06_nJnhORg_0-5-rgb_front,"Always giving a little bit of Meta, a little loving kindness as you finish.",Positive
-06_nJnhORg_1-5-rgb_front,On the front leg you're going to be doing the outside.,Neutral
-06_nJnhORg_10-5-rgb_front,"And on the inside leg closest to you, you're going to be doing the inside.",Neutral
-06_nJnhORg_11-5-rgb_front,So we're going to start with the inside leg first.,Neutral
-06_nJnhORg_12-5-rgb_front,"Placing the palm, placing the palm and then start in a nice rocking fashion.",Positive
-06_nJnhORg_13-5-rgb_front,"Walking it up, rocking it down.",Neutral
-06_nJnhORg_14-5-rgb_front,"And you can do this as long or as short as the massage requires, time wise or your client's needs.",Positive
-06_nJnhORg_15-5-rgb_front,"Coming to the other one, and again, just in a nice rocking position.",Positive
-06_nJnhORg_16-5-rgb_front,If you like to find more about my services you can visit my website canineheadstart.com.,Positive
-06_nJnhORg_17-5-rgb_front,So that is one option. Another option is if you know your dog has fleas there is something called cap star and this is a product that is oral product.,Neutral
-06_nJnhORg_18-5-rgb_front,It works right away and it will actually kill all of the fleas that are on the dog for the next 24 hours and it start working in about 30 minutes.,Negative
-06_nJnhORg_19-5-rgb_front,So if you taken your dog to a place or a friends house or to a training school and you believe that there are fleas there and your dog may have gotten fleas this is a great product to use when you are about to leave before you bring your dog to your home.,Positive
-06_nJnhORg_2-5-rgb_front,Again this is a oral preventive and this is also a oral preventive.,Neutral
-06_nJnhORg_20-5-rgb_front,We are going to be talking about external flea prevention in the next video.,Neutral
-06_nJnhORg_21-5-rgb_front,So we are going to be talking about flea prevention in this short video clip.,Neutral
-06_nJnhORg_3-5-rgb_front,There are a number of products out there that you can use on your dog obviously one way to prevent fleas is not have you dog go out side but that is not really realistic.,Neutral
-06_nJnhORg_4_5-5-rgb_front,So we are going to be talking about products that you can use to prevent fleas.,Neutral
-06_nJnhORg_6_7-5-rgb_front,In the last of couple of years there has been a increase of different types of options out there that you can use.,Neutral
-06_nJnhORg_8-5-rgb_front,I'm just going to talk about three of the ones that are most commonly used and seems to be more effective.,Positive
-06_nJnhORg_9-5-rgb_front,So there is something called sentinel and this is a monthly tablet and sentinel actually prevents not only fleas but heart worm as well and the come individually wrap packages.,Positive
-08ZGCviCm4_0-5-rgb_front,The dogs typically like to eat them they are flavored so they chew them right up and what this does is it prevents the production of cottin so if a flea jumps on your dog bites your dog and ingest the blood meal then the blood meal would have the chemical ingredients of the sentinel when they lay there eggs they would not be able to produce cottin.,Positive
-08ZGCviCm4_1-5-rgb_front,cottion is the excess scalp of a flea so it doesn't kill the fleas but it prevents them from infesting or reproducing in your home.,Positive
-08ZGCviCm4_2-5-rgb_front,"Some of the days that are the hardest are when, you know, I start out first thing in the morning and things just, like I woke up on the wrong side of the bed, or...or whatever, you know, type of phrase you want to use.",Neutral
-08ZGCviCm4_3-5-rgb_front,But things just don't go right from the very beginning.,Neutral
-08ZGCviCm4_4-5-rgb_front,"I have lots of clients that want cleaning done Thursdays and Fridays, because they want it done right before the weekend.",Neutral
-08ZGCviCm4_5-5-rgb_front,So Thursdays are really jam-packed.,Neutral
-08ZGCviCm4_6-5-rgb_front,"I've got three very big jobs, three very big houses that have, you know, three and four bathrooms, and, just large houses...so, that makes for a really long day.",Neutral
-08ZGCviCm4_7-5-rgb_front,"And, I had one of those days where I just woke up and things just didn't want to go my way.",Neutral
-08ZGCviCm4_8-5-rgb_front,"So I...I continued to fight through it, fight through it...didn't feel real great.",Negative
-08ZGCviCm4_9-5-rgb_front,"So, got in the car, got to the first job, everything went, you know, okay....I was good, but I was still a little bit late.",Neutral
-0BynF9TSNI_1-5-rgb_front,"So, got to the next job, and, you know, moving right along, and I go out to get some cleaning supplies out of my car, and it's locked.",Neutral
-0BynF9TSNI_10-5-rgb_front,"And I go to get my keys out of my little supply box, and they weren't in there, so, I, you know, look around for my keys, and, sure enough, they are locked in my car and I have no extras.",Neutral
-0BynF9TSNI_11-5-rgb_front,"I have none at home, I have no extras, cause I have an extra key in my car, and I have my remote in my car.",Neutral
-0BynF9TSNI_12-5-rgb_front,"And, so, that was kind of tough.",Neutral
-0BynF9TSNI_13-5-rgb_front,"You get a late start, you, you know, get to the house and it's an extra big mess, and, you know, you just....one thing after the other just leads to a tough day of...of a long tough day working.",Negative
-0BynF9TSNI_2-5-rgb_front,"So, I, you know, I had to just fight through the cleaning, and had to have a lock-smith come out and open my doors, and I had to go to another job.",Negative
-0BynF9TSNI_4-5-rgb_front,"So, you know, sometimes when things just don't go your way...you know, you just have a rough day, and you go to bed that night and you hopefully wake up the next morning and.. and it's all better.",Positive
-0BynF9TSNI_5-5-rgb_front,"Generally, I...I will schedule two to three houses a day, and if I get a late start then, you know, of course, that just delays the next job, and then the next job, and then it can be seven or eight at night when I get home.",Neutral
-0BynF9TSNI_6-5-rgb_front,"And one thing that I like...I try not to do is to interfere with my client's family time as well. So, when I get a late start, and maybe I have a horrendous house that I had to clean and...and wasn't planning on it, then my day gets later and I start to intrude into their family time.",Neutral
-0BynF9TSNI_7-5-rgb_front,"And...and that makes it tough for me, I don't...I don't like to do that at all. So that's probably the hardest part, is, if I don't start my day right.",Neutral
-0BynF9TSNI_8-5-rgb_front,"So, I kind of have to mentally prepare myself for my day, so, that's probably the hardest day for me, is not preparing myself.",Neutral
-0BynF9TSNI_9-5-rgb_front,One of my toughest days are Thursdays.,Neutral
-0FA6OhxZSE_0-5-rgb_front,"Hello welcome my name is Julio Nutt and I am a master instructor of the Jim McLean Golf School in Miami, Florida.",Positive
-0FA6OhxZSE_10-5-rgb_front,In this clip I am going to talk about a great drill that is really going to help you to shift your weight forward.,Positive
-0FA6OhxZSE_11-5-rgb_front,In golf you have got to learn to shift your weight forward in order to hit the ball and transfer your weight into your left side.,Neutral
-0FA6OhxZSE_2-5-rgb_front,"But many amateurs when hitting the ball they hang to the right side, they get their arms really close and tight to their bodies and they have a lot of difficulty transferring their weight into their left side.",Negative
-0FA6OhxZSE_3-5-rgb_front,"Just using a shaft would be a great drill to use because when we're throwing something forward we're throwing a Frisbee, if we're throwing a ball the natural motion is to throw the weight with it.",Positive
-0FA6OhxZSE_4-5-rgb_front,"So right now I'm not going to think about hitting the golf ball, I'm going to think about throwing the shaft.",Neutral
-0FA6OhxZSE_5-5-rgb_front,So I'm going to get in my golf position and as I swing I am going to let the shot go as hard as I can and that is really going to help me develop the habit of throwing my weight.,Positive
-0FA6OhxZSE_6-5-rgb_front,That is a great tip that I give to a lot of my students.,Positive
-0FA6OhxZSE_7-5-rgb_front,When hitting the ball think about throwing the club and that is going to generate extension and weight transfer.,Neutral
-0FA6OhxZSE_8-5-rgb_front,This is Julio Nutt at the Jim McLean Golf School.,Neutral
-0FA6OhxZSE_9-5-rgb_front,Today I'm going to take you back into time and I'm going to show you one of my grandmother's favorite things to make the kids and that was sweet bruschetta.,Positive
-0JdYlTf9Y8_0_1-5-rgb_front,"This recipe what my grandmother use to do this and I hope you enjoy it, I hope you make it, it's really fun and fast.",Positive
-0JdYlTf9Y8_10-5-rgb_front,The kids will love you for it.,Positive
-0JdYlTf9Y8_11-5-rgb_front,"I'll show you the ingredients, utensils it's literally 15 minutes and it's done.",Neutral
-0JdYlTf9Y8_2-5-rgb_front,I hope you make it.,Positive
-0JdYlTf9Y8_3-5-rgb_front,Sweet bruschetta is just the mixing of different things chopped up and baked in the oven.,Positive
-0JdYlTf9Y8_4-5-rgb_front,But today we're going to show you one for the kids and especially the big kids like me.,Positive
-0JdYlTf9Y8_5-5-rgb_front,I mean this is nice.,Positive
-0JdYlTf9Y8_6-5-rgb_front,You're going to use a whole bunch of things like bananas is the main thing.,Positive
-0JdYlTf9Y8_7-5-rgb_front,"When you put in beneath that flame, it glazes and just comes out spectacular.",Neutral
-0JdYlTf9Y8_8-5-rgb_front,I'm going to show you all the ingredients of this recipe.,Neutral
-0JdYlTf9Y8_9-5-rgb_front,"This is at least 60, 70s years old I think.",Neutral
-0N0jbyBW6g_0-5-rgb_front,DAVID CLEMEN: Hi.,Neutral
-0N0jbyBW6g_1-5-rgb_front,"I'm left-handed but I played sports with right, so I do squeegee with the right hand.",Positive
-0N0jbyBW6g_10-5-rgb_front,"And so, that's squeegeeing the second color.",Neutral
-0N0jbyBW6g_11-5-rgb_front,"Alright, now that I've plopped my white paint, I'm going to pick up my favorite tool again.",Positive
-0N0jbyBW6g_2-5-rgb_front,And I'm just going to come in here and just kinda fill it out.,Neutral
-0N0jbyBW6g_3-5-rgb_front,"And now, when you mix the red and white in big areas, if it's too much red and you don't move it fast enough, you'll start to get pink so I want to try and keep the integrity of the white and I'm just going to move that fast, and see how--I don't know if you can see it, but since the paint has kind of dried quickly on this paint on the wood, it's already created a texture underneath of it.",Positive
-0N0jbyBW6g_4-5-rgb_front,"So, now, I'm getting this texture of the paint underneath of it.",Neutral
-0N0jbyBW6g_5-5-rgb_front,"So, I'm just going to come in here and do these big squeegee marks and not going to go too crazy with it.",Negative
-0N0jbyBW6g_6-5-rgb_front,And I'm not trying to cover up all the red.,Neutral
-0N0jbyBW6g_7-5-rgb_front,I'm just trying to get certain areas and show the white on the top of the red.,Positive
-0N0jbyBW6g_8-5-rgb_front,"And then, I can come in and I can actually just do almost like, I guess you would say it's like almost a karate chop or samurai swing to the right or left.",Positive
-0N0jbyBW6g_9-5-rgb_front,In this clip we're going to talk about how to buy a trophy. Most people will come into my show room and they'll ask me how much is a twenty inch trophy.,Neutral
-0ZqnVFv7eI_0-5-rgb_front,"So when it comes to buying a trophy, it's not how tall it is for the dollar.",Neutral
-0ZqnVFv7eI_1-5-rgb_front,"It's really, what you get for your dollar.",Neutral
-0ZqnVFv7eI_2-5-rgb_front,"And I say to them we don't sell trophies by the inch, and I give them this fine example here.",Neutral
-0ZqnVFv7eI_3-5-rgb_front,This is a forty-eight inch trophy.,Neutral
-0ZqnVFv7eI_4-5-rgb_front,If you go to any trophy store and they can offer you this forty-eight inch trophy for as little as $20.,Neutral
-0ZqnVFv7eI_5-5-rgb_front,"As you can see, if you were to buy a trophy by the inch, someone could sell you this and you wouldn't be very happy with it.",Negative
-0ZqnVFv7eI_6-5-rgb_front,So my recommendation is not to try and buy a trophy based on how tall it is but take into consideration the materials that it's made of.,Neutral
-0daC3SWCPQ_0-5-rgb_front,We use marble bases that are imported directly from Italy.,Neutral
-0daC3SWCPQ_1-5-rgb_front,We also put little felt dots on the bottom of the trophies and that keeps them from scratching your furniture when you get home.,Neutral
-0daC3SWCPQ_10-5-rgb_front,A lot of times people will try and save money in building a trophy by leaving out these little things.,Positive
-0daC3SWCPQ_11-5-rgb_front,Hello.,Neutral
-0daC3SWCPQ_12-5-rgb_front,We're going to be speaking about cross stitch craft kits today.,Neutral
-0daC3SWCPQ_13-5-rgb_front,My name is Daniel King.,Neutral
-0daC3SWCPQ_2-5-rgb_front,Thank you.,Positive
-0daC3SWCPQ_3-5-rgb_front,"My name is Daniel King, and I'm an experienced pattern maker, designer and sewer.",Neutral
-0daC3SWCPQ_4-5-rgb_front,Cross stitch craft kits are kits that you can order through many craft stores or art supply stores.,Neutral
-0daC3SWCPQ_5-5-rgb_front,These kits allow you to do different designs.,Neutral
-0daC3SWCPQ_6-5-rgb_front,"What the kit incorporates is a fabric background, usually the different colored threads, and a hoop for hooping and taut, to make the fabric taut.",Neutral
-0daC3SWCPQ_7-5-rgb_front,"With these designs you can make, typically, any type of plaque, maybe stockings for Christmas, or even portraits.",Neutral
-0daC3SWCPQ_8-5-rgb_front,It allows you to take these different threads and stitch one through the fabric and to follow along the design to create whatever design it is.,Neutral
-0daC3SWCPQ_9-5-rgb_front,"These kits are available in most craft stores, and it gives you some flexibility as to what kind of designs you like.",Positive
-0oP2H0vAGY_1-5-rgb_front,"Again, we're talking about cross stitch....cross stitch craft kits.",Neutral
-0oP2H0vAGY_10-5-rgb_front,"This is Robert Stewart, with Hill13.com.",Neutral
-0oP2H0vAGY_11-5-rgb_front,"Now, we're going to talk about some advanced tactics, and the importance of employing all that you've learned in terms of individual drilling, and all of the basic tactical awarenesses and skills you need to have, to function as a highly effective player.",Positive
-0oP2H0vAGY_12-5-rgb_front,"When you get into advance tactics, you're talking about a lot of teamwork.",Neutral
-0oP2H0vAGY_13-5-rgb_front,"You're talking about everyone on your team, having those individual skills down, and being able to use them in concert with one another, so we're going to be going over the taking of buildings, the defending of buildings, and the critical elements required tactically, to integrate a team together, and have them function as a single system, with a goal, where everyone on the team is working together.",Neutral
-0oP2H0vAGY_14-5-rgb_front,"A lot of what's required, is stressing the importance of communication.",Neutral
-0oP2H0vAGY_15-5-rgb_front,It's stressing the importance of maintaining your situational awareness.,Neutral
-0oP2H0vAGY_16-5-rgb_front,"Knowing what's happening with your other team members at all times, and inside of the shifting dynamics, having the tactical skills necessary, to support, defend, and be aggressive, at the same time.",Positive
-0oP2H0vAGY_17-5-rgb_front,Hello!,Neutral
-0oP2H0vAGY_18-5-rgb_front,We are Terry and Laura Neven.,Neutral
-0oP2H0vAGY_2-5-rgb_front,"When you teach your children at home, it allows you a greater opportunity to have time as a family.",Positive
-0oP2H0vAGY_3-5-rgb_front,One important reason for the benefit of home schooling is academic success.,Positive
-0oP2H0vAGY_4-5-rgb_front,Researh says that the average home school child is 1 to 2 grades levels above their public or private school peers.,Neutral
-0oP2H0vAGY_5-5-rgb_front,These are just some of the wonderful benefits why families home school.,Positive
-0oP2H0vAGY_6-5-rgb_front,I am the administrator of California educators and principal of Sunland Christian School.,Neutral
-0oP2H0vAGY_7-5-rgb_front,This clip we will talk about the benefits to home schooling.,Positive
-0oP2H0vAGY_8-5-rgb_front,Many families begin to home school not because of concerns of academics or because of concerns of the local public or private school because they are concerned about things relative to the family.,Neutral
-0oP2H0vAGY_9-5-rgb_front,Home schooling can provide a great opportunity for family unity.,Positive
-0sphqZT1eQ_1-5-rgb_front,"To do things together, to learn together and to grow together.",Neutral
-0sphqZT1eQ_2-5-rgb_front,In specifically Southern California there is a lot of issues relative to a flexibility of schedule.,Positive
-0sphqZT1eQ_3-5-rgb_front,It is important to understand that home schooling allows for great flexibility.,Positive
-0sphqZT1eQ_4-5-rgb_front,"Moms are already running around like chickens with their heads cut off, taxing kids here and there.",Neutral
-0sphqZT1eQ_5-5-rgb_front,"This is a great ""who dun it"" guessing game and you should use a minimum of 6-8 people.",Positive
-0sphqZT1eQ_6-5-rgb_front,When the murderer chooses they will choose a victim and kill them.,Negative
-0sphqZT1eQ_7-5-rgb_front,How they will do that is by shaking their hand and doing a little tickle inside.,Positive
-0sphqZT1eQ_8-5-rgb_front,So just scratching the inside of the hand but doing it very discreetly so that no one else sees when the victim has been killed.,Negative
-0sphqZT1eQ_9-5-rgb_front,"They have to shake three more hands just so that it's not obvious who killed them and then they get to choose a way they want to die nice, and big, and dramatic.",Neutral
-0yRaqY7nTE_0-5-rgb_front,"So if I was to kill David ""hi, how are you"", he's going to shake three more hands and on the third hand die.",Negative
-0yRaqY7nTE_1-5-rgb_front,"""Aahh"", good, then we have our victim dead lying on the floor and the rest of us have to try to figure out who killed him.",Negative
-0yRaqY7nTE_10-5-rgb_front,"Now again only the person running the game and the person that's dead knows, but the person that's dead can't say anything.",Negative
-0yRaqY7nTE_2-5-rgb_front,"So you vote and the majority wins so whoever you want to, its kind of a witch hunt at this point, you just pick and choose who you think might look suspicious and if that person actually is indeed the murderer lets say you say ""ah"", everyone agrees it was Joe, the person running the game knows if its Joe or not if it was Joe they say ""yes, you guys have won"", if its not they just say ""nope, that is not the murderer"", and you just, Joe has to die though and then the games goes again and again until either the murderer is killed every body off without being killed themselves or until they've been found out by the crowd.",Negative
-0yRaqY7nTE_3-5-rgb_front,And that's how you play murderer.,Negative
-0yRaqY7nTE_4-5-rgb_front,The more the merrier.,Positive
-0yRaqY7nTE_5-5-rgb_front,"What you do one, is choose one person who is just going to run the game.",Neutral
-0yRaqY7nTE_6-5-rgb_front,"They don't actually get to participate, so if you are playing this with kids maybe if you have an adult in the room they could choose to be the one running the game or just maybe an adult that doesn't feel like playing if its a group of adults they can run the game.",Neutral
-0yRaqY7nTE_7-5-rgb_front,"Basically, they are going to have all the adults close their eyes or kids close or cover your eyes and the person running the game will choose one person to be the murderer.",Negative
-0yRaqY7nTE_8-5-rgb_front,They just choose them by tapping them gently on the head.,Positive
-0yRaqY7nTE_9-5-rgb_front,That person is the murderer only they know it and the person running the game knows it.,Negative
-1KpdDGPCq4_0-5-rgb_front,Everybody's eyes open and the game begins.,Neutral
-1KpdDGPCq4_1-5-rgb_front,"You just start walking around the room shaking everybody's hands with a nice greeting ""hi, how are you"", ""hi, how are you"".",Positive
-1KpdDGPCq4_2-5-rgb_front,Today I'm going to teach you how to become a competitive baseball player.,Neutral
-1KpdDGPCq4_3-5-rgb_front,In this segment we're going to demonstrate batting practice with live pitching.,Neutral
-1KpdDGPCq4_4-5-rgb_front,"Now as oppose of the machine, the machine pitches automatic fastballs and an automatic curve balls going from one angle to one angle only.",Neutral
-1KpdDGPCq4_5-5-rgb_front,Life pitching determines more of a simulated angle of the game as the pitchers as hitters are seeing pitchers from various arm angles to where they can adjust to improve there hitting.,Positive
-1KpdDGPCq4_6-5-rgb_front,This makes to be a more effective hitting practice regiment than the machine.,Positive
-1PeVdIwiq0_1-8-rgb_front,The machine is mainly for timing for fastballs.,Neutral
-1PeVdIwiq0_10-8-rgb_front,"But as opposed to the live pitching you get various angles, live angles from an actual pitcher when hitting the ball.",Neutral
-1PeVdIwiq0_11-8-rgb_front,"Normally for a lefty, you would set this type of a L cage at this and have balls being thrown by a left handed pitcher on this end.",Positive
-1PeVdIwiq0_12-8-rgb_front,You can flip the machine over (flip the cage over) in order to throw the ball right handed.,Neutral
-1PeVdIwiq0_13-8-rgb_front,Hi.,Neutral
-1PeVdIwiq0_14-8-rgb_front,My name is Daniel Baldwin.,Neutral
-1PeVdIwiq0_15-8-rgb_front,"We also tow them, so if it's very inoperable and, or you just don't want to drive it in, you can have us come in and we'll tow the vehicle, then you can bring later in that title and we pay at that time.",Neutral
-1PeVdIwiq0_16-8-rgb_front,"I'm the general manager from Kurt's Auto Wrecking in American Fork, Utah.",Neutral
-1PeVdIwiq0_17-8-rgb_front,And today we're giving you information on selling your junk car in Tampa.,Positive
-1PeVdIwiq0_18-8-rgb_front,Now the best thing you can do first of all is to clear your car out with all the stuff that you would like and take your license plates off.,Positive
-1PeVdIwiq0_19-8-rgb_front,"Now next, there's many companies that you can sell your vehicle to.",Neutral
-1PeVdIwiq0_2-8-rgb_front,"In order to find those type of companies, you can get in the phone book and search, look under recycling centers or scrap yards or salvage yards.",Neutral
-1PeVdIwiq0_20-8-rgb_front,"Or, you can also go onto a web search like Google and type in any of those keywords again, and they will be able, and you'll pull up a bunch of scrap metal companies or recyclers, and they will be able to help you to find somewhere to sell those vehicles that are no longer operable or you just don't want anymore, and they're not worth a bunch of money.",Neutral
-1PeVdIwiq0_21-8-rgb_front,"Now, the best thing to do, again, is to have your title with you, and do not fill it out until you become on site so that we don't have any paperwork issues, and they're not any signatures in the wrong lines.",Neutral
-1PeVdIwiq0_22-8-rgb_front,And you come in and we pay you cash at the time you drop it off.,Negative
-1PeVdIwiq0_23-8-rgb_front,"All right, the drink we're about to make is called San Juan Cooler.",Neutral
-1PeVdIwiq0_24-8-rgb_front,Let's go ahead and put some ice in a glass.,Neutral
-1PeVdIwiq0_25-8-rgb_front,And measure out two ounces of rum.,Neutral
-1PeVdIwiq0_26-8-rgb_front,And follow that up with three fourths of an ounce of dry vermouth.,Neutral
-1PeVdIwiq0_3-8-rgb_front,And we'll just fill it up with pineapple juice.,Neutral
-1PeVdIwiq0_4-8-rgb_front,"And let's get our spoon, so if you find yourself in San Juan and the temperature is really getting to you, just really need something that's going to quench your thirst and cool you down, and at the same time maybe loosen you up a little bit, you can order the San Juan Cooler, or if you're just in a bar in Northern Idaho and decide you'd like a nice cocktail, you can order a San Juan Cooler there as well.",Positive
-1PeVdIwiq0_5-8-rgb_front,"Let's go ahead and garnish that with an orange and a cherry and that's it, bottoms up.",Neutral
-1PeVdIwiq0_6-8-rgb_front,Today we're going to be talking about buying a new car.,Neutral
-1PeVdIwiq0_7-8-rgb_front,"So just because a brand new car has never been titled, doesn't necessarily mean that you can't end up with a brand new car that has been titled and save yourself a bunch of money.",Positive
-1PeVdIwiq0_8-8-rgb_front,So find out whether you are really a new car buyer or maybe you're a used car buyer with the same model year with a few miles on it so that you can save yourself some money.,Positive
-1PeVdIwiq0_9-8-rgb_front,You can save upwards of 5 to 10 and even sometimes 20 thousand dollars on buying a new used car versus buying a brand new car without an MOS.,Positive
-1Uik-vwQoc_0-5-rgb_front,So find out whether or not you're really a new car buyer.,Neutral
-1Uik-vwQoc_1-5-rgb_front,"When it comes to buying a new car, remember, its ok to say no.",Neutral
-1Uik-vwQoc_2-5-rgb_front,"Just 'cause they ask you to pay a certain amount of money for a car, doesn't mean that you have to.",Neutral
-1Uik-vwQoc_3-5-rgb_front,Sometimes the best tactic to buying a new car is getting up and leaving.,Positive
-1Uik-vwQoc_4-5-rgb_front,"If they say they can't sell you the car and they really can't, then they won't, but there's no reason why you can't come back tomorrow and try again, but if they come chasing you out the door and they say ok ok we want to sell you the car, then you can feel like you got a good deal.",Positive
-1Uik-vwQoc_5-5-rgb_front,"When buying a new car, don't be afraid to ask your dealership to allow them to allow you to look at the invoice.",Positive
-1Uik-vwQoc_6-5-rgb_front,"That's what they paid for the car and nine times out of ten, the dealership will be willing to share that information with you in order for you to make an educated decision.",Neutral
-1Uik-vwQoc_7-5-rgb_front,In this segment we're talk about negotiating on a new car.,Neutral
-1Uik-vwQoc_8-5-rgb_front,"If you know how much they paid for a car, then you're willing to offer them a little bit more than what they paid for the car, usually they'll be willing to sell it to.",Neutral
-1Uik-vwQoc_9-5-rgb_front,"Also remember that when buying a new car, depending on how many days its been in their inventory, they may be motivated to sell that particular car than not.",Positive
-1XUnputrgk_0-5-rgb_front,So don't be afraid to ask if you can purchase the car that is many days in stock so that they'll be willing to give you a better car deal.,Positive
-1XUnputrgk_1-5-rgb_front,"Remember, just because buying a car at invoice is what the dealership does, doesn't mean you have to.",Neutral
-1XUnputrgk_10-5-rgb_front,"You can always buy the car for below invoice, especially if that dealership's had that car in stock for more than 300 days.",Neutral
-1XUnputrgk_11-5-rgb_front,"Remember, don't be afraid to ask.",Neutral
-1XUnputrgk_12-5-rgb_front,Negotiating is why you're there.,Neutral
-1XUnputrgk_13-5-rgb_front,"Its easy to buy a new car, 'cause they'll either tell you yes you can buy it for that, or no you can't.",Positive
-1XUnputrgk_14-5-rgb_front,The manufacturers is the one that determines what the car costs.,Neutral
-1XUnputrgk_15-5-rgb_front,The dealership buys the car from the manufacturer and there are many websites out there that tell you what the actual cost of the car is.,Neutral
-1XUnputrgk_16-5-rgb_front,"Once you determine how much that car costs, its up to the dealership whether to sell you the car for that, for less than that, or for more than that.",Neutral
-1XUnputrgk_17-5-rgb_front,"Depending on the desirability of that new car, which means how hot it is in the market, that's exactly what's going to determine whether you get a great deal on your new car purchase or not necessarily a great deal.",Neutral
-1XUnputrgk_18-5-rgb_front,"Always remember that the difference between a new car and a used car is that a new car has an MSO, which is the Manufacture Certificate of Origin.",Neutral
-1XUnputrgk_19-5-rgb_front,"The minute that you purchase that new car though, it becomes titled and then it becomes a used car.",Neutral
-1XUnputrgk_2-5-rgb_front,"I'm Cooie Grey-Lavin and in this clip, I'll show you how to use unique headstones to customize your yard.",Neutral
-1XUnputrgk_20-5-rgb_front,"Another way to add interest to your yard, in our family we make little headstones for all our dogs that have died.",Neutral
