timestamp,annotator_id,video_name,original_sentiment,presentation_mode,human_rating,is_audio_bad,wer_score
2025-12-02 13:01:39,Daniele,7981687.mp4,-3,TEXT_ONLY,0,False,0.0
2025-12-02 13:01:49,Daniele,25328.mp4,-2,TEXT_ONLY,-3,False,0.0
2025-12-02 13:02:00,Daniele,7422.mp4,-2,AUDIO_ONLY,0,False,0.0
2025-12-02 13:02:10,Daniele,31655481.mp4,3,TEXT_ONLY,2,False,0.0
2025-12-02 13:02:13,Daniele,17077.mp4,-1,TEXT_ONLY,-2,False,0.0
2025-12-02 13:02:34,Daniele,1539625.mp4,-2,AUDIO_ONLY,-1,False,0.0
2025-12-02 13:02:47,Daniele,8638.mp4,-3,AUDIO_ONLY,-1,False,0.1
2025-12-02 13:02:58,Daniele,26827419.mp4,-1,TEXT_ONLY,0,False,0.0
2025-12-02 13:03:04,Daniele,3378363.mp4,-2,TEXT_ONLY,-1,False,0.0
2025-12-02 13:03:19,Daniele,9956.mp4,2,AUDIO_ONLY,-1,False,0.0
2025-12-02 13:03:29,Daniele,7321.mp4,-2,AUDIO_ONLY,0,False,0.0
2025-12-02 13:03:42,Daniele,338228.mp4,-2,AUDIO_ONLY,-1,False,0.0
2025-12-02 13:04:00,Daniele,1540612.mp4,1,TEXT_ONLY,-1,False,0.0667
2025-12-02 13:04:13,Daniele,8638.mp4,-3,TEXT_ONLY,-3,False,0.1
2025-12-02 13:04:19,Daniele,31660612.mp4,-1,TEXT_ONLY,-2,False,0.0
2025-12-02 13:04:37,Daniele,5572413.mp4,3,AUDIO_ONLY,0,False,0.0
2025-12-02 13:04:46,Daniele,29525.mp4,-3,TEXT_ONLY,-2,False,0.0588
2025-12-02 13:05:02,Daniele,64778101.mp4,2,AUDIO_ONLY,2,False,0.0286
2025-12-02 13:05:06,Daniele,31655186.mp4,-2,TEXT_ONLY,-2,False,0.0
2025-12-02 13:05:16,Daniele,24363254.mp4,2,AUDIO_ONLY,0,False,0.0
2025-12-02 13:05:26,Daniele,26827419.mp4,-1,AUDIO_ONLY,0,False,0.0
2025-12-02 13:05:31,Daniele,3380826.mp4,-2,TEXT_ONLY,-2,False,0.0
2025-12-02 13:05:35,Daniele,5989857.mp4,3,TEXT_ONLY,3,False,0.0
2025-12-02 13:06:04,Daniele,64778101.mp4,2,TEXT_ONLY,1,False,0.0286
2025-12-02 13:06:13,Daniele,7986027.mp4,-1,AUDIO_ONLY,-1,False,0.0
2025-12-02 13:06:21,Daniele,5572412.mp4,2,TEXT_ONLY,1,False,0.0
2025-12-02 13:06:34,Daniele,5572412.mp4,2,AUDIO_ONLY,0,False,0.0
2025-12-02 13:07:28,Daniele,8399614.mp4,-2,TEXT_ONLY,-2,False,0.0
2025-12-02 13:07:46,Daniele,255946.mp4,-1,TEXT_ONLY,-1,False,0.0
2025-12-02 13:08:02,Daniele,24363254.mp4,2,TEXT_ONLY,-1,False,0.0
2025-12-02 13:08:06,Daniele,2682838.mp4,-2,TEXT_ONLY,-2,False,0.0
2025-12-02 13:08:13,Daniele,1539625.mp4,-2,TEXT_ONLY,-1,False,0.0
2025-12-02 13:08:26,Daniele,1540612.mp4,1,AUDIO_ONLY,-1,False,0.0667
2025-12-02 13:08:42,Daniele,2682838.mp4,-2,AUDIO_ONLY,-2,False,0.0
2025-12-02 13:08:57,Daniele,8436.mp4,-2,AUDIO_ONLY,-3,False,0.0
2025-12-02 13:09:01,Daniele,845270.mp4,3,TEXT_ONLY,1,False,0.0
2025-12-02 13:09:11,Daniele,844762.mp4,-1,AUDIO_ONLY,1,False,0.1
2025-12-02 13:09:23,Daniele,6814.mp4,3,AUDIO_ONLY,1,False,0.0
2025-12-02 13:09:28,Daniele,1575.mp4,3,TEXT_ONLY,2,False,0.0
2025-12-02 13:09:52,Daniele,7987410.mp4,-3,TEXT_ONLY,-2,False,0.0909
2025-12-02 13:10:19,Daniele,174050.mp4,-1,AUDIO_ONLY,0,False,0.0
2025-12-02 13:10:25,Daniele,84088.mp4,-1,TEXT_ONLY,1,False,0.0
2025-12-02 13:10:35,Daniele,844255.mp4,-2,AUDIO_ONLY,-3,False,0.0
2025-12-02 13:10:39,Daniele,8436.mp4,-2,TEXT_ONLY,-3,False,0.0
2025-12-02 13:10:54,Daniele,31655481.mp4,3,AUDIO_ONLY,2,False,0.0
2025-12-02 13:11:00,Daniele,845472.mp4,1,TEXT_ONLY,2,False,0.0
2025-12-02 13:11:05,Daniele,3380334.mp4,-2,TEXT_ONLY,-2,False,0.0
2025-12-02 13:11:09,Daniele,6814.mp4,3,TEXT_ONLY,3,False,0.0
2025-12-02 13:11:16,Daniele,844356.mp4,-1,TEXT_ONLY,0,False,0.0
2025-12-02 13:11:23,Daniele,7119.mp4,3,TEXT_ONLY,2,False,0.0
2025-12-02 13:11:49,Daniele,257368.mp4,-2,TEXT_ONLY,-3,False,0.04
2025-12-02 13:12:03,Daniele,26827321.mp4,-2,AUDIO_ONLY,-3,False,0.0
