video_name,true_label,predicted_label,confidence,caption,prob_negative,prob_neutral,prob_positive,audio_generated,duration
28816.mp4,Positive,Positive,0.9712687975966784,,0.0122934818187838,0.0164377205845376,0.9712687975966784,True,14.066666666666666
29019.mp4,Positive,Positive,0.8509890990631831,,0.0045026087826019,0.1445082921542149,0.8509890990631831,True,14.346666666666666
29423.mp4,Negative,Negative,0.6742944850535296,,0.6742944850535296,0.2556886037931114,0.070016911153359,True,5.6
29525.mp4,Negative,Negative,0.7012493214395125,,0.7012493214395125,0.2231619190399081,0.0755887595205793,True,11.88
29626.mp4,Negative,Negative,0.6545051846554324,,0.6545051846554324,0.2792356727597831,0.0662591425847844,True,7.666666666666667
29931.mp4,Negative,Negative,0.6959362879443489,,0.6959362879443489,0.2280837346087078,0.0759799774469433,True,12.84
30438.mp4,Positive,Positive,0.9682169794507338,,0.01444716532498,0.0173358552242861,0.9682169794507338,True,5.16
84088.mp4,Negative,Positive,0.7652573005827654,,0.0041633024195216,0.2305793969977129,0.7652573005827654,True,4.12
841111.mp4,Positive,Positive,0.8446638091333848,,0.0051647343619527,0.1501714565046624,0.8446638091333848,True,6.6
841314.mp4,Positive,Positive,0.881120189294556,,0.0058956475113969,0.112984163194047,0.881120189294556,True,6.28
841618.mp4,Negative,Positive,0.9634124790024172,,0.0118865924847508,0.0247009285128319,0.9634124790024172,True,5.666666666666667
841720.mp4,Positive,Positive,0.96014406625613,,0.0111938570343721,0.0286620767094979,0.96014406625613,True,7.986666666666666
841821.mp4,Positive,Positive,0.9476649523388156,,0.0065321432945372,0.0458029043666471,0.9476649523388156,True,10.813333333333333
842226.mp4,Negative,Positive,0.9631615526233976,,0.0118832883122908,0.0249551590643114,0.9631615526233976,True,12.533333333333333
842327.mp4,Positive,Positive,0.968440591533393,,0.0082178974680749,0.023341510998532,0.968440591533393,True,7.733333333333333
843443.mp4,Positive,Positive,0.9643439841876288,,0.008635080627582,0.0270209351847893,0.9643439841876288,True,5.16
844052.mp4,Positive,Positive,0.9077977734978387,,0.0045106571715121,0.0876915693306492,0.9077977734978387,True,3.9066666666666667
844153.mp4,Positive,Positive,0.8253280704282143,,0.0046121897261138,0.1700597398456717,0.8253280704282143,True,7.773333333333333
844255.mp4,Negative,Negative,0.6929789700976633,,0.6929789700976633,0.2303706655766786,0.0766503643256579,True,14.72
844356.mp4,Negative,Positive,0.8463814557514531,,0.0037721273436984,0.1498464169048484,0.8463814557514531,True,6.733333333333333
844457.mp4,Positive,Positive,0.9067480880694776,,0.0048364803808421,0.0884154315496802,0.9067480880694776,True,7.706666666666667
844458.mp4,Negative,Positive,0.9202520549358983,,0.0090629168125658,0.0706850282515359,0.9202520549358983,True,8.413333333333334
844762.mp4,Negative,Positive,0.7515397476596211,,0.0028820123160279,0.2455782400243509,0.7515397476596211,True,5.1466666666666665
844864.mp4,Negative,Positive,0.965404690135166,,0.009895067253382,0.0247002426114519,0.965404690135166,True,8.426666666666666
845270.mp4,Positive,Positive,0.8446980762095203,,0.004392390494823,0.1509095332956566,0.8446980762095203,True,2.2933333333333334
845472.mp4,Positive,Positive,0.97247851902619,,0.0119554114979434,0.0155660694758667,0.97247851902619,True,9.506666666666666
845473.mp4,Positive,Positive,0.942262177266792,,0.0080849132976878,0.0496529094355201,0.942262177266792,True,14.72
845574.mp4,Negative,Negative,0.6696072245892483,,0.6696072245892483,0.260909158274666,0.0694836171360856,True,10.08
845675.mp4,Positive,Positive,0.9730441787924434,,0.010425412322547,0.0165304088850094,0.9730441787924434,True,13.72
845676.mp4,Negative,Positive,0.8714216025320063,,0.0056988762718459,0.1228795211961477,0.8714216025320063,True,5.04
845878.mp4,Positive,Positive,0.9701676161411538,,0.0140018618732352,0.015830521985611,0.9701676161411538,True,14.466666666666667
557229.mp4,Positive,Positive,0.7977412847109039,,0.0045245090285779,0.1977342062605181,0.7977412847109039,True,1.88
5572412.mp4,Positive,Positive,0.9711158894407164,,0.0123053055339127,0.0165788050253708,0.9711158894407164,True,4.666666666666667
5572413.mp4,Positive,Positive,0.9557844669007372,,0.0105252057328553,0.0336903273664074,0.9557844669007372,True,7.973333333333334
5572615.mp4,Negative,Positive,0.6282400383707856,,0.0021147005623975,0.3696452610668169,0.6282400383707856,True,7.306666666666667
5572716.mp4,Positive,Positive,0.9678708099205574,,0.013407050083827,0.0187221399956154,0.9678708099205574,True,13.986666666666666
5572717.mp4,Positive,Positive,0.9530542830508096,,0.0070668752866837,0.0398788416625068,0.9530542830508096,True,6.04
7343510.mp4,Positive,Positive,0.839799084143994,,0.0047219644465908,0.1554789514094151,0.839799084143994,True,6.226666666666667
7343915.mp4,Negative,Negative,0.6942935643462803,,0.6942935643462803,0.2356782793495044,0.0700281563042152,True,5.48
7700328.mp4,Positive,Positive,0.9679717980108248,,0.0112955213443959,0.0207326806447792,0.9679717980108248,True,13.4
7987410.mp4,Negative,Negative,0.6712567155490446,,0.6712567155490446,0.2592254182252169,0.0695178662257385,True,11.0
7986817.mp4,Positive,Positive,0.9709796654918242,,0.0174326966845119,0.0115876378236638,0.9709796654918242,True,12.64
7986818.mp4,Positive,Positive,0.9687607300470612,,0.0110021122099959,0.0202371577429426,0.9687607300470612,True,8.666666666666666
7986324.mp4,Positive,Positive,0.9411644032596328,,0.0066624889258508,0.0521731078145164,0.9411644032596328,True,5.48
7986027.mp4,Negative,Negative,0.6844055364083607,,0.6844055364083607,0.2520146412549673,0.063579822336672,True,1.88
7985731.mp4,Negative,Negative,0.6941725440603377,,0.6941725440603377,0.2387088126356625,0.0671186433039997,True,5.266666666666667
7984743.mp4,Positive,Positive,0.7071091904759956,,0.0036605649979682,0.2892302445260361,0.7071091904759956,True,13.52
7984644.mp4,Positive,Positive,0.9388853654270992,,0.0074779707978785,0.0536366637750222,0.9388853654270992,True,4.16
7983954.mp4,Negative,Neutral,0.5794890075586282,,0.2439171575209217,0.5794890075586282,0.1765938349204501,True,5.56
7983658.mp4,Negative,Positive,0.9178010985807648,,0.0052910490255385,0.0769078523936966,0.9178010985807648,True,11.32
7983461.mp4,Negative,Negative,0.6423332154527456,,0.6423332154527456,0.3001135151475912,0.0575532693996632,True,2.6
7983363.mp4,Positive,Positive,0.970321181500424,,0.0101571180940509,0.0195217004055249,0.970321181500424,True,2.56
7983165.mp4,Negative,Negative,0.6860063453095372,,0.6860063453095372,0.2439710634793311,0.0700225912111314,True,3.1333333333333333
7982377.mp4,Neutral,Positive,0.9555572811260188,,0.0093435031470321,0.0350992157269491,0.9555572811260188,True,5.506666666666667
7981687.mp4,Negative,Neutral,0.7022527917994088,,0.1983665485224243,0.7022527917994088,0.0993806596781668,True,2.5733333333333333
7981589.mp4,Negative,Neutral,0.739340760332767,,0.0238150213402581,0.739340760332767,0.2368442183269749,True,9.733333333333333
7981490.mp4,Positive,Positive,0.922654659849708,,0.0063567944256492,0.0709885457246427,0.922654659849708,True,7.1066666666666665
7981194.mp4,Negative,Positive,0.7808386841384015,,0.0039433427371016,0.2152179731244967,0.7808386841384015,True,11.12
7980898.mp4,Negative,Negative,0.6638060077539071,,0.6638060077539071,0.2679569221954782,0.0682370700506146,True,8.026666666666667
7980799.mp4,Negative,Negative,0.6957702876311257,,0.6957702876311257,0.2350643635234021,0.0691653488454721,True,7.626666666666667
79797114.mp4,Positive,Positive,0.879661494734295,,0.0045185636168545,0.1158199416488504,0.879661494734295,True,7.253333333333333
79792122.mp4,Positive,Neutral,0.579531466896131,,0.2784406848210536,0.579531466896131,0.1420278482828154,True,8.453333333333333
79791123.mp4,Positive,Positive,0.9658215025413748,,0.0109559977605839,0.0232224996980413,0.9658215025413748,True,7.013333333333334
5873528.mp4,Negative,Negative,0.5900363778781249,,0.5900363778781249,0.339752282448947,0.070211339672928,True,9.306666666666667
58734811.mp4,Negative,Negative,0.6862019874058229,,0.6862019874058229,0.2432116400876212,0.0705863725065557,True,9.186666666666667
58734712.mp4,Negative,Negative,0.6831840054637409,,0.6831840054637409,0.2458568235328285,0.0709591710034306,True,5.64
58734613.mp4,Negative,Negative,0.680590989669717,,0.680590989669717,0.2510774310755302,0.0683315792547527,True,8.653333333333334
58734317.mp4,Negative,Negative,0.5451053373497343,,0.5451053373497343,0.3996263309328199,0.0552683317174457,True,7.8133333333333335
58734020.mp4,Negative,Negative,0.687243751664627,,0.687243751664627,0.2437514123599451,0.0690048359754277,True,5.426666666666667
58733526.mp4,Negative,Negative,0.661131426844728,,0.661131426844728,0.2714302275777664,0.0674383455775053,True,13.52
17077.mp4,Negative,Negative,0.6877586491939317,,0.6877586491939317,0.2476227855527213,0.0646185652533469,True,3.7866666666666666
171111.mp4,Positive,Positive,0.971359986411811,,0.0160950257635321,0.0125449878246568,0.971359986411811,True,3.76
171820.mp4,Negative,Positive,0.9138325073191346,,0.0059341352723447,0.0802333574085205,0.9138325073191346,True,5.0
172022.mp4,Positive,Positive,0.9659296988069754,,0.0104803836594792,0.0235899175335452,0.9659296988069754,True,4.56
172529.mp4,Neutral,Positive,0.8795279993993794,,0.0050446168553065,0.1154273837453139,0.8795279993993794,True,6.986666666666666
172630.mp4,Neutral,Negative,0.6821866645699929,,0.6821866645699929,0.2507931384448306,0.0670201969851765,True,13.586666666666666
172732.mp4,Negative,Negative,0.6618100058793457,,0.6618100058793457,0.2753368224951241,0.0628531716255303,True,5.986666666666666
173036.mp4,Negative,Negative,0.6437919085054895,,0.6437919085054895,0.2956132755546471,0.0605948159398632,True,2.7333333333333334
173340.mp4,Negative,Negative,0.6528815474100698,,0.6528815474100698,0.2817576739161552,0.0653607786737749,True,8.053333333333333
173441.mp4,Negative,Neutral,0.4841800884778564,,0.4590894318227039,0.4841800884778564,0.0567304796994398,True,5.32
173442.mp4,Negative,Negative,0.6836490660401252,,0.6836490660401252,0.2474580178108231,0.0688929161490516,True,13.68
173543.mp4,Negative,Negative,0.6734256809507113,,0.6734256809507113,0.2569201651858077,0.0696541538634809,True,4.346666666666667
173745.mp4,Negative,Negative,0.6272251313843132,,0.6272251313843132,0.3163353787296364,0.0564394898860503,True,1.7733333333333334
173949.mp4,Negative,Neutral,0.721556313948035,,0.2244268289165921,0.721556313948035,0.0540168571353728,True,14.586666666666666
174050.mp4,Negative,Neutral,0.7501961315039518,,0.1881914628814681,0.7501961315039518,0.06161240561458,True,10.64
840018.mp4,Positive,Positive,0.97474352967644,,0.0127082892820947,0.0125481810414652,0.97474352967644,True,8.266666666666667
8399614.mp4,Negative,Negative,0.6825533206867075,,0.6825533206867075,0.2534924040996926,0.0639542752135998,True,2.92
8398627.mp4,Negative,Negative,0.6429112584422436,,0.6429112584422436,0.2943133092652144,0.062775432292542,True,14.426666666666666
8398331.mp4,Negative,Negative,0.6852693516316255,,0.6852693516316255,0.2458148580769732,0.0689157902914014,True,12.893333333333333
8397936.mp4,Negative,Positive,0.968011764987993,,0.0103510048533306,0.0216372301586763,0.968011764987993,True,11.053333333333333
8397838.mp4,Negative,Neutral,0.4644142188490803,,0.462003254974567,0.4644142188490803,0.0735825261763526,True,13.92
8397050.mp4,Positive,Positive,0.8031554984943794,,0.0051078061700564,0.1917366953355641,0.8031554984943794,True,13.986666666666666
8396754.mp4,Negative,Negative,0.6293125181729625,,0.6293125181729625,0.3143280387841135,0.0563594430429238,True,14.16
8396064.mp4,Positive,Positive,0.9724649524102768,,0.010454196604324,0.0170808509853992,0.9724649524102768,True,10.68
8395966.mp4,Negative,Negative,0.5484467905899176,,0.5484467905899176,0.3937351174725892,0.0578180919374931,True,9.626666666666667
8395867.mp4,Positive,Positive,0.9696545247220753,,0.0137841174388021,0.0165613578391225,0.9696545247220753,True,13.053333333333333
8395670.mp4,Negative,Negative,0.5029671878614007,,0.5029671878614007,0.439617916064439,0.0574148960741603,True,13.72
8395473.mp4,Negative,Negative,0.6488002371055352,,0.6488002371055352,0.2819871960680723,0.0692125668263924,True,13.706666666666667
338228.mp4,Negative,Negative,0.6575277943359226,,0.6575277943359226,0.274725969313781,0.0677462363502962,True,7.693333333333333
3382011.mp4,Negative,Negative,0.6729580600302817,,0.6729580600302817,0.2610802589197493,0.0659616810499688,True,6.226666666666667
3381912.mp4,Negative,Negative,0.6506793604114065,,0.6506793604114065,0.279319667848417,0.0700009717401764,True,7.653333333333333
3381715.mp4,Positive,Positive,0.5202561566412783,,0.00268706540215,0.4770567779565716,0.5202561566412783,True,5.626666666666667
3380826.mp4,Negative,Negative,0.6814482239440351,,0.6814482239440351,0.2482245094161126,0.0703272666398522,True,6.8933333333333335
3380727.mp4,Negative,Negative,0.6758930687892726,,0.6758930687892726,0.2536201442125887,0.0704867869981386,True,4.746666666666667
3380433.mp4,Negative,Negative,0.6503811703276633,,0.6503811703276633,0.2836523443805196,0.0659664852918171,True,6.346666666666667
3380334.mp4,Negative,Negative,0.6792215201750246,,0.6792215201750246,0.2513394751992381,0.0694390046257372,True,6.52
3379644.mp4,Positive,Positive,0.9594951492736048,,0.0088198369023142,0.0316850138240808,0.9594951492736048,True,10.76
3379053.mp4,Positive,Positive,0.8732460605515476,,0.0045255309841816,0.1222284084642707,0.8732460605515476,True,6.666666666666667
3378954.mp4,Positive,Positive,0.7932797253903158,,0.0033841003235309,0.2033361742861533,0.7932797253903158,True,7.733333333333333
3378363.mp4,Negative,Negative,0.6770461296802577,,0.6770461296802577,0.2505504502707059,0.0724034200490362,True,8.426666666666666
3378264.mp4,Negative,Negative,0.6714481544863529,,0.6714481544863529,0.2579174477439023,0.0706343977697449,True,6.12
8841.mp4,Positive,Positive,0.9702714419453052,,0.0112668005301357,0.018461757524559,0.9702714419453052,True,14.28
6814.mp4,Positive,Positive,0.972857726357474,,0.0109392303883472,0.0162030432541787,0.972857726357474,True,7.773333333333333
7119.mp4,Positive,Positive,0.9684261579186876,,0.0101756612665217,0.0213981808147908,0.9684261579186876,True,9.053333333333333
7321.mp4,Negative,Negative,0.6849914338493254,,0.6849914338493254,0.2440510250263395,0.0709575411243351,True,9.786666666666667
7422.mp4,Negative,Negative,0.6901089308328909,,0.6901089308328909,0.239797178494912,0.0700938906721969,True,8.853333333333333
8436.mp4,Negative,Negative,0.6877544267338428,,0.6877544267338428,0.2446416017894823,0.0676039714766748,True,6.48
8638.mp4,Negative,Negative,0.6899641114823103,,0.6899641114823103,0.2373113549719794,0.0727245335457103,True,10.6
9956.mp4,Positive,Positive,0.9556060616733036,,0.0097031816536496,0.0346907566730467,0.9556060616733036,True,4.706666666666667
362.mp4,Negative,Negative,0.6691529910839694,,0.6691529910839694,0.2687494415169159,0.0620975673991145,True,9.266666666666667
1372.mp4,Positive,Positive,0.9675241427294804,,0.0175444208697462,0.0149314364007734,0.9675241427294804,True,11.92
1575.mp4,Positive,Positive,0.969840146738642,,0.0164298978621361,0.0137299553992218,0.969840146738642,True,2.8933333333333335
1677.mp4,Negative,Negative,0.6752819689428485,,0.6752819689428485,0.2595880295156909,0.0651300015414605,True,4.346666666666667
2590.mp4,Positive,Positive,0.9743594608131874,,0.0129204820602714,0.0127200571265411,0.9743594608131874,True,5.92
3098.mp4,Positive,Positive,0.9567669727191254,,0.0075327201643377,0.0357003071165369,0.9567669727191254,True,3.7066666666666666
32100.mp4,Negative,Positive,0.931144319807318,,0.0061854773580622,0.0626702028346197,0.931144319807318,True,12.28
24363254.mp4,Positive,Neutral,0.579247605927513,,0.0031277643709335,0.579247605927513,0.4176246297015535,True,12.773333333333333
24480520.mp4,Negative,Neutral,0.5351604523213779,,0.0106974981116073,0.5351604523213779,0.4541420495670148,True,10.413333333333334
29052074.mp4,Negative,Negative,0.6862216336176734,,0.6862216336176734,0.2402467450179755,0.0735316213643509,True,13.92
64778101.mp4,Positive,Positive,0.9390961004496252,,0.0081077324702134,0.0527961670801614,0.9390961004496252,True,13.64
65086412.mp4,Negative,Positive,0.9597017415096408,,0.0101622993096616,0.0301359591806976,0.9597017415096408,True,10.28
65174582.mp4,Negative,Neutral,0.5993537761676487,,0.0047168163486048,0.5993537761676487,0.3959294074837464,True,14.586666666666666
66058307.mp4,Negative,Negative,0.6196132124524991,,0.6196132124524991,0.3156359499189016,0.0647508376285991,True,10.493333333333334
31660612.mp4,Negative,Negative,0.6681849151233079,,0.6681849151233079,0.2604357341330464,0.0713793507436457,True,6.706666666666667
31660216.mp4,Negative,Negative,0.6912094468095671,,0.6912094468095671,0.234567689979993,0.0742228632104399,True,5.24
31659327.mp4,Positive,Positive,0.970123119863484,,0.0098143141087141,0.0200625660278018,0.970123119863484,True,3.1333333333333333
31658341.mp4,Negative,Neutral,0.6834686881172053,,0.0777009384310299,0.6834686881172053,0.2388303734517647,True,5.4
31657848.mp4,Negative,Negative,0.6380657952690593,,0.6380657952690593,0.3048492530392154,0.0570849516917251,True,2.5733333333333333
31657650.mp4,Positive,Positive,0.967481939493641,,0.0129219529733708,0.0195961075329881,0.967481939493641,True,7.693333333333333
31657453.mp4,Negative,Negative,0.6897811047133835,,0.6897811047133835,0.2399511889341382,0.0702677063524782,True,5.08
31656468.mp4,Positive,Positive,0.9597056246875606,,0.010115555110604,0.0301788202018353,0.9597056246875606,True,7.053333333333334
31655777.mp4,Positive,Neutral,0.7356733653495412,,0.0317391508693796,0.7356733653495412,0.232587483781079,True,2.92
31655778.mp4,Positive,Positive,0.9467649508639308,,0.0061541476676108,0.0470809014684583,0.9467649508639308,True,5.84
31655481.mp4,Positive,Positive,0.9661825254020492,,0.0089596409255454,0.0248578336724054,0.9661825254020492,True,8.573333333333334
31655186.mp4,Negative,Negative,0.6563461978076008,,0.6563461978076008,0.2741005977450681,0.0695532044473311,True,11.533333333333333
31655087.mp4,Negative,Negative,0.6921038777661902,,0.6921038777661902,0.227490087661361,0.0804060345724487,True,8.866666666666667
31655088.mp4,Positive,Positive,0.9668310009760276,,0.0125616956529286,0.0206073033710436,0.9668310009760276,True,8.146666666666667
36918922.mp4,Positive,Positive,0.9713747854430528,,0.0147567304212676,0.0138684841356794,0.9713747854430528,True,9.426666666666666
1470684.mp4,Negative,Positive,0.9045686086873692,,0.0079824149382701,0.0874489763743604,0.9045686086873692,True,5.72
35420258.mp4,Negative,Neutral,0.6189407428278315,,0.3182961561553253,0.6189407428278315,0.0627631010168433,True,6.28
79664536.mp4,Negative,Negative,0.6890757759117734,,0.6890757759117734,0.2350392161363044,0.0758850079519221,True,6.8933333333333335
69413690.mp4,Negative,Negative,0.6997446165147081,,0.6997446165147081,0.2303335801812673,0.0699218033040245,True,7.213333333333333
5989857.mp4,Positive,Positive,0.9719892074037116,,0.0108020764771168,0.0172087161191715,0.9719892074037116,True,11.773333333333333
