video_name,true_label,roberta_prob_negative,roberta_prob_neutral,roberta_prob_positive
254120.mp4,NEUTRAL,0.08472444,0.48072517,0.43455032
254221.mp4,POSITIVE,0.024332307,0.227021,0.7486467
254222.mp4,NEUTRAL,0.055194598,0.63783103,0.30697435
254323.mp4,NEUTRAL,0.7212951,0.21428642,0.0644185
254626.mp4,NEUTRAL,0.10067344,0.6334534,0.26587313
254627.mp4,POSITIVE,0.021962004,0.20187421,0.7761637
255742.mp4,NEUTRAL,0.5785846,0.28484586,0.1365696
254830.mp4,POSITIVE,0.13022904,0.5239078,0.34586322
255032.mp4,NEUTRAL,0.97175825,0.023428855,0.0048129205
255134.mp4,POSITIVE,0.2612012,0.44032764,0.29847118
255235.mp4,NEUTRAL,0.04340395,0.5581312,0.3984648
255236.mp4,NEUTRAL,0.45304778,0.39500082,0.15195143
255337.mp4,NEUTRAL,0.0246568,0.32182884,0.65351444
255743.mp4,NEUTRAL,0.13140716,0.42575356,0.44283924
255945.mp4,NEUTRAL,0.5345541,0.26535323,0.20009261
256047.mp4,NEUTRAL,0.1328301,0.5503579,0.316812
256148.mp4,POSITIVE,0.026045598,0.16307847,0.81087595
256149.mp4,NEUTRAL,0.20912005,0.48487237,0.30600753
256250.mp4,NEUTRAL,0.041154385,0.521266,0.43757966
256453.mp4,NEUTRAL,0.1491605,0.37374878,0.4770907
256554.mp4,POSITIVE,0.007411409,0.1571232,0.8354655
256555.mp4,NEUTRAL,0.025911028,0.65323025,0.32085878
256656.mp4,NEUTRAL,0.02387446,0.47427714,0.5018484
256657.mp4,NEUTRAL,0.14871746,0.5880554,0.2632272
256758.mp4,POSITIVE,0.007946274,0.14084521,0.8512085
256859.mp4,NEUTRAL,0.014663483,0.18207102,0.80326545
256860.mp4,NEUTRAL,0.05444518,0.40885985,0.536695
256961.mp4,POSITIVE,0.012176176,0.1739654,0.8138585
257062.mp4,NEUTRAL,0.050537452,0.61998177,0.3294808
257063.mp4,NEUTRAL,0.3354563,0.49193814,0.17260548
257164.mp4,NEUTRAL,0.077952474,0.30022362,0.6218239
257266.mp4,POSITIVE,0.020438725,0.29703936,0.68252194
257367.mp4,NEUTRAL,0.38125435,0.3442324,0.2745132
745937.mp4,NEUTRAL,0.35375953,0.55035114,0.09588929
745928.mp4,NEUTRAL,0.018539261,0.6638699,0.3175908
745929.mp4,POSITIVE,0.014824778,0.31464553,0.6705297
7459110.mp4,NEUTRAL,0.006564062,0.22612318,0.7673128
7459011.mp4,NEUTRAL,0.02696915,0.6337029,0.33932802
7458912.mp4,POSITIVE,0.012260332,0.20880269,0.77893704
7458813.mp4,NEUTRAL,0.09254458,0.4338146,0.47364086
7458714.mp4,NEGATIVE,0.9221781,0.06378344,0.01403845
7458615.mp4,NEUTRAL,0.031387623,0.3121777,0.6564347
7458616.mp4,NEUTRAL,0.013350902,0.44771293,0.5389362
7458517.mp4,NEUTRAL,0.006588051,0.31927374,0.67413825
7458418.mp4,NEUTRAL,0.0052666264,0.2546141,0.7401192
756517.mp4,NEUTRAL,0.0372804,0.6503016,0.31241804
756528.mp4,NEUTRAL,0.049550444,0.7332998,0.21714973
756529.mp4,NEUTRAL,0.10012457,0.5030367,0.39683875
7565310.mp4,NEUTRAL,0.0073535675,0.37370265,0.61894375
7565411.mp4,NEUTRAL,0.9048453,0.07768037,0.017474446
7565512.mp4,POSITIVE,0.005910108,0.08246132,0.91162854
7565513.mp4,NEUTRAL,0.018924791,0.49701568,0.4840595
7565614.mp4,NEUTRAL,0.049076118,0.5067854,0.44413847
7565915.mp4,NEUTRAL,0.045155123,0.42501268,0.52983224
7566016.mp4,NEUTRAL,0.28778827,0.43310902,0.27910265
7566017.mp4,NEUTRAL,0.011925498,0.584055,0.40401947
7566118.mp4,NEUTRAL,0.84518003,0.12849754,0.02632236
7566219.mp4,NEUTRAL,0.15845497,0.48841912,0.353126
7566320.mp4,POSITIVE,0.042577285,0.21819916,0.7392236
7566321.mp4,POSITIVE,0.020192074,0.39728463,0.58252335
7566422.mp4,NEUTRAL,0.056002915,0.58981067,0.35418642
7566523.mp4,NEUTRAL,0.12229773,0.590382,0.28732032
7566624.mp4,NEUTRAL,0.100088194,0.6395153,0.2603965
7566625.mp4,NEUTRAL,0.04240852,0.7254127,0.23217876
7566726.mp4,NEUTRAL,0.026224138,0.62374026,0.3500356
7566827.mp4,NEUTRAL,0.028732508,0.5379205,0.43334702
7566928.mp4,NEUTRAL,0.034194894,0.7666985,0.19910665
7567029.mp4,NEUTRAL,0.07751144,0.7213566,0.201132
7567030.mp4,NEUTRAL,0.020104833,0.4709522,0.5089429
7567131.mp4,NEUTRAL,0.27629712,0.54102933,0.1826736
7567232.mp4,NEUTRAL,0.024033634,0.58493394,0.39103243
7567233.mp4,NEUTRAL,0.08477927,0.74837714,0.16684361
7567334.mp4,NEUTRAL,0.016817978,0.73256004,0.250622
7567435.mp4,NEUTRAL,0.037999514,0.6949057,0.26709485
7567436.mp4,NEUTRAL,0.5612018,0.32709122,0.11170701
7567537.mp4,NEUTRAL,0.013595366,0.19231547,0.7940892
7567638.mp4,NEUTRAL,0.2057351,0.64752525,0.14673969
7567639.mp4,NEUTRAL,0.02137106,0.52145433,0.45717463
7567740.mp4,NEUTRAL,0.1548813,0.5385801,0.3065386
7567841.mp4,NEUTRAL,0.044233177,0.40500554,0.5507612
7567842.mp4,NEUTRAL,0.15916528,0.42714563,0.4136891
7567943.mp4,NEUTRAL,0.3582964,0.5187664,0.122937165
7568044.mp4,NEUTRAL,0.016190682,0.50209564,0.48171368
7568045.mp4,NEUTRAL,0.02147108,0.52839714,0.45013177
7568146.mp4,NEUTRAL,0.11247206,0.5777393,0.30978864
7568247.mp4,NEUTRAL,0.015759513,0.3222427,0.6619978
7568248.mp4,NEUTRAL,0.05889384,0.46913055,0.47197562
7568349.mp4,NEUTRAL,0.05593089,0.61072767,0.33334142
7568450.mp4,NEUTRAL,0.021766016,0.4789327,0.49930122
7568451.mp4,NEUTRAL,0.0087443,0.53059125,0.46066448
7568552.mp4,NEUTRAL,0.010018166,0.50913566,0.48084614
7568653.mp4,NEUTRAL,0.15474609,0.49343756,0.35181636
7568754.mp4,NEUTRAL,0.13693075,0.6594984,0.20357086
7568755.mp4,NEUTRAL,0.1957904,0.6266208,0.17758876
7568856.mp4,NEUTRAL,0.913972,0.061970674,0.024057254
7568957.mp4,NEUTRAL,0.013113142,0.3379383,0.6489486
7568958.mp4,POSITIVE,0.70446146,0.22989853,0.06564003
7569059.mp4,POSITIVE,0.04190775,0.19034526,0.767747
7569160.mp4,POSITIVE,0.015002262,0.10393161,0.88106614
7569161.mp4,NEUTRAL,0.10522099,0.45328072,0.4414983
7569262.mp4,NEUTRAL,0.06967951,0.7260301,0.20429038
7569363.mp4,POSITIVE,0.008451681,0.14211743,0.849431
7569364.mp4,POSITIVE,0.014165694,0.09838671,0.88744766
7569465.mp4,POSITIVE,0.024064334,0.14727026,0.8286654
7569466.mp4,POSITIVE,0.006727367,0.08804692,0.9052257
7569567.mp4,POSITIVE,0.03245155,0.2759056,0.6916428
7569668.mp4,NEUTRAL,0.011481241,0.49534324,0.49317557
7569669.mp4,POSITIVE,0.017645722,0.66667056,0.31568375
7569770.mp4,NEUTRAL,0.008633003,0.6909409,0.30042607
7569871.mp4,NEUTRAL,0.8696729,0.09756724,0.032759827
7569872.mp4,NEUTRAL,0.008902095,0.6296178,0.36148018
5080307.mp4,NEUTRAL,0.017595273,0.73886776,0.24353698
5080298.mp4,NEUTRAL,0.023086345,0.5129492,0.4639644
5080289.mp4,NEUTRAL,0.103569925,0.60446405,0.29196602
50802710.mp4,NEUTRAL,0.010549947,0.47252566,0.5169243
50802711.mp4,POSITIVE,0.016285205,0.1176527,0.8660621
50802612.mp4,NEUTRAL,0.020976903,0.6243753,0.3546478
50802513.mp4,NEUTRAL,0.01847211,0.53427535,0.4472525
50802414.mp4,NEUTRAL,0.014054264,0.63548845,0.35045722
50802415.mp4,NEGATIVE,0.9515536,0.042188797,0.0062576337
50802316.mp4,NEUTRAL,0.028772712,0.6196193,0.351608
50802217.mp4,NEUTRAL,0.019267567,0.5714816,0.4092508
50802118.mp4,NEUTRAL,0.049318895,0.7463565,0.20432462
50802119.mp4,NEUTRAL,0.03207637,0.6378966,0.330027
50802020.mp4,NEUTRAL,0.027642839,0.64852357,0.32383355
50801921.mp4,NEUTRAL,0.039876815,0.70725626,0.25286695
50801922.mp4,NEUTRAL,0.023872264,0.5252106,0.45091712
50801823.mp4,NEUTRAL,0.02466272,0.8071332,0.16820408
50801724.mp4,NEUTRAL,0.02466272,0.8071332,0.16820408
50801625.mp4,NEUTRAL,0.03434157,0.63721114,0.3284473
50801526.mp4,NEUTRAL,0.014045304,0.48091745,0.50503725
50801527.mp4,NEUTRAL,0.015438403,0.6978159,0.2867457
50801428.mp4,NEUTRAL,0.3626442,0.54791516,0.089440644
50801329.mp4,NEUTRAL,0.10441812,0.70244735,0.19313455
50801330.mp4,NEUTRAL,0.025598241,0.6625222,0.31187963
50801231.mp4,NEUTRAL,0.01753024,0.5842634,0.39820635
50801132.mp4,NEUTRAL,0.5241173,0.3893729,0.0865099
50801133.mp4,POSITIVE,0.010244178,0.09808992,0.8916659
50801034.mp4,NEUTRAL,0.04355378,0.6107756,0.34567064
50800935.mp4,POSITIVE,0.012556302,0.16372639,0.82371736
50800936.mp4,NEUTRAL,0.02025572,0.64060223,0.33914202
50800837.mp4,POSITIVE,0.032932505,0.30883053,0.6582369
50800738.mp4,NEUTRAL,0.30815074,0.57938296,0.11246631
50800639.mp4,NEUTRAL,0.014456727,0.66348875,0.32205445
50800640.mp4,NEUTRAL,0.007944438,0.71812105,0.2739345
3373547.mp4,NEUTRAL,0.86714023,0.094073355,0.038786374
33733337.mp4,NEGATIVE,0.9160549,0.06406809,0.019876983
33733238.mp4,NEUTRAL,0.4278883,0.310089,0.26202273
3373548.mp4,NEUTRAL,0.4897446,0.21702458,0.2932308
3373539.mp4,POSITIVE,0.37117225,0.2591851,0.36964262
33735210.mp4,POSITIVE,0.07216592,0.22701302,0.70082104
33732942.mp4,NEUTRAL,0.023287056,0.3365802,0.6401327
33733139.mp4,POSITIVE,0.019611431,0.24861513,0.7317734
33735111.mp4,POSITIVE,0.06096774,0.29334342,0.6456888
33735112.mp4,NEUTRAL,0.02098554,0.279371,0.6996435
33735013.mp4,NEGATIVE,0.9371511,0.047525283,0.015323724
33734914.mp4,NEUTRAL,0.22983344,0.4478466,0.32231998
33734815.mp4,NEUTRAL,0.24966912,0.48734075,0.2629902
33734816.mp4,NEUTRAL,0.09647896,0.47002292,0.43349814
33734717.mp4,POSITIVE,0.0056612794,0.061140228,0.9331985
33734618.mp4,POSITIVE,0.002331697,0.038470734,0.9591975
33734519.mp4,POSITIVE,0.0037032033,0.02638555,0.96991134
33734520.mp4,NEGATIVE,0.95315504,0.03876812,0.00807683
33734421.mp4,NEGATIVE,0.94545454,0.04455137,0.009994097
33733140.mp4,NEUTRAL,0.9644485,0.02936631,0.006185212
33734322.mp4,NEUTRAL,0.24418929,0.53373355,0.22207718
33734323.mp4,NEUTRAL,0.4629323,0.38458243,0.15248528
33734224.mp4,NEUTRAL,0.24418929,0.53373355,0.22207718
33734125.mp4,NEUTRAL,0.33858013,0.4446694,0.21675046
33734026.mp4,NEUTRAL,0.6259481,0.27549434,0.0985576
33733927.mp4,NEUTRAL,0.23673952,0.48716578,0.27609468
33733928.mp4,NEUTRAL,0.33848768,0.47616985,0.18534246
33733829.mp4,NEUTRAL,0.05027296,0.39764807,0.55207896
33733730.mp4,NEUTRAL,0.22214904,0.4476036,0.3302473
33733731.mp4,NEUTRAL,0.019609988,0.4694343,0.5109557
33733632.mp4,NEUTRAL,0.23892641,0.43746182,0.32361174
33733533.mp4,NEUTRAL,0.105956525,0.49158916,0.40245435
33733534.mp4,NEUTRAL,0.047015544,0.5806689,0.37231556
33733435.mp4,NEUTRAL,0.81402016,0.16152729,0.024452485
33733336.mp4,NEUTRAL,0.83038133,0.14479792,0.02482071
33733041.mp4,NEUTRAL,0.026831739,0.59686506,0.37630323
2388447.mp4,NEGATIVE,0.8955938,0.092213176,0.012192951
2388438.mp4,NEGATIVE,0.92917913,0.06058226,0.010238663
2388429.mp4,NEUTRAL,0.7658876,0.19541477,0.03869765
23884210.mp4,NEUTRAL,0.76236624,0.19437374,0.043259986
23884111.mp4,NEUTRAL,0.118788555,0.60825396,0.2729575
23884012.mp4,NEUTRAL,0.09192647,0.56458753,0.343486
23883913.mp4,NEUTRAL,0.1414755,0.6571421,0.20138243
23880659.mp4,NEUTRAL,0.4382315,0.35137975,0.21038872
23883914.mp4,NEUTRAL,0.65588695,0.2286629,0.115450114
23883815.mp4,NEUTRAL,0.0609141,0.5744556,0.36463028
23883716.mp4,NEUTRAL,0.4212078,0.42387122,0.15492104
23880660.mp4,NEUTRAL,0.53254414,0.32625505,0.1412008
23880561.mp4,NEUTRAL,0.51565325,0.33502498,0.14932176
23883617.mp4,POSITIVE,0.04531744,0.5416724,0.41301015
23883618.mp4,NEUTRAL,0.075593226,0.6710957,0.25331104
23883519.mp4,NEUTRAL,0.25483054,0.5546775,0.19049199
23883420.mp4,NEUTRAL,0.39749956,0.46657702,0.13592342
23883421.mp4,NEUTRAL,0.32701647,0.500396,0.17258748
23883322.mp4,POSITIVE,0.009147847,0.37360826,0.61724395
23883223.mp4,NEUTRAL,0.4163745,0.3969077,0.18671782
23883124.mp4,NEUTRAL,0.15432821,0.4819813,0.36369047
23883025.mp4,NEUTRAL,0.5900248,0.33980346,0.070171766
23882926.mp4,NEGATIVE,0.90323365,0.07922646,0.01753994
23882927.mp4,NEGATIVE,0.95799154,0.034251906,0.0077565643
23882828.mp4,NEGATIVE,0.9504753,0.040199067,0.00932559
23882729.mp4,NEGATIVE,0.9319585,0.05530893,0.012732483
23882730.mp4,NEGATIVE,0.9338379,0.05239575,0.01376629
23882631.mp4,NEUTRAL,0.7199176,0.20790319,0.072179176
23882532.mp4,NEUTRAL,0.7199176,0.20790319,0.072179176
23882533.mp4,NEUTRAL,0.7499238,0.21142615,0.038650014
23882434.mp4,NEUTRAL,0.70625615,0.22570625,0.06803768
23882335.mp4,NEUTRAL,0.70625615,0.22570625,0.06803768
23882236.mp4,NEUTRAL,0.70625615,0.22570625,0.06803768
23882237.mp4,NEUTRAL,0.099614054,0.4430667,0.45731932
23882138.mp4,NEUTRAL,0.08921659,0.45096114,0.4598223
23882039.mp4,NEUTRAL,0.060359593,0.44984862,0.48979172
23882040.mp4,NEUTRAL,0.07532911,0.5295114,0.39515948
23881941.mp4,NEUTRAL,0.089722194,0.46728724,0.44299054
23881842.mp4,NEUTRAL,0.07943887,0.48480842,0.43575272
23881843.mp4,NEUTRAL,0.03814887,0.45095432,0.51089674
23881744.mp4,NEUTRAL,0.11164043,0.4672707,0.4210888
23881645.mp4,NEUTRAL,0.09611304,0.47174948,0.43213746
23881646.mp4,NEUTRAL,0.28464124,0.4177896,0.29756916
23881547.mp4,NEUTRAL,0.19769852,0.4391834,0.36311808
23881448.mp4,NEUTRAL,0.06794516,0.40480617,0.5272487
23881349.mp4,NEUTRAL,0.06794516,0.40480617,0.5272487
23881350.mp4,NEUTRAL,0.13909808,0.40697485,0.45392713
23881251.mp4,NEUTRAL,0.10776933,0.4163434,0.4758873
23881152.mp4,NEUTRAL,0.11954813,0.41955528,0.4608966
23881053.mp4,NEUTRAL,0.11954813,0.41955528,0.4608966
23881054.mp4,NEUTRAL,0.20180485,0.38893193,0.40926322
23880955.mp4,NEUTRAL,0.21623765,0.38185212,0.40191022
23880857.mp4,NEUTRAL,0.05729481,0.39294586,0.5497593
23880758.mp4,NEUTRAL,0.051591206,0.39682424,0.55158454
23880856.mp4,NEUTRAL,0.6836312,0.22795384,0.08841497
7028847.mp4,NEUTRAL,0.15634656,0.5225316,0.3211218
7028838.mp4,NEUTRAL,0.015936438,0.19529153,0.78877205
7028829.mp4,NEGATIVE,0.96400374,0.027456515,0.008539816
70288210.mp4,NEUTRAL,0.020024592,0.6007034,0.379272
70288111.mp4,NEUTRAL,0.13348117,0.6366572,0.2298616
70288012.mp4,NEUTRAL,0.036734294,0.33087564,0.6323901
70287913.mp4,NEGATIVE,0.92414945,0.06524176,0.010608732
70287814.mp4,NEGATIVE,0.9182248,0.0706221,0.011153059
70287815.mp4,NEUTRAL,0.8828309,0.09880191,0.01836717
70287716.mp4,NEUTRAL,0.01576823,0.22492765,0.7593041
70287617.mp4,NEGATIVE,0.8334814,0.13646893,0.030049728
70287518.mp4,POSITIVE,0.010111655,0.064440325,0.92544806
70287419.mp4,NEUTRAL,0.577472,0.3222095,0.1003185
70287420.mp4,NEUTRAL,0.577472,0.3222095,0.1003185
70287321.mp4,NEUTRAL,0.75246,0.20260184,0.044938125
70287222.mp4,NEUTRAL,0.021821065,0.52855575,0.44962317
70287223.mp4,NEGATIVE,0.78923655,0.16839032,0.042373154
70287124.mp4,NEGATIVE,0.8614975,0.10349938,0.035003114
70287025.mp4,NEUTRAL,0.61612725,0.23449492,0.14937778
70286926.mp4,NEGATIVE,0.9561988,0.035715308,0.008085883
70286827.mp4,NEUTRAL,0.9218763,0.06151198,0.016611656
70286728.mp4,NEUTRAL,0.71821547,0.20355889,0.07822564
70286729.mp4,NEUTRAL,0.41423118,0.26263165,0.3231372
70286630.mp4,NEUTRAL,0.8278525,0.13480738,0.037340052
70286531.mp4,NEGATIVE,0.95824885,0.037197582,0.004553583
70286532.mp4,POSITIVE,0.01794074,0.2701773,0.711882
9799997.mp4,NEUTRAL,0.122679725,0.52951616,0.34780416
9799988.mp4,NEUTRAL,0.12694333,0.55389094,0.31916574
9799979.mp4,POSITIVE,0.012906903,0.09970488,0.8873882
97999710.mp4,NEUTRAL,0.23108943,0.4150967,0.35381383
97999611.mp4,NEUTRAL,0.11061913,0.39651328,0.49286756
97999512.mp4,NEUTRAL,0.29872745,0.5278172,0.17345533
97999413.mp4,NEUTRAL,0.4930749,0.34922972,0.15769544
97999314.mp4,NEUTRAL,0.012241062,0.4122223,0.5755366
97999315.mp4,NEUTRAL,0.41595012,0.46538386,0.11866602
97999216.mp4,NEGATIVE,0.9355683,0.056200624,0.008231092
97999117.mp4,NEUTRAL,0.6534755,0.28237352,0.06415094
97999018.mp4,POSITIVE,0.1221873,0.43816042,0.43965223
97998919.mp4,NEGATIVE,0.9473106,0.043911453,0.008777862
97998920.mp4,NEGATIVE,0.9344826,0.053882264,0.0116351545
97998821.mp4,NEUTRAL,0.7683861,0.18545446,0.0461595
97998722.mp4,NEUTRAL,0.50275296,0.3803186,0.11692839
97998723.mp4,NEGATIVE,0.92483413,0.0645379,0.010627988
97998624.mp4,NEGATIVE,0.8577942,0.11138271,0.030823084
97998525.mp4,NEUTRAL,0.55955136,0.31103766,0.12941094
97998426.mp4,NEUTRAL,0.26992854,0.419694,0.31037748
97998327.mp4,NEUTRAL,0.055223744,0.4709871,0.4737892
97998228.mp4,NEUTRAL,0.07356295,0.530258,0.39617905
97998229.mp4,NEUTRAL,0.067089796,0.52487963,0.40803054
97998130.mp4,NEUTRAL,0.08523304,0.5038733,0.41089368
97998031.mp4,NEUTRAL,0.07873287,0.4667958,0.4544714
97998032.mp4,NEUTRAL,0.058426764,0.4229484,0.5186249
97997933.mp4,NEUTRAL,0.07266883,0.37939954,0.5479316
97997834.mp4,NEUTRAL,0.009426088,0.35001156,0.6405624
97997735.mp4,NEUTRAL,0.7333682,0.18895681,0.07767498
97997736.mp4,NEUTRAL,0.5157405,0.31643936,0.1678202
97997637.mp4,NEUTRAL,0.8646255,0.10488587,0.030488648
97997538.mp4,NEGATIVE,0.9459744,0.044884767,0.009140834
97997539.mp4,NEUTRAL,0.94332045,0.046946656,0.009732859
97997440.mp4,NEUTRAL,0.91983485,0.057858724,0.022306385
97997341.mp4,NEUTRAL,0.8232311,0.13197257,0.04479632
97997342.mp4,NEUTRAL,0.4359608,0.3797185,0.18432075
97997243.mp4,POSITIVE,0.95587873,0.034673806,0.009447396
97997144.mp4,NEUTRAL,0.41595012,0.46538386,0.11866602
97997045.mp4,NEUTRAL,0.29662648,0.5437015,0.15967196
97997046.mp4,NEUTRAL,0.7368194,0.22398686,0.039193746
97996947.mp4,NEUTRAL,0.8113673,0.15661566,0.032017
97996848.mp4,NEUTRAL,0.43403015,0.4264595,0.13951041
97996849.mp4,POSITIVE,0.13920586,0.32636765,0.53442645
97996750.mp4,NEUTRAL,0.47927612,0.39433292,0.12639093
97996651.mp4,NEUTRAL,0.8854141,0.096842684,0.017743248
97996552.mp4,NEUTRAL,0.33915555,0.48627102,0.1745734
97996453.mp4,NEUTRAL,0.45607057,0.44414628,0.09978313
97996454.mp4,NEUTRAL,0.5521147,0.3475492,0.100336105
97996355.mp4,NEUTRAL,0.1989346,0.527199,0.27386642
97996256.mp4,POSITIVE,0.7825031,0.17479444,0.042702507
97996257.mp4,NEUTRAL,0.2240245,0.5790482,0.19692723
97996158.mp4,NEUTRAL,0.31917912,0.46894425,0.21187666
97996059.mp4,NEUTRAL,0.33966783,0.48287228,0.17745994
97967.mp4,NEUTRAL,0.8517161,0.10387089,0.044413086
97958.mp4,NEUTRAL,0.7705253,0.16397469,0.06550005
97959.mp4,NEUTRAL,0.520269,0.30372983,0.17600124
979410.mp4,NEUTRAL,0.565182,0.27737835,0.15743974
979311.mp4,NEGATIVE,0.95372677,0.03766867,0.008604469
979212.mp4,NEGATIVE,0.95372677,0.03766867,0.008604469
979213.mp4,NEGATIVE,0.95372677,0.03766867,0.008604469
979114.mp4,NEUTRAL,0.27886397,0.54255563,0.17858042
979015.mp4,NEUTRAL,0.010362834,0.21945682,0.7701804
978916.mp4,NEUTRAL,0.011111764,0.2403519,0.74853635
978817.mp4,NEGATIVE,0.90077096,0.082039066,0.017189989
978818.mp4,NEUTRAL,0.034420166,0.59461075,0.37096906
978719.mp4,NEUTRAL,0.034420166,0.59461075,0.37096906
978620.mp4,NEGATIVE,0.9549521,0.037806213,0.007241692
978521.mp4,NEUTRAL,0.5679001,0.27791995,0.15417996
978522.mp4,NEUTRAL,0.80178976,0.15715057,0.041059732
978423.mp4,NEUTRAL,0.13549523,0.4982596,0.36624518
978324.mp4,NEUTRAL,0.90354806,0.07546313,0.020988867
978225.mp4,NEUTRAL,0.90406716,0.079231545,0.016701318
978126.mp4,NEUTRAL,0.05185299,0.6316432,0.31650385
978027.mp4,NEGATIVE,0.9527047,0.04031144,0.006983796
977928.mp4,NEUTRAL,0.97381973,0.022202266,0.0039779516
977929.mp4,POSITIVE,0.010675745,0.32072034,0.6686039
4038707.mp4,NEUTRAL,0.013075128,0.1427291,0.8441958
4038698.mp4,NEUTRAL,0.7644968,0.20277451,0.03272861
4038689.mp4,NEUTRAL,0.05941022,0.34567654,0.5949133
40386710.mp4,NEUTRAL,0.019176615,0.13318214,0.8476413
40386611.mp4,POSITIVE,0.052717287,0.44244283,0.5048399
40386512.mp4,POSITIVE,0.027849322,0.2735687,0.69858205
40386513.mp4,POSITIVE,0.008117743,0.1934833,0.798399
40386414.mp4,POSITIVE,0.00794351,0.25354958,0.7385069
40386315.mp4,NEUTRAL,0.009205888,0.66091865,0.32987547
40386216.mp4,NEUTRAL,0.011770012,0.72949857,0.25873148
40386117.mp4,NEUTRAL,0.0068929745,0.5982327,0.39487427
40386018.mp4,NEUTRAL,0.105163395,0.63135433,0.26348227
40386019.mp4,POSITIVE,0.009052673,0.3078607,0.68308663
7578507.mp4,POSITIVE,0.008782102,0.14993875,0.84127915
7578498.mp4,NEUTRAL,0.8089235,0.15812527,0.03295117
7578489.mp4,POSITIVE,0.009518376,0.24572162,0.7447601
75784810.mp4,NEUTRAL,0.91326433,0.07385386,0.012881781
75784711.mp4,NEUTRAL,0.06329569,0.53741354,0.39929077
75784612.mp4,NEGATIVE,0.9644417,0.030586002,0.0049722316
75784513.mp4,NEUTRAL,0.50776935,0.3280707,0.16415997
75784414.mp4,NEUTRAL,0.021373017,0.82336855,0.1552584
75784415.mp4,POSITIVE,0.0054152156,0.08995873,0.90462613
75784316.mp4,NEUTRAL,0.117976256,0.6166469,0.26537687
75784217.mp4,NEUTRAL,0.8692675,0.10692308,0.023809396
75784118.mp4,NEUTRAL,0.010135584,0.5967123,0.39315206
75784019.mp4,NEUTRAL,0.18465763,0.5408787,0.27446368
75784020.mp4,NEUTRAL,0.03331461,0.4891258,0.47755963
75783921.mp4,NEUTRAL,0.18020654,0.4828277,0.33696568
75783822.mp4,NEGATIVE,0.91770035,0.06500834,0.01729124
75783723.mp4,NEUTRAL,0.33269918,0.46469706,0.20260382
75783724.mp4,NEGATIVE,0.9767437,0.017784439,0.005471845
75783625.mp4,NEUTRAL,0.8448774,0.12273535,0.032387238
75783526.mp4,POSITIVE,0.0062614824,0.06674456,0.9269939
75783427.mp4,NEUTRAL,0.020899208,0.3328623,0.64623845
